date_created_utc,elapsed,creator,creator_url,version,os,question_id,question_url,question_title,question_content,assignee,assignee_url
2026-08-27 11:44,13d 20h,leo35,https://support.mozilla.org/en-US/user/leo35/,154.0,Windows 11,1600600,https://support.mozilla.org/questions/1600600,In de mail worden de bijlages blanco (zonder tekst) geprint. Printer werkt naar behoren.,"Al sinds een week kunnen er geen bijlages meer uitgeprint worden met tekst. De printer doet het gewoon goed en in andere programma's werkt de printer goed, maar via de mails die via Thunderbird binnenkomen wordt alleen een blanco blad doorgevoerd en wordt er geen tekst afgedrukt. Als het document opgeslagen wordt op de desktop en van uit bijv. Word geprint wordt dan komt de juiste inhoud wel op papier. De printer werkt dus gewoon naar behoren. ",,
2026-08-27 14:22,13d 17h,bdebreil,https://support.mozilla.org/en-US/user/bdebreil/,140.13.0esr,Linux,1600623,https://support.mozilla.org/questions/1600623,v140.13.0esr on Linux Debian 11: impossible to resize windows,"Ever since last maj, windows are no longer resizable. Same Thunderbird version works OK on my laptop running Debian 12, but I cant easily upgrade version Debian 11 to debian 12 on this older desktop, so I wonder whether I could possibly de-install v140.13.0esr and re-install an older version, if then, which one would be suitable and available. If not, is there another trick to resize windows on v140.13.0esr ?  Thanks in advance for your help. ",,
2026-08-27 15:05,13d 16h,luciana3,https://support.mozilla.org/en-US/user/luciana3/,153.0.3 (64 bits),Windows 11,1600628,https://support.mozilla.org/questions/1600628,Problemas com envios de e-mails,Todos os e-mails encaminhados estão retornando com a seguinte mensagem: This message was created automatically by mail delivery software. A message that you sent could not be delivered to one or more of its recipients. This is a permanent error. The following address(es) failed: ,,
2026-08-28 00:03,13d 7h,nuu,https://support.mozilla.org/en-US/user/nuu/,140.14.1esr,Windows 11,1600730,https://support.mozilla.org/questions/1600730,pdf印刷白紙,添付のpdfファイルをサンダーバードプレビューで開いて印刷すると白紙で印刷される問い合わせが多数。現在、Adobe acrobatで開くに設定変更で対応しておりますが他に改善策はありますか？ ,,
2026-08-28 09:07,12d 22h,paulbdiver,https://support.mozilla.org/en-US/user/paulbdiver/,154 (64-bit),Windows 10,1600778,https://support.mozilla.org/questions/1600778,I can not down load Emails from Yahoo to Thunderbird  tired all listed solutions - any ideas?,"I can not down load Emails from Yahoo to Thunderbird. Every things was fine as of Aug 26th. On Aug 27th with no changes to any system settings the Yahoo Emails would not down Load. I am running Win 10 on my system. I disabled the antivirus. Reloaded Thunderbird - no effect.  I have since deleted Thunderbird and then reinstalled  latest version of Thunderbird (154.0) . I re-entered my password. I checked the OAuth2  settings and they are set as described in the support article ""OAuth2 Authentication for Yahoo, AOL and ATT"".   Message bar at bottom of Thunderbird screen shows:  Myaccountname@yahoo.com:Downloading message 1 of 7 The emails do not down load  -  then after a few minutes - a no messages to download  message  flashes and then blank - nothing  I am out of Ideas. Anyone? ",,
2026-08-28 12:01,12d 19h,luciana3,https://support.mozilla.org/en-US/user/luciana3/,153.0.3 (64 bits),Windows 11,1600797,https://support.mozilla.org/questions/1600797,ERRO AO ENVIAR E-MAILS,"Bom dia!! Estou há 05 dias já com problemas para envio de e-mails. TODOS os e-mails encaminahdos estão retornando com mensagens, segue modelo: This message was created automatically by mail delivery software. A message that you sent could not be delivered to one or more of its recipients. This is a permanent error. The following address(es) failed:  contato@eliteled.com.br    host eig-east.smtp.a.cloudfilter.net [3.228.35.199]    SMTP error from remote mail server after end of data:    550 Connection Rejected - see http://www.spamhaus.org/query/ip/162.241.3.16 AUP#BL   Reporting-MTA: dns; srv246.prodns.com.br Action: failed Final-Recipient: rfc822;contato@eliteled.com.br Status: 5.0.0 Remote-MTA: dns; eig-east.smtp.a.cloudfilter.net Diagnostic-Code: smtp; 550 Connection Rejected - see http://www.spamhaus.org/query/ip/162.241.3.16 AUP#BL  Return-path: <luciana@tngambiental.com.br> Received: from [191.205.187.44] (port=63267 helo=[192.168.15.9]) 	by srv246.prodns.com.br with esmtpsa  (TLS1.3) tls TLS_AES_128_GCM_SHA256 	(Exim 4.99.5) 	(envelope-from <luciana@tngambiental.com.br>) 	id 1wzvDX-00000002j1g-2E6K 	for contato@eliteled.com.br; 	Fri, 28 Aug 2026 08:57:55 -0300 Content-Type: multipart/mixed; boundary=""------------v6PpwUe34Im1qZUvm071zw70"" Message-ID: <5a3bcd01-6417-4220-bbb7-ee34f7b3e367@tngambiental.com.br> Date: Fri, 28 Aug 2026 08:58:09 -0300 MIME-Version: 1.0 User-Agent: Mozilla Thunderbird Content-Language: pt-BR To: contato@eliteled.com.br From: Luciana Nigro - TNG Ambiental <luciana@tngambiental.com.br> Subject: =?UTF-8?Q?TNG_Ambiental_-_Or=C3=A7amento_=231115?= X-Exim-DSN-Information: Due to administrative limits only headers are returned ",,
2026-08-28 13:45,12d 18h,Carolofdawes,https://support.mozilla.org/en-US/user/Carolofdawes/,153.1.1esr (64-bit,Windows 11,1600811,https://support.mozilla.org/questions/1600811,email downloading but with no content or subject,"A new one today.   Some but not all emails are downloading, in that they seem to be in the IN box but all they are showing is the date - no content or subject.   I am a btinternet user.   If i check the account online, the conent is there.  Have just had one such from Mozilla giving me a sign in code.  I'm not quite sure where to sign in with it though as I appear to have already signed in automatically.  Oh dear! Carol ",,
2026-08-28 13:52,12d 18h,muncubus,https://support.mozilla.org/en-US/user/muncubus/,154.0,Windows 11,1600814,https://support.mozilla.org/questions/1600814,"""Показывать вложения в теле сообщения"" для pdf на работает.","""Показывать вложения в теле сообщения"" для pdf на работает. Включение отключение опции никак не влияет. Через настройки включал параметр mail.inline_attachments.text в true и перезапускал приложение - не помогает. ",,
2026-08-28 14:15,12d 17h,krtemp-online,https://support.mozilla.org/en-US/user/krtemp-online/,154.0 (64-bit),Windows 11 Pro,1600821,https://support.mozilla.org/questions/1600821,"""Authentication Failed"" popup","Hello, I hope I choose the right category. I'm getting these ""Authentication Failed"" popups every time I start Thunderbird. BTW - simply ignoring them, they go way and everything works just fine. It's just annoying. I tried the settings as mentioned in various posts: - account settings > server settings > SSL/TLS and below OAuth2 - account settings > edit outgoing server > same as above I restarted Thunderbird after the changes. But I noticed that I couldn't send emails anymore (stuck ""sending"" window) So, I changed Outgoing back to STARTTLS and OAuth2. Email works fine again but popups are back. Strangely, at home I have settings SSL/TLS and OAuth2 in both, server settings and outgoing (as suggested in posts) ... and everything works normally ... and no popups ...! Any suggestions ... please Thanks ",,
2026-08-28 17:04,12d 14h,claes6,https://support.mozilla.org/en-US/user/claes6/,154.0,Windows 11,1600847,https://support.mozilla.org/questions/1600847,When I try to start Thunderbird on my Windows 11 laptop  it does not start properly.,"When I try to start Thunderbird on my Windows 11 laptop  it does not start properly It is haging ond after a whike i get a message that thunderbird does not respond (""svarar inte"" in swedish). Sometimes if I try to reinstall Thunderbird it starts up, But today nothing happens. ",,
