date_created_utc,creator,creator_url,version,os,question_id,question_url,question_title,question_content
2026-05-19 11:11,quiltjunkie2002,https://support.mozilla.org/en-US/user/quiltjunkie2002/,150.0.2,Windows 11,1582421,https://support.mozilla.org/questions/1582421,Not accessing my mail server,"I just replaced my WiFi router and was able to get 5 messages after new network set up, but now it can't connect to outgoing or incoming mail server.. I double checked all my setting with Spectrum and all looks good, but won't connect. "
2026-05-19 11:56,aigarashi.hibinosekkei,https://support.mozilla.org/en-US/user/aigarashi.hibinosekkei/,150.0.2,Windows 10,1582426,https://support.mozilla.org/questions/1582426,"After updating Thunderbird to version 150.0.2, I can no longer connect to my lolipop.jp mail servers.","After updating Thunderbird to version 150.0.2, I can no longer connect to my lolipop.jp mail servers. Symptoms:   Both IMAP and SMTP stopped working at the same time  Webmail works normally  Multiple mail accounts are affected  Thunderbird times out when connecting to the servers  The issue started immediately after updating to Thunderbird 150.0.2  Settings tested:   IMAP: imap.lolipop.jp / Port 993 / SSL-TLS / Normal password  SMTP: smtp.lolipop.jp / Port 465 SSL-TLS and Port 587 STARTTLS  Tried Thunderbird Safe Mode  Tried reinstalling Thunderbird  Tried disabling Norton security/firewall temporarily  Same issue persists  Could this be a known issue with Thunderbird 150.0.2? If so, is there any workaround or planned fix? Thank you. "
2026-05-19 14:42,dreamphaserx,https://support.mozilla.org/en-US/user/dreamphaserx/,150.0.2 (64-bit),Windows 10,1582444,https://support.mozilla.org/questions/1582444,Can't connect to server / Authentication error,"I have 3 different hotmail accounts. And tried to set them up in a newly installed thunderbird app on windows (10,sorry not up to date). In the beginning I had 2 out of 3 working, but the last one is my business account and it didn't connect. I tried many different ways to get it working, and now only the 1st one is still connecting correctly. The second one also doesn't connect anymore and is giving me the: ""The connection was refused when attempting to contact localhost."" or Authentication error: Unable to log in at server. Probably wrong configuration, username or password. I know for sure password and username are correct. I have added thunderbird to exceptions in firewall. I also tried turning the firewall off. no changes. I have no idea where it got so messy but can someone guide me in this? Most of it I do not understand so it is obvious I made mistakes. "
2026-05-19 15:09,mnelsonks,https://support.mozilla.org/en-US/user/mnelsonks/,18.0,Android,1582447,https://support.mozilla.org/questions/1582447,Outlook no longer working in Thunderbird,Outlook no longer working in Thunderbird.  See screenshot 
2026-05-19 15:16,keith.stevenson,https://support.mozilla.org/en-US/user/keith.stevenson/,150.0.2 (64-bit),Windows 11,1582448,https://support.mozilla.org/questions/1582448,cannot reply to messages,when I press reply I get a message which times out 
2026-05-19 21:19,davesrepaircom,https://support.mozilla.org/en-US/user/davesrepaircom/,140.10.2esr (64-bi,Linux Mint 22.3,1582494,https://support.mozilla.org/questions/1582494,Autokey pasting into Tbird (only) causing typos (Linux Mint),"'Morning,                                                                                                                                   5-19-26 I'm having an issue that's not major, but irritating. and getting time-consuming.  'Recently left Windows 11 behind (good riddance!) and have gone back to Linux Mint, which is working out well for me. But there's a strange and persistent glitch"" when pasting into T-bird from Autokey, which I use daily,  I get typos, dropped spaces, etc, whenever pasting into T-bird BUT INTO NO OTHER PROGRAMS. My workaround has been to paste first into a text editor (which receives the pasted text perfectly formatted), THEN into T-bird from there.  Again, it's not a major, life-threatening issue, but at the end of the day it's a real time-consumer.  I've posted this question on other forums, but no one can give me an answer. Is there a text setting or something n T-bird that I'm missing? A different form of ASCII, etc? Thanks for any suggestions you can think of.  Btw, I've used and loved T-bird for many years, and love it. Best email client I've ever used, and I've been online since the mid-90's (yeah, I'm an antique! ha ha). I try to send a donation once / year. Keep up the good work!  Thanks again,  Dave Harnish drs@sosbbs.com John 3:3 "
2026-05-19 21:19,picket2,https://support.mozilla.org/en-US/user/picket2/,150.0.2,Windows 11,1582495,https://support.mozilla.org/questions/1582495,"Tbird will not accept my password for pop.verizon,net and I cannot start using Tbird.",Tell me how to activate Tbird when my password for pop.verizon.net doesn't work. 
2026-05-20 00:50,mdouglas3,https://support.mozilla.org/en-US/user/mdouglas3/,140.10.2esr (64 bi,Windows 11,1582537,https://support.mozilla.org/questions/1582537,Thunderbird suddenly can't connect with my email server to send outgoing messages.,"I have used Thunderbird as my mail client for many years on both my Windows workstation and my Windows laptop. My ISP is Spectrum. All of a sudden, today, Thunderbird has stopped sending outgoing emails from my workstation. I get a message telling me that Thunderbird can't connect with the server. Outgoing email seems to work fine on the laptop, as well as on Spectrum's own Webmail interface. I think I'm getting all my incoming messages, although it's hard to know that for sure. Both machines are running Windows 11. I haven't changed any configurations. What can I do to get Thunderbird to function correctly on my workstation? Thank you. "
2026-05-20 06:09,tails618,https://support.mozilla.org/en-US/user/tails618/,140.10.1esr-bb22,Linux (Aurora 44),1582585,https://support.mozilla.org/questions/1582585,Calendar wider than screen,"I opened Thunderbird today (technically Betterbird, I don't *think* any of the Betterbird differences would affect this) and my calendar is wider than the screen itself. I have no idea how to fix this. It might've happened because last time it was open, my laptop was connected to a larger monitor. I've attached a picture. (I wasn't really sure what to select for the question topic; I went with accessibility because the issue is obviously affecting my usage.) "
2026-05-20 10:17,Trey.Howard08,https://support.mozilla.org/en-US/user/Trey.Howard08/,140.10.2esr,Linux - Kubuntu 24.04,1582623,https://support.mozilla.org/questions/1582623,"Unable to log in at server, Probably wrong configuration, username or password","I have been using Tbird & Yahoo successfully for years.  The Yahoo made the change to require OAuth2.  After that change I did get new mail.  After that I couldn't receive new messages.  I decide this could be fixed by removing my Yahoo account from Tbird and setting it up again.   1 starting from Account Setup, I enter my name, email address and password.  2 Before clicking Continue I disable blocking on my pi-hole in case that could be an issue.  3 A pop-up with a Yahoo ad appears.  4 I click next and enter my password and click next again.  5 I check a box to agree to some terms and Agree  6 Tbird gives me a green box saying, ""Configuration found in Mozilla ISP database.  7 I ensure IMAP is selected and click Done.  8 I get another pop-up from Yahoo  9 I check a box to agree to some terms and Agree  10 That green box turns yellow and now says, ""Unable to log in at server, Probably wrong configuration, username or password.""  11 I can login to the Yahoo webmail page, and there I see a new message that start with, ""Your Yahoo account XXXX was used to sign in to a new third part application on thunderbird.""  12 Accept cookies from sites is checked  13 I am not using a VPN and my network is the same as when Yahoo and Tbird were playing nicely.  14 Outgoing Server settings for Yahoo Mail list OAuth2 for Authentication method.  What else can I check to setup Yahoo with Tbird?  Let me know if there are logs I can provide to help. "
2026-05-20 13:28,OverstreetENGR1,https://support.mozilla.org/en-US/user/OverstreetENGR1/,Tbird 102,Windows 10,1582648,https://support.mozilla.org/questions/1582648,Installed Tbird 102 on 2 Machines - Issues with In/Out Servers,"Have TBird 102 Installed on 2 Dell LapTop Machines - Win10 OS The Installation Process Completes but am having issues with the Incoming Email Server Settings, and the Out Going Email Server Settings.   On One Installation ( Nov2025 TimeFrame) , the Emails come down into the InBox  But Will Not Go Out.  On the Other Installation ( May 2026 TimeFrame ) ... Cannot set up Email Account ... username/password errors. "
2026-05-20 16:11,haui37,https://support.mozilla.org/en-US/user/haui37/,140.10.2esr,Linux,1582665,https://support.mozilla.org/questions/1582665,Calendar does not create event when Accepting Invitation from subscribed calendar (on linux),"Hi there, I'm having an issue where I receive invitations by the owner of a calendar i subscribed to. I have to subscribe to the calendar to be able to schedule events with them. When I receive the invite, it keeps saying ""already processed"" which is not the case. I dont have that event in my calendar and it has not been accepted. I have checked that the subscribed calendar is not linked to my account (calendar settings, email account: empty) and the actual calendar is linked to my email account (calendar settings, my email account). what should happen logically is the ""subscribed"" calendar should not be counted as my calendar, events should not be counted as already processed and invites should be clickable and then be transfered to the calendar linked to the receiving email address. Mind you, thunderbird on mobile works like it should. Its only the linux client that has this issue. Thanks in advance for any help. "
2026-05-20 17:55,j.abr,https://support.mozilla.org/en-US/user/j.abr/,151,Windows 11,1582677,https://support.mozilla.org/questions/1582677,Quick Filter shows only a few results.,"When using the Quick Filter bar to search emails, only a partial list of results is displayed (approximately 2-7 messages). Switching the view from Table to Cards and back to Table via the top-right menu causes the full result list to appear instantly. Similarly, resizing the message list panel triggers the same refresh. I have already tried creating a new profile, but the issue persists. Has anyone else experienced this behavior, and is there a known fix or workaround? "
2026-05-20 18:49,miha3,https://support.mozilla.org/en-US/user/miha3/,150.0.2 (64-bit),Linux,1582691,https://support.mozilla.org/questions/1582691,EWS NTLM often whines that password is not correct,"I've successfully connected to a hosted Exchange server through EWS and NTLM authentication (kudos BTW). But there is a problem - often during operations against EWS I'm presented with ""Login to account XXX failed"" ""Login to server YYY with account XXX failed"". I can ignore it (cancel) and it will work for seconds or minutes but eventually reappear. Sometimes it's very frequent, sometimes is here and there. TL;DR; connection works, I can read directories and e-mails. From looking at development tools I see these scenarios: 1. POST requests return 200 always (no messsage of course) 2. Eventually a POST would return 401. Then Thunderbird issues a GET, it returns 401 as well but response includes header WWW-Authenticate: NTLM XXXXXX. Then another GET is issued containing header ""Authorization"" with the value from previous response. This time it gets 200 and continues without POST requests without a dialog. 3. Sometimes there are more POST requests with 401 (I assume in parallel) before a GET is issued and then I see a dialog. Sometimes it recovers (regardless of whether I cancel or retry), sometimes gets stuck with 401 with dialog reappearing each time it tries something. This case it's similar in sense that thunderbird issues GET with 401 and WWW-Authenticate header, issues another GET with Authenticate header but still gets 401. If I had to guess I'd say the problem happens when POST requests are issued in parallel, not sequentially. OTOH it might be a problem at the server, but it isn't very likely. "
