date_created_utc,elapsed,creator,creator_url,version,os,question_id,question_url,question_title,question_content,assignee,assignee_url
2026-06-08 09:50,13d 10h,fishphone,https://support.mozilla.org/en-US/user/fishphone/,150.1,Windows 10,1586189,https://support.mozilla.org/questions/1586189,Thunderbird wont send/receive emails,Have been successfully running Thunderbird for many years on Windows 10 on 2 different private computers. Within the last week both computers unable to send and receive messagees. BT E mail account is absolutely fine as can access it via webmail and via Android e mail app on my phone. Login details have not been changed. Have tried updating to 150.1 no joy. When trying to send a message we receive Send Message Error immediately but with no explanation as per attached image. ,,
2026-06-08 09:58,13d 10h,hartvanyi,https://support.mozilla.org/en-US/user/hartvanyi/,151.0.1,Windows 10,1586190,https://support.mozilla.org/questions/1586190,Postafióknál hitelesítési mód hiány,"Szép napot! Amnikor egy postafiókot szeretnék hozzáadni a Thunderbird-hez, nem kínálja fel az OAuth2 hitelesítési módszert. Az érintett változat: 151.0.1  Az előző 150-es változatban felkínálta.  Üdv,  Tamás ",,
2026-06-08 13:11,13d 6h,paul.kalaljr,https://support.mozilla.org/en-US/user/paul.kalaljr/,151.0.1 (64-bit),Windows 11,1586205,https://support.mozilla.org/questions/1586205,I recently had to change my email password and now Thunderbird is not sending/receiving any emails.,I was recently forced to change my gmail password. All of the help messages I found tell me that after I change my email password I have to save the new password to Thunderbird and I don't know where to save it. ,,
2026-06-08 13:37,13d 6h,komfortingatlaniroda,https://support.mozilla.org/en-US/user/komfortingatlaniroda/,151.0.1,Windows 11,1586206,https://support.mozilla.org/questions/1586206,Lefagy a program,"Üdvözlet ! A levelező elindul betölti az emaileket ,majd  az első kattintásra fent kiírja hogy nem válaszol és lefagy az egész . 1x már sikerült megoldani de nem találom azt a leírást. Nem segít a csökkentet mód indítás sem. ",,
2026-06-08 14:03,13d 5h,shibafriends,https://support.mozilla.org/en-US/user/shibafriends/,115.18.0 (64-bit),Windows 11,1586210,https://support.mozilla.org/questions/1586210,my thunderbird client 115.18.0 (64-bit) is very sluggish with Reagan.Com Mail but seems to work much faster with gmail and proton.,"When I highlight multiple messages for deletion;  it can take up to a minute to respond; when I am working with gmail or proton, the deletion is immediate.  When I am accessing Reagan with browser, the multiple deletions are also immediate.  Appears to definitely be a handoff issue. Suggestions?  I use Thunderbird on 2 win11 os and 2 linix mint 2.1 machines.  I only delete and store to local on one machine (win11) ver/build 23H2: 22631.6199. ",,
2026-06-08 16:06,13d 3h,sonali3,https://support.mozilla.org/en-US/user/sonali3/,140.11.1esr,Windows 11,1586238,https://support.mozilla.org/questions/1586238,Thunderbird is very glitchy and slow after the latest update - Thunderbird 140.11.1esr (20260522210329),"Thunderbird is very glitchy and slow after the latest update - Thunderbird 140.11.1esr (20260522210329) Especially, when I get a new email, Thunderbird stops responding for 5-10 seconds and then starts working. I am using Windows 11 ",,
2026-06-08 16:07,13d 3h,limasch,https://support.mozilla.org/en-US/user/limasch/,151.0.1,Windows 11,1586239,https://support.mozilla.org/questions/1586239,Problems by sending emails,"Hello, My Provider is vodafone. Since you updated Thunderbird, i can't send emails. This Problem exist since about 2 Month. Vodafone cant help me, because they said, it is your Problem. I need very quick help. I need emails for my business. Thanks ",,
2026-06-08 17:30,13d 2h,mikeavery304,https://support.mozilla.org/en-US/user/mikeavery304/,151.0.1 (64-bit),Windows 10,1586256,https://support.mozilla.org/questions/1586256,Thunderbird keeps asking via popup for mail server imap password for removed account,I added a new mail account and then after a week or so decided to remove it. But after removing it I kept getting a popup nag to enter a password for the removed account. ,,
2026-06-08 18:10,13d 1h,noceta,https://support.mozilla.org/en-US/user/noceta/,140.6.Oesr,Linux,1586260,https://support.mozilla.org/questions/1586260,thunderbird does not install my email account,"thunderbird refuses to connect with my email account. it says, either the name is wrong or the passwort, or the settings.  name and pssword is proofed, so its the settings. where can i find them, and what is to do ? ",,
2026-06-08 18:40,13d 1h,gexner,https://support.mozilla.org/en-US/user/gexner/,not sure,Windows 11,1586266,https://support.mozilla.org/questions/1586266,My email account is duplicated,My email account has been showing up in duplicate and I have lost my send emails Would be please to speak to someone to clear up issues  [edited phone# from community support forum] ,,
2026-06-08 18:49,13d 1h,RoadHazard,https://support.mozilla.org/en-US/user/RoadHazard/,151.0.1,Windows 11,1586268,https://support.mozilla.org/questions/1586268,When is spam not spam?,"Some mail in my spam folder is marked with the red flame spam icon, and some isn't. It's all spam -- that part is okay. Thunderbird has sorted everything correctly. But why wouldn't everything in the spam folder be marked as spam? ",,
