id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1451211,2024-07-01T00:06:39.423778Z,2024-07-01,en-US,troubleshooting,fix-problems;,bato.bolg,why thunderbird on apple chip use so many memory,https://support.mozilla.org/questions/1451211,,,,,,,,,0,false,,False,
1451212,2024-07-01T00:27:38.001777Z,2024-07-01,en-US,installation-and-updates,download-and-install_1;,Multicsfan,Thunderbird android does not accept thunderbird desktop settings,https://support.mozilla.org/questions/1451212,,,,,,,,,0,false,,False,
1451214,2024-07-01T01:33:06.692658Z,2024-07-01,it,other,other;needsinfo;,alessandro712000,nuovo indirizzo email creato e funzionante ma al restart di TB viene cancellato,https://support.mozilla.org/questions/1451214,,,,,,m:gmail,,,1,true,5.4,False,
1451218,2024-07-01T01:57:18.607647Z,2024-07-01,en-US,other,other;,LIPSCOMB_D,Email issues,https://support.mozilla.org/questions/1451218,,,,,,m:att,,,0,false,,False,
1451224,2024-07-01T05:29:37.219082Z,2024-07-01,en-US,troubleshooting,fix-problems;,njac0011,Error after last Update- Email Server timeout,https://support.mozilla.org/questions/1451224,,,,,,,proto:imap,av:norton,0,false,,False,
1451225,2024-07-01T05:40:01.501575Z,2024-07-01,en-US,other,other;,darmar4,Can't receive emails,https://support.mozilla.org/questions/1451225,,,,,,m:bigpond,,,0,false,,False,
1451229,2024-07-01T07:35:10.864154Z,2024-07-01,nl,troubleshooting,fix-problems;,jj.combee,Thunderbird opstarten,https://support.mozilla.org/questions/1451229,,,,,,,,,3,true,2.75,False,
1451230,2024-07-01T07:44:10.756594Z,2024-07-01,en-US,troubleshooting,fix-problems;,kdunn004,June 2024.   CAN'T SEND ON THUNDERBIRD,https://support.mozilla.org/questions/1451230,os:windows,,,,,m:spectrum,proto:smtp,av:defender,7,true,10.09,True,kdunn004
1451234,2024-07-01T10:57:53.949876Z,2024-07-01,en-US,privacy-and-security,privacy-and-security_1;,mastump317,Password use and storage,https://support.mozilla.org/questions/1451234,os:macos,,macos:mojave,,,m:gmail,,,3,true,13.42,False,
1451235,2024-07-01T11:19:14.484402Z,2024-07-01,en-US,troubleshooting,fix-problems;,billbrysland,Cannot send messages,https://support.mozilla.org/questions/1451235,,,,,,m:gmail;m:virginmedia,,,1,true,364.33,False,
1451236,2024-07-01T12:13:00.129804Z,2024-07-01,en-US,settings,customize;,newsletters2,"Font size set with layout.css.devPixelsPerPx to 12 - now giant fonts, cannot change it back",https://support.mozilla.org/questions/1451236,,,,,,,,,4,true,245.03,True,newsletters2
1451237,2024-07-01T12:25:19.655348Z,2024-07-01,nl,installation-and-updates,download-and-install_1;,renske2,Mail account installeren op iPhone/ iPad,https://support.mozilla.org/questions/1451237,,,,,,,,,3,true,0.04,False,
1451241,2024-07-01T14:07:02.723552Z,2024-07-01,en-US,other,other;,osctean,"folders disappear in thunderburd 115.12.2, do not matchsome folder layout as in xfinity",https://support.mozilla.org/questions/1451241,,,,,,m:comcast,,,0,false,,False,
1451242,2024-07-01T14:08:20.860247Z,2024-07-01,en-US,other,other;,chashusker,"I can't send any e-mails, can you help?",https://support.mozilla.org/questions/1451242,,,,,,,,,0,false,,False,
1451248,2024-07-01T15:18:06.824053Z,2024-07-01,en-US,other,other;,cfogri1,HTML link bug,https://support.mozilla.org/questions/1451248,,,,,,m:yahooemail;m:icloud,proto:smtp,,0,false,,False,
1451249,2024-07-01T15:40:54.949203Z,2024-07-01,en-US,troubleshooting,fix-problems;,schro.cat,Email from Microsoft to update Authentication to Oauth,https://support.mozilla.org/questions/1451249,,,,,,m:microsoftemail,proto:imap;proto:smtp;proto:pop;proto:oauth,,5,true,322.57,False,
1451250,2024-07-01T15:50:09.291205Z,2024-07-01,en-US,other,other;,stevecrowther,iOS IMAP Notes,https://support.mozilla.org/questions/1451250,,,,,,,proto:imap,,0,false,,False,
