id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1482587,2025-01-01T02:38:48.047684Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,gashoseselma,email,https://support.mozilla.org/questions/1482587,,,,,,,proto:pop,,1,true,5.08,False,
1482597,2025-01-01T04:20:14.260536Z,2025-01-01,en-US,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,peporter,slow loading and responding,https://support.mozilla.org/questions/1482597,os:windows,,,,,,,,1,true,16.65,False,
1482598,2025-01-01T04:31:57.360424Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,jake591,don't get new emails on thunderbird,https://support.mozilla.org/questions/1482598,,,,,,,,,1,false,,True,jake591
1482618,2025-01-01T07:57:54.505730Z,2025-01-01,en-US,send-and-receive-email,thunderbird;needsinfo;send-and-receive-email;,loic.gitton974,telechargement mail a chaque ouverture de Thunderbird,https://support.mozilla.org/questions/1482618,,,,,,,,,3,true,0.77,False,
1482625,2025-01-01T08:43:48.214290Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,jonoandvicki,Cannot send emails.  Client Host Rejected,https://support.mozilla.org/questions/1482625,,,,,,,,,3,true,0.05,False,
1482630,2025-01-01T09:23:01.546357Z,2025-01-01,en-US,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,player3,Email posts are delete,https://support.mozilla.org/questions/1482630,,,,,,,,,0,false,,False,
1482633,2025-01-01T09:49:56.980447Z,2025-01-01,en-US,contacts,thunderbird;contacts;,alan.macleay,How to move my Address Book from Drive C: to Drive D:,https://support.mozilla.org/questions/1482633,,,,,,,,,81,true,0.09,False,
1482634,2025-01-01T09:54:03.539512Z,2025-01-01,en-US,app-crash,thunderbird;app-crash;,juscha41,Thunderbird anmelden,https://support.mozilla.org/questions/1482634,,,,,,,,,1,true,10.13,False,
1482636,2025-01-01T10:01:44.890274Z,2025-01-01,tr,send-and-receive-email,thunderbird;send-and-receive-email;,hitman_coco,Thunderbird mail kaybolması,https://support.mozilla.org/questions/1482636,,,,,,,,,1,true,3.71,False,
1482638,2025-01-01T10:22:27.787471Z,2025-01-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,w.h.dejong,goedemorgen. Wanneer ik een ontvangen bericht doorstuur dan blijft dat bericht niet in mijn inbox staan ? Hoe kan ik ins,https://support.mozilla.org/questions/1482638,,,,,,,,,1,true,25.73,False,
1482640,2025-01-01T10:34:02.043193Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,bordeauxrouge,insert lien without image,https://support.mozilla.org/questions/1482640,,,,,,,,,2,true,7.3,True,sfhowes
1482641,2025-01-01T10:36:57.051238Z,2025-01-01,en-US,calendar,thunderbird;calendar;,P38eagle,calendar,https://support.mozilla.org/questions/1482641,,,,,m:microsoftemail,,,,5,true,1.44,False,
1482642,2025-01-01T10:47:17.620623Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,irshadrana,thunderbird email,https://support.mozilla.org/questions/1482642,,,,,,,,,1,true,3.96,False,
1482643,2025-01-01T10:56:59.863009Z,2025-01-01,en-US,import-and-export-email,thunderbird;import-and-export-email;,filmona,Changed e-mail provider and now can't access old emails,https://support.mozilla.org/questions/1482643,,,,,,,proto:imap;proto:smtp,,1,true,2.9,False,
1482647,2025-01-01T11:30:40.922905Z,2025-01-01,en-US,extensions,thunderbird;extensions;,philipkassanis,Thunderbird with exchange email account - email content wiped,https://support.mozilla.org/questions/1482647,os:windows,,,,m:microsoftemail,,,,0,false,,False,
1482651,2025-01-01T12:08:42.523967Z,2025-01-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,e.brunt,email verzenden met Thunderbird,https://support.mozilla.org/questions/1482651,os:windows,,,,,,proto:smtp,,1,true,24.0,False,
1482660,2025-01-01T13:17:06.535707Z,2025-01-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,jd.fleming,E-Mail problem,https://support.mozilla.org/questions/1482660,,,,,,,,,2,true,6.99,False,
1482671,2025-01-01T15:29:03.185012Z,2025-01-01,en-US,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,Sunnygal,"My Thunderbird is a total disaster, have used for many years but the updates have killed it. Can't search, hate the thre",https://support.mozilla.org/questions/1482671,,,,,,,,,21,true,1.56,False,
1482679,2025-01-01T15:59:47.851428Z,2025-01-01,en-US,events,thunderbird;events;,P38eagle,Import iCalendar file seems stuck,https://support.mozilla.org/questions/1482679,,,,,m:microsoftemail,,,,0,false,,False,
1482688,2025-01-01T17:32:37.649827Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,hessonnhoj,Thunderbird dropping some messages from gmail.com,https://support.mozilla.org/questions/1482688,,,,,m:gmail,,,,2,true,111.68,False,
1482690,2025-01-01T17:38:22.257800Z,2025-01-01,en-US,import-and-export-email,thunderbird;import-and-export-email;,jean-pierre.poullain,Thunderbird -Suppression des  messages,https://support.mozilla.org/questions/1482690,,,,,,,,,1,true,2.12,False,
1482691,2025-01-01T17:47:30.110899Z,2025-01-01,en-US,account-management,thunderbird;account-management;,michonpatrick,"Problème mot de passe mail, et confusion des comptes",https://support.mozilla.org/questions/1482691,,,,,,,,,1,true,1.2,False,
1482695,2025-01-01T18:05:37.011349Z,2025-01-01,en-US,attachments,thunderbird;attachments;,o.blates,"Attached file has ""disallowed extension"" -- New Year changes something somewhere",https://support.mozilla.org/questions/1482695,,,,,,,,av:norton,2,true,0.82,False,
1482704,2025-01-01T19:07:48.815017Z,2025-01-01,en-US,customization,thunderbird;customization;,ronniebolling,Text size when reading or composing messages,https://support.mozilla.org/questions/1482704,,,,,,,,,0,false,,False,
1482705,2025-01-01T19:08:45.760371Z,2025-01-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,albion2,"kan mailbericht niet openen, verwijderen of verplaatsen",https://support.mozilla.org/questions/1482705,,,,,,,,,2,true,18.13,True,albion2
1482708,2025-01-01T19:18:04.346830Z,2025-01-01,en-US,attachments,thunderbird;attachments;,carjul6,Problem sending .eml attachment,https://support.mozilla.org/questions/1482708,,,,,,,,,4,true,0.86,False,
1482714,2025-01-01T19:50:01.988591Z,2025-01-01,en-US,passwords-and-sign-in,thunderbird;needsinfo;passwords-and-sign-in;,theparnassus,passwords,https://support.mozilla.org/questions/1482714,,,,,m:yahooemail,,,,2,true,0.18,False,
1482719,2025-01-01T20:01:06.762180Z,2025-01-01,en-US,customization,thunderbird;customization;,budavary,How can I disable thunderbird from changing my custom html code?,https://support.mozilla.org/questions/1482719,,,,,,,,,8,true,0.12,False,
1482720,2025-01-01T20:12:18.822844Z,2025-01-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,marvinmeow,Not getting new emails,https://support.mozilla.org/questions/1482720,,,,,m:yahooemail,,,,0,false,,False,
1482721,2025-01-01T20:17:10.271093Z,2025-01-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,morey4567,"HI, how do I get my email a back that I lost yesterday?",https://support.mozilla.org/questions/1482721,,,,,,,,,0,false,,False,
1482727,2025-01-01T20:32:23.247715Z,2025-01-01,it,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,hotlancelot,password,https://support.mozilla.org/questions/1482727,,,,,,,,,2,true,10.87,False,
1482735,2025-01-01T21:48:26.002511Z,2025-01-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,rick_hughes,Stop daily emails from a company,https://support.mozilla.org/questions/1482735,,,,,,,,,3,true,9.64,True,rick_hughes
1482739,2025-01-01T22:11:11.137951Z,2025-01-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,jcoeberg,verzenden emails in thunderbird stokt,https://support.mozilla.org/questions/1482739,,,,,,,proto:smtp,,1,true,14.02,False,
