id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1401059,2023-01-01T02:21:46Z,2023-01-01,en-US,troubleshooting,fix-problems;,tichmann,"No Mails visible in any folder/ hitting ""properties "" and ""repair folder"" makes it visible in one folder. Repeating the ",https://support.mozilla.org/questions/1401059,,,,,,,proto:pop,,5,true,7.97,False,
1401060,2023-01-01T03:41:54Z,2023-01-01,en-US,privacy-and-security,privacy-and-security_1;,kombuchabaer,Thunderbird can´t send SMTP,https://support.mozilla.org/questions/1401060,os:windows,,,,m:gmail;m:gmx,,proto:smtp,av:avast,3,true,5.11,False,
1401063,2023-01-01T05:24:31Z,2023-01-01,en-US,other,other;,lavanyadeepak,Regarding Folder Compaction,https://support.mozilla.org/questions/1401063,,,,,,,,,1,true,4.5,False,
1401064,2023-01-01T05:28:32Z,2023-01-01,en-US,troubleshooting,fix-problems;,TonyWoolf,No IMAP folders except inbox and deleted (Linux),https://support.mozilla.org/questions/1401064,os:linux,,,,,,proto:imap,,2,true,1.37,False,
1401069,2023-01-01T07:05:27Z,2023-01-01,en-US,other,other;,,Can send email but cant receive email,https://support.mozilla.org/questions/1401069,,,,,,,,,1,true,3.31,False,
1401073,2023-01-01T09:26:18Z,2023-01-01,en-US,other,other;,,Message Reply not saved in Sent folder,https://support.mozilla.org/questions/1401073,,,,,,,,,4,true,0.14,True,
1401076,2023-01-01T09:58:52Z,2023-01-01,en-US,other,other;,,Thunderbird Font Sizes,https://support.mozilla.org/questions/1401076,,,,,,,,,4,true,1.03,False,
1401078,2023-01-01T10:14:09Z,2023-01-01,en-US,other,other;,hborchids,How to clean up Thunderbird and Eliminate Unnecessary Files,https://support.mozilla.org/questions/1401078,,,,,,,,,3,true,16.2,False,
1401080,2023-01-01T10:25:31Z,2023-01-01,en-US,other,other;,ag3,not downloading email,https://support.mozilla.org/questions/1401080,,,,,,,,,1,true,14.49,False,
1401081,2023-01-01T10:33:28Z,2023-01-01,en-US,troubleshooting,fix-problems;,HankFriedman,unable to write the email to the mailbox in Thunderbird,https://support.mozilla.org/questions/1401081,,,,,,,,,12,true,15.05,False,
1401089,2023-01-01T11:25:06Z,2023-01-01,en-US,other,other;,GHUTTON446,hard time seeing,https://support.mozilla.org/questions/1401089,,,,,,,,,1,true,1.35,False,
1401092,2023-01-01T11:56:47Z,2023-01-01,en-US,other,other;,johnb.acad,Unarchive messages,https://support.mozilla.org/questions/1401092,,,,,,,,,8,true,0.22,False,
1401093,2023-01-01T11:59:48Z,2023-01-01,en-US,other,other;,johnb.acad,Put on Troubleshoot moding and now it does not go off.,https://support.mozilla.org/questions/1401093,,,,,,,,,3,true,0.1,True,christ1
