id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,feature,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1533048,2025-09-01T14:23:14.266230Z,2025-09-01,en-US,install,thunderbird-android;install;,janbmwrs,Kan Thunderbird niet installeren,https://support.mozilla.org/questions/1533048,os:android,Android 13 Ulefone armor x12 pro,,,,,,,,1,true,601.64,False,
1533049,2025-09-01T14:27:55.580455Z,2025-09-01,en-US,install,thunderbird-android;install;,janbmwrs,Kan Thunderbird niet installeren,https://support.mozilla.org/questions/1533049,os:android,Android 13 Ulefone armor x12 pro,,,,,,,,0,false,,False,
1533061,2025-09-01T15:16:04.109291Z,2025-09-01,en-US,calendar,android;calendar;thunderbird-android;,r.holze,Thunderbird,https://support.mozilla.org/questions/1533061,os:android,Android,,,,,,,,1,true,600.72,False,
1533099,2025-09-01T19:03:23.375456Z,2025-09-01,en-US,contacts,thunderbird-android;contacts;,raknauff,Address books,https://support.mozilla.org/questions/1533099,,,,,,,feat:addressbook,,,0,false,,False,
1533224,2025-09-02T10:15:45.008287Z,2025-09-02,en-US,account-management,android;thunderbird-android;account-management;,info3697,benutzerkonten,https://support.mozilla.org/questions/1533224,os:android,Android,,,,,,,,0,false,,False,
1533474,2025-09-03T16:04:48.988770Z,2025-09-03,en-US,install,thunderbird-android;install;,mawfoster,wont download from google playstore,https://support.mozilla.org/questions/1533474,,,,,,,,,,2,true,31.2,False,
1533501,2025-09-03T18:01:55.275105Z,2025-09-03,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,DMan,retrieving messages from other folders than the inbox,https://support.mozilla.org/questions/1533501,os:android,Android version 13,,,,m:onecom,,proto:imap,,1,true,674.4,False,
1533514,2025-09-03T19:32:41.686884Z,2025-09-03,en-US,account-management,thunderbird-android;account-management;,ndalliard,where can I find avatars in account settings?,https://support.mozilla.org/questions/1533514,,,,,,,,,,2,true,536.02,True,wsmwk
1533770,2025-09-04T23:16:02.489426Z,2025-09-04,en-US,accessibility,accessibility;thunderbird-android;,lnoland,"thunderbird mobile, and mail provider insists on only supporting tls 1.0",https://support.mozilla.org/questions/1533770,,,,,,m:gmail,,,,2,true,508.22,False,
1533832,2025-09-05T08:08:28.920754Z,2025-09-05,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,zurexx,Signature in a message with images,https://support.mozilla.org/questions/1533832,os:android,Android,,,,,feat:signature,,,0,false,,False,
1533850,2025-09-05T10:19:17.582182Z,2025-09-05,en-US,accessibility,accessibility;thunderbird-android;,vassilond,Adding bold/ italic/ underline when composing a new mail in Thunderbird for Android,https://support.mozilla.org/questions/1533850,,,,,,,,,,0,false,,False,
1533939,2025-09-05T20:42:37.206955Z,2025-09-05,en-US,customization,customization;thunderbird-android;,sin.pecado,How can I set up Thunderbird mobile to display all emails in a threaded conversation view,https://support.mozilla.org/questions/1533939,os:android,Android 16,,,,,,,,0,false,,False,
1534179,2025-09-07T04:20:02.949533Z,2025-09-07,en-US,app-crash,thunderbird-android;app-crash;,kevin275,K-9 mail crashes after update,https://support.mozilla.org/questions/1534179,os:android,"CalyxOS 6.10.20, android 15",,,,,,,,4,true,1.7,True,wsmwk
1534287,2025-09-07T20:46:44.806619Z,2025-09-07,en-US,import-and-export-email,android;thunderbird-android;import-and-export-email;,yigitkilic746,In thunderbird mobile app (android) printing e-mails as pdf are not avaible,https://support.mozilla.org/questions/1534287,os:android,Android,,,,,feat:printing,,,0,false,,False,
1534397,2025-09-08T12:52:00.052204Z,2025-09-08,en-US,connectivity,thunderbird-android;connectivity;,sven_gosslau,Mails in IMAP subfolders do not show up,https://support.mozilla.org/questions/1534397,os:android,Android 13,,,,,,proto:imap,,5,true,252.27,True,wsmwk
1534514,2025-09-08T21:24:44.508241Z,2025-09-08,en-US,performance-and-connectivity,android;performance-and-connectivity;thunderbird-android;,forpeterssake,Last subfolder blocked by interface bottons on Android 16,https://support.mozilla.org/questions/1534514,os:android,Android,,,,,,,,1,true,423.02,False,
1534547,2025-09-09T01:15:13.017125Z,2025-09-09,en-US,customization,android;customization;thunderbird-android;,spartanhooah,What happened to folders under the unified inbox?,https://support.mozilla.org/questions/1534547,os:android,Android,,,,,,,,6,true,997.68,False,
1534703,2025-09-09T19:07:53.165257Z,2025-09-09,en-US,passwords-and-sign-in,android;passwords-and-sign-in;thunderbird-android;,bnofficial197,Manually use password to login,https://support.mozilla.org/questions/1534703,os:android,Android,,,,,,,,1,true,392.26,False,
1534748,2025-09-10T01:49:29.605088Z,2025-09-10,en-US,account-management,android;thunderbird-android;account-management;,delusional.panda,re: rearranging the order of mail accounts,https://support.mozilla.org/questions/1534748,os:android,Android,,,,,,,,1,true,130.49,False,
1534840,2025-09-10T13:54:37.914593Z,2025-09-10,en-US,attachments,android;thunderbird-android;attachments;,avb1,Thunderbird 10.1 on Android,https://support.mozilla.org/questions/1534840,os:android,android,,,,,,,,1,true,961.01,False,
1534916,2025-09-10T21:24:18.805375Z,2025-09-10,en-US,reset-passwords,android;thunderbird-android;reset-passwords;,suzana.darosa,Forgot Password,https://support.mozilla.org/questions/1534916,os:android,Android,,,,,,,,2,true,110.97,False,
1535114,2025-09-11T18:00:00.246977Z,2025-09-11,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,NintyS,Can load sensed mails,https://support.mozilla.org/questions/1535114,os:android,Android,,,,m:gmail,,,,0,false,,False,
1535237,2025-09-12T10:19:42.112873Z,2025-09-12,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,henrik1.engel,Wie kann ich bei der App auf meinem Smartphon den Posteingang einstellen,https://support.mozilla.org/questions/1535237,os:other,Androit,,,,,,,,0,false,,False,
1535238,2025-09-12T10:19:49.311835Z,2025-09-12,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,henrik1.engel,Wie kann ich bei der App auf meinem Smartphon den Posteingang einstellen,https://support.mozilla.org/questions/1535238,os:other,Androit,,,,,,,,1,true,1624.38,False,
1535265,2025-09-12T12:57:40.321411Z,2025-09-12,en-US,contacts,android;thunderbird-android;contacts;,jgr3,Thunderbird App Adressbook,https://support.mozilla.org/questions/1535265,os:android,Android,,,,,,,,1,true,71.68,False,
1535348,2025-09-12T19:25:36.861109Z,2025-09-12,en-US,customization,customization;thunderbird-android;,shawn..,how to turn off bell notification dot?,https://support.mozilla.org/questions/1535348,os:android,Android 16,,,,m:bell,feat:notifications,,,3,true,64.62,True,Yu5tiqX9og
1535448,2025-09-13T11:29:19.114330Z,2025-09-13,en-US,settings,settings;thunderbird-android;,atsheridanjr,Block senders on Android,https://support.mozilla.org/questions/1535448,,,,,,,,,,1,true,1599.52,False,
1535451,2025-09-13T12:19:57.521701Z,2025-09-13,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,contact780,Idea for push notifications on mobile devices,https://support.mozilla.org/questions/1535451,,,,,,,feat:notifications,,,1,true,303.05,False,
1535567,2025-09-14T02:29:57.096026Z,2025-09-14,en-US,import-and-export-email,android;thunderbird-android;import-and-export-email;,dfbgn2,Local navigation using tb for android,https://support.mozilla.org/questions/1535567,os:android,Android,,,,,,,,2,true,6.2,False,
1535678,2025-09-14T20:26:56.404080Z,2025-09-14,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,tr463rsb2,Sent folder not updating,https://support.mozilla.org/questions/1535678,os:android,Android,,,,,,,,1,true,858.43,False,
1535689,2025-09-14T22:13:36.290269Z,2025-09-14,it,attachments,android;thunderbird-android;attachments;firefox-1420;,jack.rabo,Can't attach file,https://support.mozilla.org/questions/1535689,os:android,Android,,,,m:gmail;m:microsoftemail,feat:attachments,,,0,false,,False,
1535741,2025-09-15T06:32:33.076772Z,2025-09-15,it,account-management,windows-10;thunderbird-android;account-management;,battilanadonato,Secondo account,https://support.mozilla.org/questions/1535741,os:windows,Windows 10,,,,,,,,0,false,,False,
1535761,2025-09-15T09:20:36.133245Z,2025-09-15,en-US,customization,customization;thunderbird-android;,Tombarkas,"Text of some emails tiny in Thunderbird for Android, but not in Outlook",https://support.mozilla.org/questions/1535761,,,,,,m:microsoftemail,,,,1,false,,True,Tombarkas
1535910,2025-09-15T22:21:49.393774Z,2025-09-15,en-US,accounts,accounts;thunderbird-android;,redacted@f2s.com,I get into my emails using the icon on my PC.  Now I am asked (for my new vodaphone) for my email password.  Where do I ,https://support.mozilla.org/questions/1535910,,,,,,,,,,0,false,,False,
1535949,2025-09-16T03:38:03.831534Z,2025-09-16,en-US,accounts,accounts;thunderbird-android;,max221,Thunderbird for android sent email,https://support.mozilla.org/questions/1535949,,,,,,m:protonmail,,,,0,false,,False,
1536000,2025-09-16T09:25:19.666991Z,2025-09-16,en-US,account-management,thunderbird-android;account-management;,byruda1,"Thunderbird-Android cannot locate where in account settings I can set ""Leave Messages on Server""",https://support.mozilla.org/questions/1536000,os:linux,,,,,,,proto:pop,,1,true,4.92,False,
1536020,2025-09-16T11:03:35.303535Z,2025-09-16,en-US,app-crash,android;thunderbird-android;app-crash;,willem.oudyk,Thunderbird mobile- andriod,https://support.mozilla.org/questions/1536020,os:android,Android,,,,,,,,1,true,819.81,False,
1536108,2025-09-16T18:50:58.293652Z,2025-09-16,en-US,import-and-export-settings,windows-11;thunderbird-android;import-and-export-settings;,wottanandroid,"Import Thunderbird PC to Thunderbird Mobile, via QR failure",https://support.mozilla.org/questions/1536108,os:windows,Windows 11,,,,,feat:import_export,,,2,true,1534.62,False,
1536166,2025-09-17T04:17:03.485899Z,2025-09-17,en-US,customization,android;customization;thunderbird-android;,jamie872,Number of downloaded messages.,https://support.mozilla.org/questions/1536166,os:android,Android,,,,,,,,0,false,,False,
1536206,2025-09-17T08:09:13.290068Z,2025-09-17,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,DanOpcode,"The ""To"" adress is wrong",https://support.mozilla.org/questions/1536206,os:android,Android,,,,,,,,0,false,,False,
1536234,2025-09-17T10:53:09.637000Z,2025-09-17,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,klaus79,cannot read content of folder in v12 and v13B1,https://support.mozilla.org/questions/1536234,os:android,android latest,,,,,,,,2,true,221.08,True,wsmwk
1536449,2025-09-18T10:00:08.086979Z,2025-09-18,en-US,customization,android;customization;thunderbird-android;,mikenugent3,Automatically show remote images,https://support.mozilla.org/questions/1536449,os:android,Android,,,,,,,,3,true,2.56,False,
1536563,2025-09-18T20:32:16.057427Z,2025-09-18,en-US,email-and-messaging,needsinfo;email-and-messaging;thunderbird-android;,sy4u,Thunderbird Mobile,https://support.mozilla.org/questions/1536563,,,,,,,,,,3,true,0.53,False,
1536654,2025-09-19T06:52:18.947394Z,2025-09-19,en-US,events,windows-11;thunderbird-android;events;,stefanjan,Convert email to event or task,https://support.mozilla.org/questions/1536654,os:windows,Windows 11,,,,,,,,2,true,147.92,False,
1536724,2025-09-19T14:00:51.598744Z,2025-09-19,en-US,passwords-and-sign-in,android;passwords-and-sign-in;thunderbird-android;,mw33,Password problem,https://support.mozilla.org/questions/1536724,os:android,Android,,,,,,,,1,true,169.88,False,
1536806,2025-09-19T20:57:10.129184Z,2025-09-19,it,send-and-receive-email,thunderbird-android;send-and-receive-email;,Gambalunga,mpossibile inviare alcuni messaggi IllegalStateException: No outbox_state,https://support.mozilla.org/questions/1536806,,,,,,,,proto:smtp,,1,false,,False,
1536869,2025-09-20T06:12:16.732000Z,2025-09-20,nl,tags,thunderbird-android;tags;,Linuxrules,how can I delete this question please?,https://support.mozilla.org/questions/1536869,,,,,,,,,,1,false,,False,
1537061,2025-09-21T07:19:43.182258Z,2025-09-21,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,emailbox329,Sent emails remain stuck in the outbox,https://support.mozilla.org/questions/1537061,os:android,Android,,,,,,,,1,true,90.1,False,
1537217,2025-09-22T05:19:16.961891Z,2025-09-22,en-US,search,android;thunderbird-android;search;,mharrisonjarrett,Location of emails within search results,https://support.mozilla.org/questions/1537217,os:android,Android,,,,,feat:search,,,1,true,77.41,False,
1537303,2025-09-22T15:39:02.821088Z,2025-09-22,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,petedct,Moveing email from Trash in POP,https://support.mozilla.org/questions/1537303,os:android,Android,,,,,,proto:imap;proto:pop,,1,false,,False,
1537366,2025-09-22T20:14:39.599585Z,2025-09-22,en-US,connectivity,android;thunderbird-android;connectivity;,msaedwards2021,"""User Authenticated But Not Connected"" Error",https://support.mozilla.org/questions/1537366,os:android,Android,,,,m:microsoftemail,,,,2,true,40.13,False,
1537544,2025-09-23T17:10:25.210326Z,2025-09-23,en-US,customization,customization;thunderbird-android;,jdennis71,No option to move deleted message to folder,https://support.mozilla.org/questions/1537544,,,,,,,,proto:imap,,0,false,,False,
1537610,2025-09-23T23:35:33.133588Z,2025-09-23,en-US,account-management,android;thunderbird-android;account-management;,louie.moffett,"I can't sign into my Proton mail account via Thunderbird for Android - ""Checking incoming server settings failed""",https://support.mozilla.org/questions/1537610,os:android,Android,,,,,,,,2,true,33.89,False,
1537810,2025-09-25T05:16:28.866923Z,2025-09-25,it,attachments,android;thunderbird-android;attachments;firefox-1430;,andrea.cuceli,Inoltrare più di un mail come allegati,https://support.mozilla.org/questions/1537810,os:android,Android,,,,,feat:attachments,,,0,false,,False,
