id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1414752,2023-06-01T00:19:16Z,2023-06-01,it,troubleshooting,fix-problems;,,mail inviate sparite,https://support.mozilla.org/questions/1414752,,,,,,,proto:imap,,1,true,0.62,False,
1414754,2023-06-01T01:11:56Z,2023-06-01,en-US,other,other;,rbeaton026,Address books,https://support.mozilla.org/questions/1414754,,,,,,,,,1,true,20.15,False,
1414755,2023-06-01T01:12:00Z,2023-06-01,en-US,calendar,calendar;,jlrb,synchronize tb calendar with mac desktop calendar app,https://support.mozilla.org/questions/1414755,,,,,,,,,1,true,77.52,False,
1414757,2023-06-01T01:30:09Z,2023-06-01,en-US,installation-and-updates,download-and-install_1;,faure212,Where should I put MsgFilterRules.dat in TB 102?,https://support.mozilla.org/questions/1414757,os:linux,,,,,,,,3,true,2.18,False,
1414759,2023-06-01T01:59:26Z,2023-06-01,en-US,other,other;,erich.oberholzer,message has lines too long for transport,https://support.mozilla.org/questions/1414759,,,,,,,,,0,false,,False,
1414762,2023-06-01T02:46:59Z,2023-06-01,en-US,installation-and-updates,download-and-install_1;,brig1,"My emails have stopped downloading to my laptop and Thunderbird is stuck on ""checking mail server capabilities"", but I c",https://support.mozilla.org/questions/1414762,,,,,,,,,0,false,,False,
1414764,2023-06-01T03:05:39Z,2023-06-01,en-US,other,other;,btcwinds,Refusal on a regular basis to connect to the mail server upon opening the program...regularly requiring entire system re,https://support.mozilla.org/questions/1414764,,,,,,,,,1,true,928.71,False,
1414765,2023-06-01T03:13:29Z,2023-06-01,en-US,other,other;,peterw.wade,Loss of all entries in Inbox,https://support.mozilla.org/questions/1414765,,,,,,,,,0,false,,False,
1414768,2023-06-01T04:05:53Z,2023-06-01,en-US,other,other;,rod.willmott,Changes/Updates,https://support.mozilla.org/questions/1414768,,,,,,,,,1,true,2.04,False,
1414774,2023-06-01T05:35:42Z,2023-06-01,en-US,installation-and-updates,download-and-install_1;,,Thunderbird upgrade (supernova?) address book lost,https://support.mozilla.org/questions/1414774,,,,,,,,,1,true,0.87,False,
