id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1563325,2026-02-01T03:38:21.963810Z,2026-02-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;,victor.J,Outgoing emails not saving to Send folder,https://support.mozilla.org/questions/1563325,os:windows,Windows 10,,,,,proto:imap;proto:smtp;proto:pop,,4,true,9.19,False,
1563336,2026-02-01T07:57:26.673836Z,2026-02-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,Xenu,"How to undo ""Run Spam Controls on Folder""",https://support.mozilla.org/questions/1563336,,,,,,,,,2,true,2.82,True,christ1
1563343,2026-02-01T09:10:09.622077Z,2026-02-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;,liormic,Getting new messages,https://support.mozilla.org/questions/1563343,os:windows,Windows 10,,,,m:yahooemail,,,1,true,9.11,False,
1563344,2026-02-01T09:11:56.448356Z,2026-02-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,chipmess,Junk mail,https://support.mozilla.org/questions/1563344,os:other,LMDE 6 Faye,,,,m:microsoftemail,,,1,true,85.11,False,
1563357,2026-02-01T12:05:49.368358Z,2026-02-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,michael.royce,Sent folder,https://support.mozilla.org/questions/1563357,os:windows,Windows 11 DeskTop.,,,,,,,1,true,0.58,False,
1563358,2026-02-01T12:19:41.573108Z,2026-02-01,en-US,import-and-export-email,thunderbird;import-and-export-email;,johnmlovell,Copy mail,https://support.mozilla.org/questions/1563358,,,,,,,,,4,true,0.31,False,
1563370,2026-02-01T14:17:58.965307Z,2026-02-01,en-US,crashing-and-slow-performance,mac-os;thunderbird;crashing-and-slow-performance;,robcabo-web,"Delete multiple messages and then can't read any others, have you noticed?",https://support.mozilla.org/questions/1563370,os:macos,Mac OS,,,,,,,2,true,6.03,True,Mapenzi
1563377,2026-02-01T14:55:21.347423Z,2026-02-01,en-US,customization,thunderbird;customization;windows-11;,Rickz,How can I get TB to read mail from local file instead of always going to the server?,https://support.mozilla.org/questions/1563377,os:windows,windows 11,,,,,,,0,false,,False,
1563381,2026-02-01T15:12:16.117296Z,2026-02-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,Kemet,sending messages,https://support.mozilla.org/questions/1563381,os:macos,"Mac, Tahoe 26.2",,,,,proto:smtp,,1,true,2.83,True,davidsk
1563387,2026-02-01T15:45:13.265820Z,2026-02-01,en-US,junk-mail-and-spam,thunderbird;windows-10;junk-mail-and-spam;,joseph-rowland,Junk email,https://support.mozilla.org/questions/1563387,os:windows,Windows 10,,,,,,,8,true,2.23,True,davidsk
1563389,2026-02-01T15:49:47.541805Z,2026-02-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,murdock312,Thunderbird not Working correctly anymore,https://support.mozilla.org/questions/1563389,,,,,,,,,1,false,,False,
1563402,2026-02-01T17:07:07.796907Z,2026-02-01,en-US,connectivity,thunderbird;connectivity;,user4574,Time Out Erro,https://support.mozilla.org/questions/1563402,os:windows,Window 11,,,,m:gmail;m:yahooemail,,,0,false,,False,
1563404,2026-02-01T17:10:45.779403Z,2026-02-01,en-US,contacts,thunderbird;contacts;,h2ofaull,Accidentally  deleted  my Thunderbird  Address Book,https://support.mozilla.org/questions/1563404,os:windows,windows  10,,,,,,,2,true,0.69,False,
1563412,2026-02-01T17:51:03.592556Z,2026-02-01,en-US,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,stephen.driver,Sending email has problem with using SMTP password during a session,https://support.mozilla.org/questions/1563412,os:windows,Windows 11,,,,,proto:smtp,,0,false,,False,
1563418,2026-02-01T18:18:22.787230Z,2026-02-01,en-US,import-and-export-email,thunderbird;windows-11;import-and-export-email;,dubbls,folder,https://support.mozilla.org/questions/1563418,os:windows,Windows 11,,,,,,,32,true,0.14,False,
1563427,2026-02-01T18:40:52.407084Z,2026-02-01,en-US,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,ajpapics,Demande de mot de passe soudain pour une adresse orange,https://support.mozilla.org/questions/1563427,os:windows,Windows 10 Professionel version 22H2 installé le 16/03/2023 build 19045.6466,,,,m:gmail;m:orange,,,6,true,3.48,True,ajpapics
1563431,2026-02-01T19:20:11.485742Z,2026-02-01,en-US,email-and-messaging,thunderbird;windows-11;email-and-messaging;,guyrobinggl,COMMANDE INSERER ET ENREGISTRER,https://support.mozilla.org/questions/1563431,os:windows,Windows 11,,,,,,,1,true,1.87,False,
1563435,2026-02-01T20:10:15.872416Z,2026-02-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,mhtracy,How do I restore the send button on my email program?,https://support.mozilla.org/questions/1563435,os:other,new Dell PC,,,,,,,3,true,0.34,False,
1563439,2026-02-01T20:23:06.638481Z,2026-02-01,en-US,performance-and-connectivity,thunderbird;windows-11;performance-and-connectivity;,sally36,Thunderbird will not open after 01/20/26 Windows update,https://support.mozilla.org/questions/1563439,os:windows,Windows 11,,,,,,,0,false,,False,
1563441,2026-02-01T20:25:42.692823Z,2026-02-01,en-US,import-and-export-email,thunderbird;needsinfo;import-and-export-email;,Cirio1,Folders missing after installing TB on new W11 computer,https://support.mozilla.org/questions/1563441,,,,,,,proto:pop,,3,true,0.53,False,
