id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1579443,2026-05-01T09:57:25.728025Z,2026-05-01,en-US,connectivity,android;thunderbird-android;connectivity;,Kilgetty,Push works intermittently,https://support.mozilla.org/questions/1579443,os:android,Android,,18.0,,,,,1.0,true,78.86,True,platform34
1579451,2026-05-01T11:13:55.586768Z,2026-05-01,en-US,security,android;thunderbird-android;security;,Pablo-Sama,Firefox relay integration with Thunderbird,https://support.mozilla.org/questions/1579451,os:android,Android,,18.0,,,,,1.0,true,77.31,True,platform34
1579466,2026-05-01T13:10:24.324216Z,2026-05-01,en-US,performance-and-connectivity,windows-11;performance-and-connectivity;thunderbird-android;,juangato,How can I synch my address book on my laptop with a Moto G 2025 phone?,https://support.mozilla.org/questions/1579466,os:windows,Windows 11,,version 18.0,,,,,1.0,true,107.59,False,
1579506,2026-05-01T19:02:19.634291Z,2026-05-01,en-US,accessibility,accessibility;android;thunderbird-android;,spyrospotamianos2,Unreadable characters,https://support.mozilla.org/questions/1579506,os:android,Android,,Thunderbird v18.0,,,,,0.0,false,,False,
1579537,2026-05-01T22:56:44.528222Z,2026-05-01,en-US,passwords-and-sign-in,android;passwords-and-sign-in;thunderbird-android;,enarrais,Erro with Hotmail,https://support.mozilla.org/questions/1579537,os:android,Android,,Latest,,m:microsoftemail,,,0.0,false,,False,
1580069,2026-05-05T12:08:45.668765Z,2026-05-05,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,boonevillephil,Notifications not always cleared when opening inbox,https://support.mozilla.org/questions/1580069,os:android,Android,,18.0,,,,,1.0,true,79.93,False,
1580136,2026-05-05T17:11:52.528254Z,2026-05-05,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,wicky_1,kann kein englisch    mail   funktioniert nicht  kann nichts  senden,https://support.mozilla.org/questions/1580136,,,,weiss ich nicht.,,,,,1.0,true,0.58,False,
1580163,2026-05-05T19:18:09.845355Z,2026-05-05,en-US,account-management,thunderbird-android;account-management;thunderbird-14010;thunderbird-140101;,Wilsonians,Can't get android email to work for pop3 account on Samsung A57 after copying my settings from Thunderbird desktop,https://support.mozilla.org/questions/1580163,os:windows,Windows 10 (until I can't),,140.10.1,140,m:microsoftemail,proto:pop,,1.0,true,0.58,False,
1580286,2026-05-06T13:59:49.535415Z,2026-05-06,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,dewtheone,Not all selected messages get deleted.,https://support.mozilla.org/questions/1580286,os:android,Android,,18.0,,,,,1.0,true,53.78,False,
1580312,2026-05-06T16:09:48.949151Z,2026-05-06,en-US,account-management,android;thunderbird-android;account-management;,kinrossdob,Delete duplicate email account,https://support.mozilla.org/questions/1580312,os:android,Android,,18.0,,,,,1.0,true,0.77,False,
1580468,2026-05-07T14:27:37.528811Z,2026-05-07,en-US,account-management,thunderbird-android;account-management;,jsmallfi,Add HTML signature file in TBA,https://support.mozilla.org/questions/1580468,,,,18.0,,,,,2.0,true,3.99,True,platform34
1580513,2026-05-07T18:34:50.890565Z,2026-05-07,en-US,accessibility,accessibility;thunderbird-android;thunderbird-100;,opsworldmarine,thunderbird email mobile account app instant and setting need a-z,https://support.mozilla.org/questions/1580513,os:android,Android & window,,10 & 11,,m:gmail;m:microsoftemail;m:yahooemail;m:icloud,proto:imap;proto:smtp;proto:pop;proto:oauth,,0.0,false,,False,
1580578,2026-05-08T05:58:00.544210Z,2026-05-08,en-US,settings,settings;needsinfo;thunderbird-android;thunderbird-100;,opsworldmarine,"mobile thunderbird email account desks we inform that my mozilla thunderbird email account setup do it processing ok, ye",https://support.mozilla.org/questions/1580578,os:android,Android version,,10 & 11,,,,,1.0,true,14.75,True,platform34
1580875,2026-05-09T22:44:41.635802Z,2026-05-09,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,joaquinm,How can I see the date and time of each message whilst I’m reading it and it’s open?,https://support.mozilla.org/questions/1580875,os:android,Android,,18.0,,,,,1.0,true,0.84,False,
1581031,2026-05-11T02:39:29.787419Z,2026-05-11,en-US,customization,customization;thunderbird-android;,IanStar,"How do I change ""load up to 1000 more"" to ""load up to 100* more"", and will loading 1000 more actually slow Thunderbird d",https://support.mozilla.org/questions/1581031,os:android,"Samsung Galaxy A25 5G, Android 15.",,18.0,,,,,2.0,true,3.42,True,platform34
1581041,2026-05-11T04:54:29.072390Z,2026-05-11,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,ha.schwarz,"Seit dem Update über Playstore sind alle Mails (Gemeinsamer Posteingang) nicht mehr im Posteingang, sondern im Ordner ""P",https://support.mozilla.org/questions/1581041,os:android,Android 16,,Vers. 18.0,,,,,1.0,true,1.46,False,
1581065,2026-05-11T09:47:40.501876Z,2026-05-11,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,kz.hihosilver,統合受信フォルダーでの削除操作の不具合。,https://support.mozilla.org/questions/1581065,os:android,Android16,,18.0,,,,,0.0,false,,False,
1581066,2026-05-11T09:54:26.868199Z,2026-05-11,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,kz.hihosilver,新規フォルダーを作成したい。,https://support.mozilla.org/questions/1581066,os:android,Android16,,18.0,,,,,0.0,false,,False,
1581124,2026-05-11T16:38:44.632393Z,2026-05-11,en-US,update,android;thunderbird-android;update;thunderbird-100;,dr.j.bruns,thunderbird for android,https://support.mozilla.org/questions/1581124,os:android,Android,,10.0,,,,,1.0,true,5.76,False,
1581159,2026-05-11T19:56:41.738953Z,2026-05-11,en-US,email-and-messaging,email-and-messaging;thunderbird-android;windows-1011;thunderbird-1500;,gtobey,Unable to get messages from GMAIL,https://support.mozilla.org/questions/1581159,os:windows,Windows 10/11,,150,150,m:gmail,,,1.0,true,1.73,False,
1581170,2026-05-11T21:29:34.587204Z,2026-05-11,en-US,connectivity,android;thunderbird-android;connectivity;,klcorey,Can't connect to Outlook,https://support.mozilla.org/questions/1581170,os:android,Android,,18.0,,m:microsoftemail,,,2.0,true,0.6,False,
1581219,2026-05-12T06:51:33.928116Z,2026-05-12,en-US,email-and-messaging,needsinfo;windows-10;email-and-messaging;thunderbird-android;,glenron610,Unable to access Thunderbird on new Samsung A37 mobile,https://support.mozilla.org/questions/1581219,os:windows,Windows 10,,pop3,,,,,1.0,true,5.34,True,platform34
1581356,2026-05-12T23:41:09.624595Z,2026-05-12,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,artamb,Where is the message priority option  on compose messages on tb mobile,https://support.mozilla.org/questions/1581356,os:android,Android,,18.0,,,,,1.0,true,2.25,False,
1581358,2026-05-12T23:58:19.594016Z,2026-05-12,en-US,connectivity,needsinfo;thunderbird-android;connectivity;,glenron610,Unable to accesss,https://support.mozilla.org/questions/1581358,,,,993,,,,,1.0,true,1.48,False,
1581400,2026-05-13T06:02:49.475799Z,2026-05-13,en-US,connectivity,thunderbird-android;connectivity;,Nimueh,Is the K-9 forum down?,https://support.mozilla.org/questions/1581400,os:windows,Win 10,,18.0,,,,,0.0,false,,False,
1581788,2026-05-15T14:13:10.592189Z,2026-05-15,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,christian.vinent,"Dans thunderbird android, la suppression de messages sélectionnés ne marche oas toujours",https://support.mozilla.org/questions/1581788,os:android,Android,,18.0,,,,,1.0,true,5.15,False,
1581828,2026-05-15T17:08:29.143781Z,2026-05-15,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,Rich57,A composed but not sent message is lost,https://support.mozilla.org/questions/1581828,os:android,Android v15,,18.0,,,,,0.0,false,,False,
1582009,2026-05-16T18:23:42.760309Z,2026-05-16,en-US,customization,customization;thunderbird-android;,willy6560,Making Thunderbird for Android look like its PC version,https://support.mozilla.org/questions/1582009,os:other,Andriod 16,,18.0,,,,,1.0,true,2.33,False,
1582262,2026-05-18T11:09:03.844641Z,2026-05-18,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,brian.windsor,Android app badge count,https://support.mozilla.org/questions/1582262,os:android,Android 16,,18.0,,,,,1.0,true,6.14,False,
1582263,2026-05-18T11:13:29.401689Z,2026-05-18,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,bky,Cannot connect to personal outlook with smtp authentication disabled error,https://support.mozilla.org/questions/1582263,os:android,Android,,18.0,,m:microsoftemail,proto:imap;proto:smtp;proto:pop,,3.0,true,156.2,False,
1582320,2026-05-18T16:19:40.417995Z,2026-05-18,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,Rich57,Why is a suspect email prevented from being forwarded,https://support.mozilla.org/questions/1582320,os:android,Android,,18.0,,,,,4.0,true,0.59,True,Rich57
1582362,2026-05-18T20:23:21.307888Z,2026-05-18,en-US,contacts,thunderbird-android;contacts;thunderbird-14010;thunderbird-140102;,matteposkj,how to synchronize contacts from desktop to smartphone android,https://support.mozilla.org/questions/1582362,os:windows,windows 11 home,,140.10.2esr 32 bit,140,,,,1.0,true,2.49,False,
1582387,2026-05-18T23:52:20.807008Z,2026-05-18,en-US,customization,android;customization;thunderbird-android;,yucatecno,Can't find the unified inbox,https://support.mozilla.org/questions/1582387,os:android,Android,,18,,m:gmail,,,2.0,true,8.55,False,
1582447,2026-05-19T08:09:49.808610Z,2026-05-19,en-US,accessibility,accessibility;android;thunderbird-android;,mnelsonks,Outlook no longer working in Thunderbird,https://support.mozilla.org/questions/1582447,os:android,Android,,18.0,,m:microsoftemail,,,0.0,false,,False,
1582502,2026-05-19T14:50:18.864083Z,2026-05-19,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,LarsErikOsterud,Unified inbox. Have to delete messages twice (first time only marks them read).,https://support.mozilla.org/questions/1582502,os:android,Android 16,,18.0,,,,,1.0,true,128.02,False,
1582513,2026-05-19T15:43:59.668299Z,2026-05-19,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,DarrylT1,Android version sync account does not retrieve new mail since being out of the USA,https://support.mozilla.org/questions/1582513,os:android,Android,,18.0,,,,,1.0,true,127.48,True,platform34
1582685,2026-05-20T11:21:19.114403Z,2026-05-20,en-US,import-and-export-email,windows-10;thunderbird-android;import-and-export-email;,kev.facer,i have thunderbird on my pc and i now have it on my android phone.,https://support.mozilla.org/questions/1582685,os:windows,windows 10,,Version 140.11.0es,140,,,,1.0,true,2.27,True,platform34
1582938,2026-05-21T12:46:16.744649Z,2026-05-21,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,christine26,Can't get Thunderbird Android to work with my outlook365 account,https://support.mozilla.org/questions/1582938,os:android,Android,,18.0,,m:microsoftemail,proto:smtp,,2.0,true,1.34,False,
1583088,2026-05-22T04:55:44.155754Z,2026-05-22,en-US,install,thunderbird-android;install;,robert360,Can't download Thunderbird on my Samssung mobile phone,https://support.mozilla.org/questions/1583088,os:android,Android 15,,Not known,,,,,1.0,true,7.41,False,
1583110,2026-05-22T08:23:04.111985Z,2026-05-22,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,noyes,How to set up mail verification in the app.,https://support.mozilla.org/questions/1583110,os:android,Android,,18.0,,,,,1.0,true,3.57,False,
1583249,2026-05-22T22:45:02.953327Z,2026-05-22,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,sleek-unkempt-slaw,Send button (sometimes) missing in Android app,https://support.mozilla.org/questions/1583249,,,,? The latest,,,,,2.0,true,41.15,False,
1583465,2026-05-24T05:07:25.332444Z,2026-05-24,en-US,encryption,android;thunderbird-android;encryption;,tony202,Sending mail with Android Thunderbird results in Certificate Error,https://support.mozilla.org/questions/1583465,os:android,Android,,18.0,,,proto:imap;proto:smtp;proto:pop,,1.0,true,10.24,False,
1583506,2026-05-24T11:20:35.718342Z,2026-05-24,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,sleek-unkempt-slaw,"Send, attachment and more options buttons missing",https://support.mozilla.org/questions/1583506,os:other,Galay A5,,18.0,,,,,1.0,true,4.52,False,
1584053,2026-05-27T12:14:02.720979Z,2026-05-27,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,buttermaned,Set up Thunderbird to retrieve my inbound messages immediately?,https://support.mozilla.org/questions/1584053,os:android,Android,,18.0,,,,,2.0,true,0.99,True,platform34
1584098,2026-05-27T16:47:00.244083Z,2026-05-27,es,email-and-messaging,android;email-and-messaging;thunderbird-android;firefox-1490;,amtc11,this cellphone is mine. need account amtc11.1.9gmail.com in this phone as well,https://support.mozilla.org/questions/1584098,os:android,Android,,,,m:gmail,,,0.0,false,,False,
1584232,2026-05-28T09:21:36.289221Z,2026-05-28,en-US,customization,android;customization;thunderbird-android;,gdernick,Highlight color invisible in light theme,https://support.mozilla.org/questions/1584232,os:android,Android,,18.0,,,,,1.0,true,4.51,False,
1584600,2026-05-30T02:12:47.392740Z,2026-05-30,en-US,import-and-export-settings,windows-11;thunderbird-android;import-and-export-settings;thunderbird-1510;,slope.pass2916,I can't complete the import process because the QR code scan on my phone is broken.,https://support.mozilla.org/questions/1584600,os:windows,Windows 11,,151,151,,,,1.0,true,45.46,False,
