id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,feature,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1466492,2024-10-01T06:32:57.737728Z,2024-10-01,en-US,settings,settings;thunderbird-android;,Andrew.B,Account Name did not show,https://support.mozilla.org/questions/1466492,os:android,Android 14 Sept 5 2024 update,,,,,,,,0,false,,False,
1466612,2024-10-01T19:06:05.138773Z,2024-10-01,en-US,email-and-messaging,mobile;settings;,dennis107,Marked message highlighting,https://support.mozilla.org/questions/1466612,,,,,,,,,,4,true,765.58,False,
1466614,2024-10-01T19:12:48.805953Z,2024-10-01,en-US,installation-and-updates,mobile;installation-and-updates;,dennis107,Import from app (K-9) failed,https://support.mozilla.org/questions/1466614,,,,,,,feat:import_export,,,2,true,29.4,False,
1466618,2024-10-01T19:20:04.986735Z,2024-10-01,en-US,email-and-messaging,mobile;installation-and-updates;,dennis107,Initial import of configuration should immediately bring in IMAP folders (at least names),https://support.mozilla.org/questions/1466618,,,,,,,feat:import_export,proto:imap,,2,true,29.35,False,
1466775,2024-10-02T14:10:18.616825Z,2024-10-02,en-US,account-management,thunderbird;settings;,ulle959,Thunderbird for Android - Instant push?,https://support.mozilla.org/questions/1466775,,,,,,,,,,2,true,3.22,False,
1466797,2024-10-02T15:56:07.980058Z,2024-10-02,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,rtanglao,roland testing 02october2024,https://support.mozilla.org/questions/1466797,os:android,android 8,,,,,,,,1,false,,False,
1466860,2024-10-02T21:25:47.032123Z,2024-10-02,en-US,installation-and-updates,installation-and-updates;thunderbird-android;,efraja1,Adding 2nd account to android Thunderbird,https://support.mozilla.org/questions/1466860,,,,,,,,,,1,true,5.66,False,
1466899,2024-10-03T01:00:17.288868Z,2024-10-03,en-US,settings,settings;thunderbird-android;,dennis107,Visible Message Actions purpose,https://support.mozilla.org/questions/1466899,os:android,Android 14/One UI 6.1,,,,,,,,3,true,2.14,False,
1467671,2024-10-06T12:44:09.320818Z,2024-10-06,en-US,email-and-messaging,thunderbird;email-and-messaging;,ernst.zlo,print in Thunderbird for Android,https://support.mozilla.org/questions/1467671,,,,,,,feat:printing,,,0,false,,False,
1467885,2024-10-07T15:36:57.590710Z,2024-10-07,en-US,installation-and-updates,installation-and-updates;thunderbird-android;,mdabuzarmd7892,78904,https://support.mozilla.org/questions/1467885,,,,,,,,,,1,true,46.58,False,
1468064,2024-10-08T12:22:30.368178Z,2024-10-08,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,sandrews4,When sending an e mail I used to be able to select options in order to receive delivery notifications or return  receipt,https://support.mozilla.org/questions/1468064,,,,,,,feat:notifications,,,0,false,,False,
1468086,2024-10-08T14:54:59.408569Z,2024-10-08,en-US,email-and-messaging,mobile;android;passwords-and-sign-in;,freesto,THUNDERBIRD,https://support.mozilla.org/questions/1468086,os:android,Android,,,,,,,,0,false,,False,
1468171,2024-10-09T01:06:08.567922Z,2024-10-09,en-US,settings,settings;thunderbird-android;,wjbow,How to stop open app in unified,https://support.mozilla.org/questions/1468171,,,,,,,,,,2,true,608.75,False,
1468175,2024-10-09T01:29:44.290607Z,2024-10-09,en-US,installation-and-updates,installation-and-updates;thunderbird-android;,michael.moorespoint,loading Thunderbird,https://support.mozilla.org/questions/1468175,,,,,,,,,,1,true,591.21,False,
1468416,2024-10-10T09:09:46.855589Z,2024-10-10,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,tempgoggle,"why do email accounts have to be ""android"" (google) accounts?",https://support.mozilla.org/questions/1468416,os:android,Android 11,,,,m:gmail,,proto:imap;proto:smtp,,7,true,201.85,False,
1468421,2024-10-10T09:21:19.845324Z,2024-10-10,en-US,email-and-messaging,needsinfo;email-and-messaging;thunderbird-android;,ajhalili2006,Support for Google Advanced Protection,https://support.mozilla.org/questions/1468421,os:android,Android 13,,,,m:gmail,,proto:oauth,,0,false,,False,
1468578,2024-10-11T01:40:51.610625Z,2024-10-11,en-US,settings,settings;thunderbird-android;,mickaiw,How to stop receiving the Delete Email confirmation box when deleting an email ?,https://support.mozilla.org/questions/1468578,os:android,Android 14,,,,,,,,0,false,,False,
1468651,2024-10-11T12:49:50.132048Z,2024-10-11,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,marklockwood,"Custom domains send messages with ""Sending on behalf of""",https://support.mozilla.org/questions/1468651,,,,,,m:gmail,,,,0,false,,False,
1468672,2024-10-11T14:34:09.689439Z,2024-10-11,en-US,settings,settings;thunderbird-android;httpsgithubcomthunderbirdthunderbird-androidissues8381;,francesco.dinh,Custom icons for accounts,https://support.mozilla.org/questions/1468672,os:android,android 14,,,,,,,,4,true,136.73,False,
1469173,2024-10-14T11:39:30.168577Z,2024-10-14,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,raykrzl,Unified Trash bin,https://support.mozilla.org/questions/1469173,,,,,,,,,,1,true,140.59,False,
1469310,2024-10-15T00:54:35.501645Z,2024-10-15,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,Gazlock,email account delete,https://support.mozilla.org/questions/1469310,,,,,,,,,,1,true,127.71,False,
1469331,2024-10-15T04:33:41.262113Z,2024-10-15,en-US,email-and-messaging,thunderbird;email-and-messaging;,Pfaelzer56,add a folder,https://support.mozilla.org/questions/1469331,,,,,,m:gmail,,,,0,false,,False,
1469449,2024-10-15T18:17:50.323842Z,2024-10-15,en-US,email-and-messaging,mobile;android;backup-recovery-and-sync;firefox-1310;,dmisaway,IMAP and Gmail,https://support.mozilla.org/questions/1469449,os:android,Android,,,,m:gmail,,proto:imap,,1,true,212.7,False,
1469539,2024-10-16T08:23:26.936958Z,2024-10-16,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,jeff263,Auto email forwarding,https://support.mozilla.org/questions/1469539,,,,,,,,,,0,false,,False,
1469553,2024-10-16T09:27:23.332243Z,2024-10-16,en-US,settings,settings;thunderbird-android;,LivelyChameleon,User is authenticated but not connected.,https://support.mozilla.org/questions/1469553,os:android,Android 15 (and also Linux for the Desktop Version),,,,m:microsoftemail,,proto:oauth,,0,false,,False,
1469601,2024-10-16T15:19:24.789865Z,2024-10-16,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,dantheman84,Accessibility features,https://support.mozilla.org/questions/1469601,os:android,Android 14,,,,,,,,1,true,15.97,False,
1469628,2024-10-16T17:41:48.355798Z,2024-10-16,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,victorvromanescu,Remote images,https://support.mozilla.org/questions/1469628,os:android,Android 13,,,,,,,,1,true,13.59,False,
1469984,2024-10-18T17:39:08.689564Z,2024-10-18,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,Bob.everett,Duck email service,https://support.mozilla.org/questions/1469984,,,,,,,,,,0,false,,False,
1470062,2024-10-19T09:10:47.783798Z,2024-10-19,en-US,settings,settings;android;thunderbird-android;httpsgithubcomthunderbirdthunderbird-androidissues8381;,'@1789,thunderbird for Android - how to change two letters account name,https://support.mozilla.org/questions/1470062,os:android,android,,,,,,,,1,true,341.74,False,
1470469,2024-10-21T18:32:29.736807Z,2024-10-21,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,herman20,Folder name,https://support.mozilla.org/questions/1470469,os:android,Android,,,,,,,,6,true,68.06,False,
1470618,2024-10-22T11:08:15.123653Z,2024-10-22,en-US,settings,settings;android;thunderbird-android;,rafnov,Relation between K-9 and Thunderbird,https://support.mozilla.org/questions/1470618,os:android,Android,,,,m:gmail,,,,2,true,269.63,False,
1470786,2024-10-23T07:27:15.597391Z,2024-10-23,en-US,settings,settings;thunderbird-android;,receipt.ghezzi,authentication failed repeatedly,https://support.mozilla.org/questions/1470786,os:android,android 14,,,,m:gmail,,,,0,false,,False,
1470883,2024-10-23T15:57:41.356408Z,2024-10-23,en-US,settings,settings;thunderbird-android;,wquatan,"""Avatar""",https://support.mozilla.org/questions/1470883,,,,,,,,,,0,false,,False,
1470914,2024-10-23T18:01:46.522423Z,2024-10-23,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,flor.tercero,Drafts,https://support.mozilla.org/questions/1470914,os:android,Android,,,,,,,,1,true,20.37,False,
1471000,2024-10-24T10:20:27.809995Z,2024-10-24,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,lippo1,Export to Android,https://support.mozilla.org/questions/1471000,,,,,,,feat:import_export,,,4,true,3.67,False,
