id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1538770,2025-10-01T00:13:53.439192Z,2025-10-01,en-US,app-crash,thunderbird;app-crash;,josh41,Thunderbird is crashin non stop to the point I cannot even use the software,https://support.mozilla.org/questions/1538770,os:windows,,,,m:yahooemail,,,av:avast,2,true,2.13,False,
1538778,2025-10-01T01:39:08.369313Z,2025-10-01,en-US,customization,thunderbird;customization;,alysenet1,"Thought I was Clicking the old Get Messages Spot, but Apparently It Has Disappeared, Along with File Edit View etc tabs",https://support.mozilla.org/questions/1538778,,,,,m:mailfence,,,,2,true,10.55,True,alysenet1
1538779,2025-10-01T02:36:49.111902Z,2025-10-01,en-US,junk-mail-and-spam,thunderbird;needsinfo;junk-mail-and-spam;,avanti333,TB will not send or receive emails with my pktriot.net site link,https://support.mozilla.org/questions/1538779,,,,,m:gmail,,,,1,true,13.36,False,
1538782,2025-10-01T02:53:37.489847Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,car1ks1,Thunderbird stopped sending emails and I didn't change anything,https://support.mozilla.org/questions/1538782,,,,,m:microsoftemail,,proto:smtp,,1,true,4.12,False,
1538788,2025-10-01T03:41:18.369679Z,2025-10-01,en-US,settings,thunderbird;settings;,johnbtusa,outgoing outlook emails no working,https://support.mozilla.org/questions/1538788,,,,,m:microsoftemail,,,,1,true,10.1,False,
1538794,2025-10-01T04:09:31.140494Z,2025-10-01,en-US,attachments,thunderbird;attachments;,barsian2013,"В thunderbird файлы формата ODT не открываются, а сразу предлагается их сохранить! Нельзя и в настройках выбрать с помощ",https://support.mozilla.org/questions/1538794,,,,,,,,,5,true,12.43,False,
1538795,2025-10-01T04:11:46.610690Z,2025-10-01,en-US,connectivity,thunderbird;connectivity;,kiyomi.k,thunderbirdの受信はできているが、メールが送信できない件,https://support.mozilla.org/questions/1538795,,,,,,,proto:smtp,,0,false,,False,
1538800,2025-10-01T04:39:18.395818Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,firstborndragon,"Hotmail email account on Thunderbird worked last night, but today I cannot send emails.",https://support.mozilla.org/questions/1538800,,,,,m:microsoftemail,,proto:smtp,,6,true,2.35,True,siffemoz
1538804,2025-10-01T05:28:17.195990Z,2025-10-01,en-US,connectivity,thunderbird;connectivity;,nuked9,Outlook accounts failing signin,https://support.mozilla.org/questions/1538804,,,,,m:microsoftemail,,,,4,true,0.55,True,siffemoz
1538820,2025-10-01T07:16:41.614550Z,2025-10-01,en-US,autofill,thunderbird;windows-11;autofill;firefox-1430;,egan2,composing a new message,https://support.mozilla.org/questions/1538820,os:windows,Windows 11,,,,,,,2,true,6.38,False,
1538821,2025-10-01T07:16:56.283070Z,2025-10-01,es,customization,thunderbird;customization;,sergio1,Threaded view does not respect date order,https://support.mozilla.org/questions/1538821,,,,,,,,,1,true,13.91,False,
1538822,2025-10-01T07:21:56.917219Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,christinerothwell,I have Thunderbird on two computers. Both can receive emails but not send. Both ask me to resend my outlook password whi,https://support.mozilla.org/questions/1538822,,,,,m:microsoftemail,,,,2,true,6.27,True,sfhowes
1538824,2025-10-01T07:33:26.265887Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,spitfirebill,Access to incoming emails,https://support.mozilla.org/questions/1538824,,,,,,,,,1,true,5.81,True,MattAuSupport
1538825,2025-10-01T07:34:04.910662Z,2025-10-01,it,send-and-receive-email,thunderbird;send-and-receive-email;,luigialuz,non invia pec,https://support.mozilla.org/questions/1538825,,,,,,,,,3,true,0.06,False,
1538827,2025-10-01T07:38:42.376681Z,2025-10-01,it,send-and-receive-email,thunderbird;send-and-receive-email;,tech76,impossibile visualizzare i messaggi aperti,https://support.mozilla.org/questions/1538827,,,,,,,,,3,true,0.06,False,
1538829,2025-10-01T07:44:04.850971Z,2025-10-01,en-US,extensions,thunderbird;extensions;,nicola.magaraggia,Send later does work whit thunderbird 143.0.1,https://support.mozilla.org/questions/1538829,,,,,,,,,2,true,4.28,False,
1538831,2025-10-01T08:13:25.913832Z,2025-10-01,en-US,extensions,thunderbird;extensions;,rpb1,Messages are not visable in normal mode on local folders or main email. however they are visable in troubleshooting mode,https://support.mozilla.org/questions/1538831,,,,,,,,,7,true,3.82,False,
1538833,2025-10-01T08:17:00.647954Z,2025-10-01,en-US,calendar,thunderbird;calendar;,rainer.haselberger,Task-Management for multiple gmail-task-calendars,https://support.mozilla.org/questions/1538833,,,,,m:gmail,,,,2,true,3.45,True,MattAuSupport
1538836,2025-10-01T08:32:43.321161Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,redhouse,Temporary Change of SMTP - can it be done?,https://support.mozilla.org/questions/1538836,,,,,m:gmail,isp:btinternet,proto:smtp,,3,true,3.11,False,
1538846,2025-10-01T08:59:25.906216Z,2025-10-01,en-US,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,bengt.so46,The Send bar has disappeared,https://support.mozilla.org/questions/1538846,os:windows,Windows 11,,,,,,,7,true,0.6,True,MattAuSupport
1538849,2025-10-01T09:10:53.510104Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,jsonntag118,"Ich erhalte keine E-Mails von Discord, um mein Passwort zurückzusetzen.",https://support.mozilla.org/questions/1538849,,,,,,,,,1,true,0.22,False,
1538853,2025-10-01T09:59:05.847112Z,2025-10-01,en-US,customization,thunderbird;customization;windows-11;,bengt.so46,Send toolbar disappeared,https://support.mozilla.org/questions/1538853,os:windows,Windows 11,,,,,,,1,true,0.7,False,
1538860,2025-10-01T10:47:28.113470Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,boeboebishop,"Emails being sent unknown to me, not in Sent folder",https://support.mozilla.org/questions/1538860,,,,,,,,,3,true,0.51,True,boeboebishop
1538864,2025-10-01T11:27:05.769207Z,2025-10-01,nl,import-and-export-email,thunderbird;import-and-export-email;,manu001,Thunderbird verdwenen na upgrade ubuntu,https://support.mozilla.org/questions/1538864,os:linux,,,,,,,,1,true,2.73,False,
1538871,2025-10-01T12:26:10.603439Z,2025-10-01,en-US,customization,thunderbird;customization;,ei69jeff,view / layout / classic on Win 11 does NOTHING,https://support.mozilla.org/questions/1538871,os:windows,,,,,,,,2,true,1.1,True,MattAuSupport
1538875,2025-10-01T12:42:46.174642Z,2025-10-01,en-US,import-and-export-email,thunderbird;import-and-export-email;,Silvia.spoggi,con importexporttoolsNG esporto dal vecchio pc la cartella come mbox; non riesco a importare sul nuovo pc,https://support.mozilla.org/questions/1538875,,,,,,,,,1,true,5.29,False,
1538880,2025-10-01T12:49:04.664726Z,2025-10-01,it,send-and-receive-email,thunderbird;send-and-receive-email;,lillettoventus,AIO solution for multiple email IMAP servers +AIO solution for multiple email IMAP servers + backups: Could Thunderbird ,https://support.mozilla.org/questions/1538880,,,,,m:microsoftemail,,proto:imap,,5,true,18.69,False,
1538881,2025-10-01T12:51:50.846423Z,2025-10-01,en-US,customization,thunderbird;customization;,Linuxrules,Can I scroll through a complete conversation content just like in gmail? (and preferably with the double content replace,https://support.mozilla.org/questions/1538881,,,,,m:gmail,,,,1,true,0.75,False,
1538883,2025-10-01T13:05:31.509476Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,johnmhughes,Thunderbird,https://support.mozilla.org/questions/1538883,,,,,,,,,0,false,,False,
1538890,2025-10-01T13:33:07.269595Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,rebbegarden,I can not send a mail,https://support.mozilla.org/questions/1538890,,,,,,,,,0,false,,False,
1538897,2025-10-01T14:20:17.836990Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,ruds75,Thunderbird Email,https://support.mozilla.org/questions/1538897,,,,,,,,,1,true,0.95,True,norhorn
1538902,2025-10-01T14:42:04.130776Z,2025-10-01,en-US,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,dave_ashwell,Setting up Thunderbird,https://support.mozilla.org/questions/1538902,os:windows,,,,m:microsoftemail,,,,7,true,3.12,True,sfhowes
1538904,2025-10-01T14:51:52.120087Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,buziakj,No email downlad,https://support.mozilla.org/questions/1538904,,,,,m:microsoftemail,,,,1,true,1716.44,False,
1538911,2025-10-01T15:09:00.937238Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,biggs81,"Manage Identities....""from"" shows email address",https://support.mozilla.org/questions/1538911,,,,,m:gmail,,,,5,true,0.94,False,
1538914,2025-10-01T15:22:08.454851Z,2025-10-01,en-US,passwords-and-sign-in,thunderbird;needsinfo;passwords-and-sign-in;,thomas-beiter,Anwendungsspezifische Passwörter für Thundebird App kreieren,https://support.mozilla.org/questions/1538914,,,,,,,,,2,true,2.37,True,sfhowes
1538915,2025-10-01T15:26:11.475334Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,peterjamesbarker,Unable to write the email to the mailbox,https://support.mozilla.org/questions/1538915,os:windows,,,,m:gmail,,,,0,false,,False,
1538916,2025-10-01T15:29:06.800313Z,2025-10-01,en-US,profiles,thunderbird;profiles;,bruce.writer,Moving Thunderbird data from Win 10 to Win 11 computer,https://support.mozilla.org/questions/1538916,os:windows,,,,,,,,3,true,0.67,True,davidsk
1538921,2025-10-01T16:18:23.749893Z,2025-10-01,it,account-management,thunderbird;account-management;,francescolotti73,METTERE IN ORDINE GLI INDIRIZZI PEC,https://support.mozilla.org/questions/1538921,,,,,,,,,5,true,15.24,False,
1538924,2025-10-01T16:23:40.296406Z,2025-10-01,en-US,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,jbrickett,Thunderbird mail seems stuck on freeddom page and will not release chanel so I can read mail,https://support.mozilla.org/questions/1538924,,,,,,,,,0,false,,False,
1538926,2025-10-01T16:44:31.907196Z,2025-10-01,en-US,events,thunderbird;events;,rpedrica,Cal event time (due to timezone) in Thunderbird is wrong compared to Nextcloud,https://support.mozilla.org/questions/1538926,,,,,,,proto:caldav,,0,false,,False,
1538929,2025-10-01T16:54:43.250781Z,2025-10-01,es,account-management,thunderbird;account-management;,by_fernand,Agregar o adicionar una cuenta de correo de mi empresa a Thunderbird,https://support.mozilla.org/questions/1538929,,,,,,,proto:imap;proto:pop,,1,true,8.08,False,
1538930,2025-10-01T16:59:22.480718Z,2025-10-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,dw.brown6337,why cant I send in voices to my verizon email on my express invoice program but can from my outlook email,https://support.mozilla.org/questions/1538930,,,,,m:microsoftemail,isp:verizon,,,0,false,,False,
1538934,2025-10-01T17:23:19.268833Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,lwcclc,Suddenlinkmail,https://support.mozilla.org/questions/1538934,,,,,,,,,4,true,20.22,False,
1538937,2025-10-01T17:43:45.114464Z,2025-10-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,ralph.mozilla,OSX Thunderbird - mozDraggedFiles folder (bug2015405),https://support.mozilla.org/questions/1538937,os:macos,,,,,,,,3,true,68.41,False,
1538942,2025-10-01T17:58:57.846580Z,2025-10-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,TWalker99,seeminly unforgiving result of user error,https://support.mozilla.org/questions/1538942,,,,,,,,,0,false,,False,
1538946,2025-10-01T18:18:37.045239Z,2025-10-01,es,send-and-receive-email,thunderbird;send-and-receive-email;,themstracrata,Error en los correos de Salida en ThunderBird con cuentas Office365,https://support.mozilla.org/questions/1538946,,,,,m:microsoftemail,,,,4,true,3.67,False,
1538953,2025-10-01T19:00:21.678879Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,tsher,email from .de domains is blocked,https://support.mozilla.org/questions/1538953,,,,,,,,,1,true,9.04,False,
1538957,2025-10-01T19:13:57.367392Z,2025-10-01,en-US,contacts,thunderbird;contacts;,Ruthless,How to sync address book?,https://support.mozilla.org/questions/1538957,,,,,,,,,5,true,16.43,False,
1538961,2025-10-01T19:32:05.443063Z,2025-10-01,es,send-and-receive-email,thunderbird;send-and-receive-email;,themstracrata,Issue using Thunderbird with Office365,https://support.mozilla.org/questions/1538961,,,,,m:microsoftemail,,,,1,true,53.89,False,
1538964,2025-10-01T19:56:40.084672Z,2025-10-01,en-US,customization,thunderbird;customization;,brigham.narins,Message toolbar button arrows,https://support.mozilla.org/questions/1538964,,,,,,,,,0,false,,False,
1538968,2025-10-01T20:21:56.523742Z,2025-10-01,en-US,customization,thunderbird;needsinfo;customization;,registration10,Card View and sent items moved to local folders - can't see the recipient?,https://support.mozilla.org/questions/1538968,os:linux,,,,m:microsoftemail,,,,4,true,19.29,False,
1538982,2025-10-01T21:54:31.703458Z,2025-10-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,j.p.best.jpb,Archived Message without setting up Archive Location,https://support.mozilla.org/questions/1538982,,,,,,,,,1,true,18.92,True,Toad-Hall
1538988,2025-10-01T22:34:54.069784Z,2025-10-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,bidness45,links in emails,https://support.mozilla.org/questions/1538988,,,,,,,,,4,true,3.28,True,sfhowes
1538991,2025-10-01T22:49:13.530804Z,2025-10-01,en-US,connectivity,thunderbird;connectivity;,drc0304,TB 143.0.1 Online Status,https://support.mozilla.org/questions/1538991,os:windows,,,,,,proto:pop,,2,true,5.07,False,
1538999,2025-10-01T23:14:51.614230Z,2025-10-01,en-US,customization,thunderbird;customization;,rlkwint,Menus for Thuderbird e-mail disappeared,https://support.mozilla.org/questions/1538999,,,,,,,,,1,true,4.67,False,
1539001,2025-10-01T23:31:54.961770Z,2025-10-01,en-US,tags,thunderbird;tags;,thunderbird34,Reordering Tags list. Is there a Profiles file that stores user Tags info?,https://support.mozilla.org/questions/1539001,,,,,,,,,2,true,17.59,True,Toad-Hall
1539005,2025-10-02T00:16:10.180769Z,2025-10-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,dcmichael,Emails not downloading to inbox,https://support.mozilla.org/questions/1539005,,,,,,,,,5,true,1.47,False,
1539008,2025-10-02T01:30:59.860697Z,2025-10-02,en-US,undefined,thunderbird;undefined;,RobinClaire,app being phased out?,https://support.mozilla.org/questions/1539008,,,,,,,,,1,true,1.95,False,
1539015,2025-10-02T02:10:50.137703Z,2025-10-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,dangheno,Controlling the download of emails from server,https://support.mozilla.org/questions/1539015,os:windows,,,,,,proto:imap;proto:pop,,1,true,1.64,False,
1539018,2025-10-02T02:38:02.553175Z,2025-10-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,stew_54,I have thunderbird installed on my windows 10 laptop and suddenly I can't send emails.,https://support.mozilla.org/questions/1539018,os:windows,,,,m:microsoftemail,,,,1,true,1.21,False,
1539022,2025-10-02T03:55:46.661138Z,2025-10-02,en-US,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,ottersflame,yahoo email account and thunderbird,https://support.mozilla.org/questions/1539022,,,,,m:yahooemail,,,,1,true,28.12,False,
1539023,2025-10-02T03:56:46.797417Z,2025-10-02,en-US,install,thunderbird;install;,tpgettys,How can I install a previous version?,https://support.mozilla.org/questions/1539023,,,,,,,,,10,true,1.85,False,
1539028,2025-10-02T05:03:23.377588Z,2025-10-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,sandyg23,Server Settings for bigpond.com,https://support.mozilla.org/questions/1539028,,,,,m:gmail,,,,0,false,,False,
1539031,2025-10-02T05:59:26.355342Z,2025-10-02,en-US,encryption,thunderbird;encryption;,colinmcgrath1882,Sending of S/MIME message failed.,https://support.mozilla.org/questions/1539031,,,,,m:microsoftemail,,,,5,true,6.5,False,
1539033,2025-10-02T06:05:24.745168Z,2025-10-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,hyomed,thunderbirdにおいて、画像を本文に貼って送信したい,https://support.mozilla.org/questions/1539033,,,,,,,,,3,true,5.9,False,
1539040,2025-10-02T06:38:29.892152Z,2025-10-02,it,account-management,thunderbird;needsinfo;account-management;,inn.alfonso,Impossibile inserire un nuovo account di posta,https://support.mozilla.org/questions/1539040,,,,,,,,,1,true,0.94,False,
1539041,2025-10-02T06:43:43.070296Z,2025-10-02,en-US,contacts,thunderbird;contacts;,darada,Address book no longer accessible,https://support.mozilla.org/questions/1539041,,,,,,,,,0,false,,False,
1539045,2025-10-02T07:04:19.302568Z,2025-10-02,it,calendar,thunderbird;calendar;,Fly-Gas,"ho creato un nuovo calendario da un account di Aruba, appare il pulsante ""ATTIVA""",https://support.mozilla.org/questions/1539045,,,,,,,,,3,true,24.12,True,Fly-Gas
1539048,2025-10-02T07:18:54.140566Z,2025-10-02,it,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,info13064,PROBLEMI VISUALIZZAZIONE CONTENUTO MESSAGGI IN CARTELLE LOCALI,https://support.mozilla.org/questions/1539048,,,,,,,,,1,true,0.31,False,
