id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,feature,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1490289,2025-02-02T09:07:13.978470Z,2025-02-02,en-US,customization,customization;thunderbird-android;,andreas110,showing folder hierarchy / subfolders?,https://support.mozilla.org/questions/1490289,os:android,Android 14,,,,,,,,0,false,,False,
1490356,2025-02-02T16:35:21.623000Z,2025-02-02,en-US,customization,android;customization;thunderbird-android;,roguebc1,Message preview,https://support.mozilla.org/questions/1490356,os:android,android,,,,,,,,1,true,9.61,False,
1490633,2025-02-03T21:54:48.429841Z,2025-02-03,en-US,account-management,windows-10;thunderbird-android;account-management;,gloriaharvey1,"qr code from desktop won't scan on Thunderbird for Android SOLVED Use zoom out, ctrl+minus to make the QR code smaller.",https://support.mozilla.org/questions/1490633,os:windows,Windows 10,,,,,,,,1,true,3.91,True,wsmwk
1490808,2025-02-04T17:27:22.065679Z,2025-02-04,en-US,customization,android;customization;thunderbird-android;firefox-1340;,bpeil49,unified email box versus i divided email views,https://support.mozilla.org/questions/1490808,os:android,Android,,,,,,,,5,true,59.52,False,
1490849,2025-02-04T20:51:04.002439Z,2025-02-04,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,jsveitch,Mobile Thunderbird outgoing mail,https://support.mozilla.org/questions/1490849,,,,,,,,,,0,false,,False,
1490850,2025-02-04T20:52:39.891027Z,2025-02-04,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,jsveitch,Outgoing mail,https://support.mozilla.org/questions/1490850,,,,,,,,,,0,false,,False,
1490972,2025-02-05T09:36:15.471878Z,2025-02-05,en-US,reset-passwords,android;thunderbird-android;reset-passwords;,lutzfrommann,"Thunderbird, exportieren auf Smartphone",https://support.mozilla.org/questions/1490972,os:android,Android,,,,,,,,0,false,,False,
1490973,2025-02-05T09:42:58.767569Z,2025-02-05,en-US,account-management,thunderbird-android;account-management;,korb.andre,change password for smtp,https://support.mozilla.org/questions/1490973,os:android,android 14,,,,,,proto:smtp,,2,true,428.18,False,
1491186,2025-02-05T23:30:23.150053Z,2025-02-05,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,gb1201,Sending email from abroad,https://support.mozilla.org/questions/1491186,os:android,Android 14 (I think - the current one anyway!),,,,,,,,0,false,,False,
1491257,2025-02-06T09:06:54.061734Z,2025-02-06,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,m.kriesten,E-mails are no longer received,https://support.mozilla.org/questions/1491257,,,,,,,,,,0,false,,False,
1491388,2025-02-06T19:31:47.265575Z,2025-02-06,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,vcolborn52,Incoming mail filters,https://support.mozilla.org/questions/1491388,,,,,,,feat:filters,,,0,false,,False,
1491514,2025-02-07T09:00:40.212366Z,2025-02-07,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,marko.hernaiz,Absence of incoming email folder,https://support.mozilla.org/questions/1491514,os:android,Android Just on Samsung Galaxy fan Edition,,,,,,,,0,false,,False,
1491619,2025-02-07T17:17:09.279066Z,2025-02-07,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,erick.erickson,Not receiving emails for Thunderbird on Android,https://support.mozilla.org/questions/1491619,os:macos,,macos:sequoia,,,m:gmail,,proto:imap,av:bitdefender,1,true,21.13,False,
1491678,2025-02-07T21:50:31.703942Z,2025-02-07,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,ajnadeau,Add new folder to Thunderbird email app,https://support.mozilla.org/questions/1491678,os:android,Android 14,,,,,,,,0,false,,False,
