id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1455720,2024-08-01T00:01:04.951408Z,2024-08-01,en-US,troubleshooting,troubleshooting;,pieterdereuver,"cannot sent e-mails, a screen fllashes very short time,cannot read what it says",https://support.mozilla.org/questions/1455720,,,,,,,,,0,false,,False,
1455721,2024-08-01T00:23:40.955328Z,2024-08-01,en-US,troubleshooting,troubleshooting;,stickneyjp,Local Folders disappeared,https://support.mozilla.org/questions/1455721,,,,,,,,,0,false,,False,
1455723,2024-08-01T00:38:31.291639Z,2024-08-01,en-US,troubleshooting,troubleshooting;,Czdam888,Cant use gmail,https://support.mozilla.org/questions/1455723,,,,,m:gmail,,,,0,false,,False,
1455731,2024-08-01T01:38:31.890353Z,2024-08-01,en-US,troubleshooting,troubleshooting;,alcee1,Wrong Password.,https://support.mozilla.org/questions/1455731,,,,,m:microsoftemail,,proto:imap,,1,true,0.85,False,
1455732,2024-08-01T02:09:38.329421Z,2024-08-01,en-US,privacy-and-security,protect-your-privacy;,xry1,Thunderbird emails available to anyone looking?,https://support.mozilla.org/questions/1455732,,,,,,,,,0,false,,False,
1455735,2024-08-01T02:52:22.186485Z,2024-08-01,en-US,installation-and-updates,install-and-update;,sep,Thunderbird 128 and TbSync,https://support.mozilla.org/questions/1455735,,,,,m:microsoftemail,,,,2,true,2.57,False,
1455739,2024-08-01T03:30:43.648231Z,2024-08-01,en-US,settings,customize-settings-and-preferences;,thunderbirds_are_go,Categorise sent email in folder replied from without creating a copy in 'Sent' folder in Thunderbird,https://support.mozilla.org/questions/1455739,,,,,m:microsoftemail,,,,10,true,1.83,False,
1455740,2024-08-01T03:43:47.493346Z,2024-08-01,en-US,other,other;,Jetranger,"Hi, I'm having this same problem, was a solution ever found?",https://support.mozilla.org/questions/1455740,,,,,m:gmail,,proto:pop,,1,false,,True,Jetranger
1455748,2024-08-01T05:07:07.442500Z,2024-08-01,en-US,troubleshooting,troubleshooting;tb128;,mjm,Thunderbird 128.0.1esr - upgrade changed UI and now very hard to read UI for individual messages.  Pop!_OS 22.04 LTS,https://support.mozilla.org/questions/1455748,os:linux,,,,,,proto:pop,,3,true,5.95,False,
1455749,2024-08-01T05:17:55.989386Z,2024-08-01,en-US,troubleshooting,troubleshooting;,martyhhtexas,Password,https://support.mozilla.org/questions/1455749,os:windows,,,,m:yahooemail,isp:att,proto:imap,,0,false,,False,
1455750,2024-08-01T05:28:27.211138Z,2024-08-01,it,other,other;needsinfo;,andrea.orfano.rot,Non si cancellano dal cestino le cartelle vuote cancellate ormai da tmepo dal cestino di lebero sul server di posta,https://support.mozilla.org/questions/1455750,,,,,,,,,1,true,0.4,False,
1455751,2024-08-01T05:44:16.690314Z,2024-08-01,en-US,troubleshooting,troubleshooting;,danetjan,Titles of new emails appear in Inbox. Cannot open them,https://support.mozilla.org/questions/1455751,,,,,,,,,0,false,,False,
1455754,2024-08-01T07:04:20.330593Z,2024-08-01,it,troubleshooting,needsinfo;troubleshooting;,lorettaperinelli76,NON RIESCO PIU' A LEGGERE I MESSAGGI APERTI,https://support.mozilla.org/questions/1455754,,,,,,,,,2,true,1.06,False,
1455756,2024-08-01T07:12:37.839498Z,2024-08-01,en-US,installation-and-updates,dataloss;install-and-update;tb128;tb128dataloss;,Jay.Dear,My feeds have disappeared in latest update of TB... v128.0.3,https://support.mozilla.org/questions/1455756,,,,,,,,,4,true,1800.04,False,
1455757,2024-08-01T07:14:33.928176Z,2024-08-01,en-US,troubleshooting,troubleshooting;,michael.held,Automatic deletion of some emails,https://support.mozilla.org/questions/1455757,,,,,,,,,1,true,81.9,False,
