id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1573943,2026-04-01T00:51:01.224078Z,2026-04-01,en-US,connectivity,thunderbird;windows-11;connectivity;,ampinwa,"Thunderbird is blocked, I cannot receive or send emails.",https://support.mozilla.org/questions/1573943,os:windows,Windows 11,149.01,149,m:gmail,,proto:imap,av:avast;av:malwarebytes,2,true,19.72,True,ampinwa
1573945,2026-04-01T01:08:42.209690Z,2026-04-01,en-US,app-crash,thunderbird;mac-os-x-1015;app-crash;,jyo64877,thunderbird opens then the screen locks with a rotating colour circle.,https://support.mozilla.org/questions/1573945,os:macos,Mac OS x 10.15,,,,,proto:imap;proto:smtp,av:avast,2,true,25.54,False,
1573962,2026-04-01T05:38:50.145282Z,2026-04-01,en-US,customization,linux;thunderbird;customization;,theking2,Starred emails indication,https://support.mozilla.org/questions/1573962,os:linux,Linux,,,,,,,3,true,12.56,False,
1573968,2026-04-01T06:32:35.155751Z,2026-04-01,en-US,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,nielsike,Unable to Get Messages on my Thunderbird email,https://support.mozilla.org/questions/1573968,os:windows,Windows 11,,,,,,,4,true,5.08,True,nielsike
1573974,2026-04-01T07:18:17.214637Z,2026-04-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;,IanLove,emails automatically deleted after Thunderbird update,https://support.mozilla.org/questions/1573974,os:windows,Windows 10,,,m:yahooemail,,,,1,true,8.04,False,
1573979,2026-04-01T08:02:55.645275Z,2026-04-01,en-US,settings,thunderbird;settings;windows-1011;,,Thunderbird Thunderbird Pro,https://support.mozilla.org/questions/1573979,os:windows,Windows 10/11,140.9.0esr (64-Bit,140,,,,,4,true,2.78,True,Googlethunderbird.
1573999,2026-04-01T10:47:54.626808Z,2026-04-01,en-US,contacts,thunderbird;windows-11;contacts;,JamesJ,Thunderbird Still Syncs Gmail Contacts Even Though I have no Gmail Account in TB,https://support.mozilla.org/questions/1573999,os:windows,Windows 11,,,m:gmail,,,,7,true,3.29,True,JamesJ
1574000,2026-04-01T10:50:14.550493Z,2026-04-01,en-US,email-and-messaging,thunderbird;windows-11;email-and-messaging;,luca26,mail si aprono automaticamente,https://support.mozilla.org/questions/1574000,os:windows,Windows 11,Version 140.9.0esr,140,,,,,0,false,,False,
1574029,2026-04-01T14:48:37.957939Z,2026-04-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;windows-1011;,taosgn,i imported outlook and everything works except my gmx email client,https://support.mozilla.org/questions/1574029,os:windows,Windows 10/11,,,m:microsoftemail;m:gmx,,,,0,false,,False,
1574031,2026-04-01T14:51:27.169066Z,2026-04-01,en-US,connectivity,thunderbird;windows-11;connectivity;,Lozzerdude,Thunderbird access denied if NAS archive is disconnected,https://support.mozilla.org/questions/1574031,os:windows,Windows 11,149.0.1,149,,,,,0,false,,False,
1574039,2026-04-01T15:23:36.226027Z,2026-04-01,en-US,send-and-receive-email,linux;thunderbird;send-and-receive-email;,dave473,"Google, Gmail Hotmail fails all the time",https://support.mozilla.org/questions/1574039,os:linux,Linux,,,m:gmail;m:microsoftemail,isp:btinternet,,,0,false,,False,
1574041,2026-04-01T15:41:58.212845Z,2026-04-01,tr,connectivity,thunderbird;windows-10;connectivity;,gurupiti,Hesap eklerken hata alıyorum,https://support.mozilla.org/questions/1574041,os:windows,Windows 10,149.0.1 64 bit,149,m:gmail;m:yahooemail,,,,1,true,24.32,False,
1574045,2026-04-01T15:46:59.324873Z,2026-04-01,en-US,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,n3xge,"reinstalled TB, able to receive but not send email",https://support.mozilla.org/questions/1574045,os:windows,Windows 11,,,m:gmail,,,,2,true,1.77,False,
1574050,2026-04-01T15:55:47.354685Z,2026-04-01,it,connectivity,thunderbird;needsinfo;windows-10;connectivity;,tomiatolorenzo,problema di server Impossibile trovare live.thunderbird.net. Controllare il nome e ritentare.,https://support.mozilla.org/questions/1574050,os:windows,Windows 10,,,,,,,1,true,16.13,False,
