id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1461401,2024-09-01T01:19:25.315422Z,2024-09-01,en-US,troubleshooting,needsinfo;troubleshooting;,dspower,My Thunderbird does not appear on new computer,https://support.mozilla.org/questions/1461401,,,,,,,,,,6,true,11.22,False,
1461403,2024-09-01T01:28:11.933717Z,2024-09-01,en-US,troubleshooting,troubleshooting;,larry41,Recent Thunderbird Update now downloads deleted messages from Gmail,https://support.mozilla.org/questions/1461403,,,,,,m:gmail,,,,1,true,17.95,False,
1461405,2024-09-01T01:39:16.032794Z,2024-09-01,en-US,troubleshooting,troubleshooting;,cynthia620,Thnuderbird,https://support.mozilla.org/questions/1461405,,,,,,,isp:comcast,,,0,false,,False,
1461416,2024-09-01T04:51:05.237133Z,2024-09-01,en-US,troubleshooting,troubleshooting;,kamkamui.79,hackers in my phone,https://support.mozilla.org/questions/1461416,,,,,,,,,,1,true,3.42,False,
1461418,2024-09-01T07:11:33.570238Z,2024-09-01,en-US,settings,customize-settings-and-preferences;,FirefoxinUbuntu,Thunderbird 115.13.0 (64 bit) Linux Mint cannot receive the Greek alphabet letters I sent from Gmail,https://support.mozilla.org/questions/1461418,os:linux,,,,,m:gmail,,,,3,true,1.32,True,FirefoxinUbuntu
1461420,2024-09-01T08:04:19.371627Z,2024-09-01,en-US,troubleshooting,troubleshooting;,duhnel,Status bar at bottom not showing,https://support.mozilla.org/questions/1461420,,,,,,,,,,1,true,2.03,False,
1461422,2024-09-01T08:30:24.551025Z,2024-09-01,en-US,troubleshooting,troubleshooting;,w.emmins,no deleted items in deleted box,https://support.mozilla.org/questions/1461422,,,,,,,,,,0,false,,False,
1461434,2024-09-01T10:46:41.217040Z,2024-09-01,it,other,other;,montalbano67,cartelle non visibili,https://support.mozilla.org/questions/1461434,,,,,,,,,,4,true,0.19,True,'@next
1461435,2024-09-01T10:56:56.416675Z,2024-09-01,en-US,other,other;,habadzi,email search freezes in esr version - urgent request from a donor,https://support.mozilla.org/questions/1461435,os:windows,,,,,m:gmail,,,,2,true,16.44,False,
1461436,2024-09-01T11:00:41.800317Z,2024-09-01,en-US,other,other;,habadzi,How to stop a frozen email search?,https://support.mozilla.org/questions/1461436,,,,,,,,,,4,true,16.36,False,
