id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1544285,2025-11-01T00:10:17.526556Z,2025-11-01,en-US,reset-passwords,thunderbird;reset-passwords;,aingrassia606,"I lost my email on Thunderfird, now cant get in due forgot password",https://support.mozilla.org/questions/1544285,,,,,,,,,1,true,49.16,False,
1544293,2025-11-01T01:51:44.383543Z,2025-11-01,en-US,app-crash,thunderbird;app-crash;,geoffreysmith,"Thunderbird locked onto ""Account Settings"" page",https://support.mozilla.org/questions/1544293,,,,,,,,,20,true,8.7,False,
1544294,2025-11-01T02:00:47.745738Z,2025-11-01,en-US,connectivity,thunderbird;connectivity;,sisukivi,thunderbird,https://support.mozilla.org/questions/1544294,,,,,,m:bigpond,,,1,true,1.38,False,
1544301,2025-11-01T03:49:37.055178Z,2025-11-01,en-US,app-crash,thunderbird;app-crash;,ihylton,Add New Account: Frozen Indefinitely,https://support.mozilla.org/questions/1544301,os:windows,,,,,m:microsoftemail;m:yahooemail,,,5,true,0.87,True,siffemoz
1544313,2025-11-01T06:52:17.214492Z,2025-11-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,jymbowmann,I can't access thunderbird exclusively.  It always goes to gmail.,https://support.mozilla.org/questions/1544313,,,,,,m:gmail,,,1,true,42.41,False,
1544328,2025-11-01T10:13:00.207954Z,2025-11-01,en-US,connectivity,thunderbird;connectivity;,pfohlmann,"I installed Thunderbird on a Linux machine. Logging in with the same settings as on my Windows machine doesn't work. ""Lo",https://support.mozilla.org/questions/1544328,os:linux,,,,,,,,0,false,,False,
1544331,2025-11-01T10:48:15.944556Z,2025-11-01,en-US,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,Emerald,High CPU usage every minute when subscribed to inaccessible feed,https://support.mozilla.org/questions/1544331,os:linux,,,,,,,,0,false,,False,
1544333,2025-11-01T11:02:31.198756Z,2025-11-01,nl,import-and-export-email,thunderbird;import-and-export-email;,FRANS.DECOCK1,Back-up maken van mijn gmail bestanden.,https://support.mozilla.org/questions/1544333,,,,,,m:gmail,,,3,true,24.21,True,Mad_Maks
1544334,2025-11-01T11:14:45.644484Z,2025-11-01,it,import-and-export-email,thunderbird;import-and-export-email;,lafeniceservizi,IMPORTARE IN THUNDERBIRD FILE DI BACKUP PST,https://support.mozilla.org/questions/1544334,,,,,,,,,1,true,4.72,False,
1544338,2025-11-01T11:50:58.889025Z,2025-11-01,en-US,customization,thunderbird;customization;,condobloke1,"how to increase font size for folder names eg, Inbox, sent mail etc",https://support.mozilla.org/questions/1544338,,,,,,,,,4,true,0.08,True,sfhowes
