id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1509116,2025-05-01T04:16:21.585660Z,2025-05-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,cwkilby,comcast.net  and hotmail.com,https://support.mozilla.org/questions/1509116,,,,,m:microsoftemail,isp:comcast,,,0,false,,False,
1509118,2025-05-01T04:40:18.450884Z,2025-05-01,en-US,reset-passwords,thunderbird;reset-passwords;,marcmir2,asking me for password. don't have it,https://support.mozilla.org/questions/1509118,,,,,,,,,1,true,6.34,False,
1509145,2025-05-01T08:37:19.380147Z,2025-05-01,it,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,andreabarbagallo.ab7,Email di un singolo account duplicate,https://support.mozilla.org/questions/1509145,,,,,m:gmail,,,,1,true,8.52,False,
1509161,2025-05-01T09:57:21.788487Z,2025-05-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,psaltet,verzenden van email vanuitThunderbird lukt niet,https://support.mozilla.org/questions/1509161,,,,,,,proto:smtp,,1,true,0.87,False,
1509163,2025-05-01T10:03:46.796767Z,2025-05-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,datadijkstra,Thunderbird ontvangt geen mail meer,https://support.mozilla.org/questions/1509163,,,,,,,,,1,true,0.65,False,
1509166,2025-05-01T10:27:48.283666Z,2025-05-01,it,send-and-receive-email,thunderbird;send-and-receive-email;,robyrobis32,La posta cancellata subito,https://support.mozilla.org/questions/1509166,os:windows,,,,,,,,1,true,6.61,False,
1509168,2025-05-01T10:41:48.506652Z,2025-05-01,nl,send-and-receive-email,thunderbird;send-and-receive-email;,info973,"ik kan drie email berichten al maanden lang niet verwijderen, wat moet ik doen =",https://support.mozilla.org/questions/1509168,,,,,,,,,1,true,0.1,False,
1509182,2025-05-01T11:59:02.977912Z,2025-05-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,katja.thomas,Version 138.0 blocks sending and receiving email,https://support.mozilla.org/questions/1509182,,,,,m:microsoftemail,,,,2,true,1.72,False,
1509190,2025-05-01T12:32:59.859457Z,2025-05-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,gaferina,ALL MAIL Folder,https://support.mozilla.org/questions/1509190,,,,,,,,,2,true,0.65,False,
1509201,2025-05-01T13:33:20.204180Z,2025-05-01,it,send-and-receive-email,thunderbird;needsinfo;send-and-receive-email;,p.redolfi,invio mail,https://support.mozilla.org/questions/1509201,,,,,,,,,1,true,3.53,False,
1509202,2025-05-01T13:40:10.284814Z,2025-05-01,en-US,events,thunderbird;events;,kholland,Calendar events keep moving back one hour,https://support.mozilla.org/questions/1509202,,,,,,,,,0,false,,False,
1509207,2025-05-01T14:14:57.826536Z,2025-05-01,en-US,connectivity,thunderbird;connectivity;,gdvalle,Get New Messages in Thunderbird,https://support.mozilla.org/questions/1509207,,,,,,,,,0,false,,False,
1509210,2025-05-01T14:20:21.427008Z,2025-05-01,nl,import-and-export-email,thunderbird;import-and-export-email;,huson1,lokale mappen van harde schijf overzetten,https://support.mozilla.org/questions/1509210,,,,,,,,,4,true,16.8,False,
1509214,2025-05-01T14:52:47.037341Z,2025-05-01,en-US,contacts,thunderbird;contacts;,cetownegm,Thunderbird - adding non-default address to mailing list,https://support.mozilla.org/questions/1509214,,,,,,,,,9,true,1.17,False,
1509215,2025-05-01T14:56:16.754022Z,2025-05-01,it,customization,thunderbird;customization;,server156,HOW TO LOCK THUNDERBIRD MESSAGE LIST COLUMNS?,https://support.mozilla.org/questions/1509215,os:windows,,,,,,,,1,true,2.14,False,
1509222,2025-05-01T15:36:02.320447Z,2025-05-01,en-US,app-crash,thunderbird;app-crash;,blackie64,Thunderbird freezes after about 1 minute -- have to restart,https://support.mozilla.org/questions/1509222,,,,,,,,,1,true,0.22,False,
