id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1435416,2024-01-01T01:04:34.257139Z,2024-01-01,en-US,installation-and-updates,download-and-install_1;,sdadolf,Thunderbird Message Transfer,https://support.mozilla.org/questions/1435416,,,,,,,,,1,true,2.31,False,
1435418,2024-01-01T01:39:09.619859Z,2024-01-01,en-US,other,other;,petewalton,sorting,https://support.mozilla.org/questions/1435418,,,,,,,,,8,true,1.68,False,
1435424,2024-01-01T10:25:37.114380Z,2024-01-01,en-US,calendar,calendar;,engage1,Prevent Lightning Reminder window from stealing focus,https://support.mozilla.org/questions/1435424,os:windows,,,,,isp:orange,,,1,true,21.44,False,
1435429,2024-01-01T14:08:11.927591Z,2024-01-01,en-US,other,other;,lanejm47,Thunderbird download from server,https://support.mozilla.org/questions/1435429,,,,,,,,,1,true,16.02,False,
1435430,2024-01-01T15:04:17.380091Z,2024-01-01,en-US,other,other;,MandyWh,Thunderbird shows wrong Sender name for Email received at my gmail address,https://support.mozilla.org/questions/1435430,,,,,m:gmail,,,,3,true,1.85,False,
1435431,2024-01-01T15:11:39.332515Z,2024-01-01,en-US,troubleshooting,fix-problems;,MrPina,"Thunderbird 115.5.0 (64-bit) Supernova, Downloaded Emails Eat All My SSD Storage Capacity",https://support.mozilla.org/questions/1435431,os:linux,,,,m:gmail,,,,1,true,0.04,False,
1435434,2024-01-01T15:50:50.738305Z,2024-01-01,es,other,other;,jaadalidsoldado,Acceso A Thunderbird desde la web,https://support.mozilla.org/questions/1435434,,,,,,,,,1,true,60.05,False,
1435437,2024-01-01T16:32:45.570848Z,2024-01-01,en-US,other,other;,bzly57,Email,https://support.mozilla.org/questions/1435437,,,,,,,,,1,true,15.53,False,
1435438,2024-01-01T16:54:00.539828Z,2024-01-01,en-US,other,other;,pgdodd61,Duplicate emails since updating password,https://support.mozilla.org/questions/1435438,,,,,,,proto:smtp,,1,false,,True,pgdodd61
1435442,2024-01-01T17:32:10.591971Z,2024-01-01,en-US,other,other;,jthomas382,thunderbird,https://support.mozilla.org/questions/1435442,,,,,,,,,1,true,148.8,False,
1435443,2024-01-01T18:34:10.259637Z,2024-01-01,en-US,other,other;,mozilla505,"Thunderbird ""invisible"" account with IMAP server",https://support.mozilla.org/questions/1435443,,,,,,,proto:imap,,1,false,,True,mozilla505
1435444,2024-01-01T18:36:44.203188Z,2024-01-01,en-US,troubleshooting,fix-problems;,rsfoto,Thunderbird,https://support.mozilla.org/questions/1435444,,,,,,,,,1,true,11.47,False,
1435445,2024-01-01T18:54:41.151018Z,2024-01-01,en-US,privacy-and-security,privacy-and-security_1;,acmite,"undo ""show remote content"" in a message",https://support.mozilla.org/questions/1435445,os:linux,,,,,,,,0,false,,False,
1435447,2024-01-01T19:14:22.485518Z,2024-01-01,en-US,calendar,calendar;,chuinsfo,how to copy all events last year to new year in thunderbird,https://support.mozilla.org/questions/1435447,,,,,,,,,0,false,,False,
1435448,2024-01-01T19:17:40.559338Z,2024-01-01,en-US,email-and-messaging,desktop;download-and-install_1;windows-10;,dick.lacatell,"Recently installed Thunderbird.  Menu has ONLY Toolbars, Layout, and Folders.  Folders is grayed and can't be selected. ",https://support.mozilla.org/questions/1435448,os:windows,Windows 10,,,,,,,0,false,,False,
1435449,2024-01-01T19:24:27.121474Z,2024-01-01,en-US,other,other;,lricedvm,Local Folder Address missing,https://support.mozilla.org/questions/1435449,os:windows,,,,,,,,2,true,10.64,True,lricedvm
1435454,2024-01-01T20:36:58.648262Z,2024-01-01,en-US,other,other;,niekkaltd,Body text of Mozilla Thunderbird in command line compose,https://support.mozilla.org/questions/1435454,os:windows,,,,,,,,1,true,0.85,False,
1435462,2024-01-01T21:51:20.418065Z,2024-01-01,en-US,settings,customize;,caroGlou9815,Replies to e-mails showing up under the original insttead of simply showung in chronological order.,https://support.mozilla.org/questions/1435462,,,,,,,,,2,true,8.03,False,
1435464,2024-01-01T22:49:58.351113Z,2024-01-01,en-US,installation-and-updates,download-and-install_1;,Andrew5,Unable to connect to your IMAP server. You may have exceeded the maximum number of connections to this server,https://support.mozilla.org/questions/1435464,os:linux,,,,,,proto:imap,,2,true,6.45,False,
1435465,2024-01-01T23:32:35.950059Z,2024-01-01,en-US,settings,customize;,CelticTigerNC,Account sync,https://support.mozilla.org/questions/1435465,,,,,,,,,1,true,5.49,False,
1435466,2024-01-01T23:43:00.550832Z,2024-01-01,en-US,settings,customize;,Charlie_Daves,Moved thunderbird to new pc-emails not found,https://support.mozilla.org/questions/1435466,,,,,,,,,2,true,5.5,False,
1435468,2024-01-02T00:33:57.900361Z,2024-01-02,en-US,other,other;,JanSw,Thunderbird not saving edits to address book,https://support.mozilla.org/questions/1435468,,,,,,,,,1,true,4.44,False,
1435469,2024-01-02T00:53:46.036775Z,2024-01-02,en-US,settings,customize;,ldkamb,Change double spacing of the email display,https://support.mozilla.org/questions/1435469,,,,,,isp:frontier,,,1,true,4.09,False,
