id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1520045,2025-07-01T01:04:46.559673Z,2025-07-01,en-US,performance-and-connectivity,thunderbird;performance-and-connectivity;,jimblake,Cannot send email via TBird. Get error 10060,https://support.mozilla.org/questions/1520045,os:windows,,,,,,,proto:smtp,,0,false,,False,
1520048,2025-07-01T01:14:10.133661Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,tibetans,I cannot access my email. I have already donated to thunderbird and yet it still covers my screen. There seems to be no ,https://support.mozilla.org/questions/1520048,,,,,,,,,,2,true,9.86,False,
1520054,2025-07-01T02:11:26.672095Z,2025-07-01,en-US,reset-passwords,thunderbird;reset-passwords;,djw11,I cannot recall my password?,https://support.mozilla.org/questions/1520054,,,,,,,,,,1,true,8.1,False,
1520098,2025-07-01T07:49:44.179296Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,nameitplease25,Can't read a received email,https://support.mozilla.org/questions/1520098,,,,,,,,,,0,false,,False,
1520101,2025-07-01T08:11:56.262760Z,2025-07-01,en-US,reset-passwords,thunderbird;reset-passwords;,gaujean,j ai perdu,https://support.mozilla.org/questions/1520101,,,,,,,,,,2,true,109.15,False,
1520105,2025-07-01T08:32:15.487977Z,2025-07-01,hu,settings,thunderbird;settings;needsinfo;,veroistvan,Thunderbird  levelező program kérés,https://support.mozilla.org/questions/1520105,,,,,,,,,,4,true,3.11,False,
1520111,2025-07-01T08:50:44.761884Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,myobPayees+Mozilla,"Moving messages to a ""New Folder""",https://support.mozilla.org/questions/1520111,,,,,,,,,,0,false,,False,
1520113,2025-07-01T08:55:14.715630Z,2025-07-01,it,email-and-messaging,offtopic;,studio59,RICEVUTA PEC DOPO L'INVIO,https://support.mozilla.org/questions/1520113,,,,,,,,,,1,true,0.11,False,
1520116,2025-07-01T09:14:05.355198Z,2025-07-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,kazulife20055,特定のメールアドレスを受信できなない,https://support.mozilla.org/questions/1520116,,,,,,,,,,0,false,,False,
1520130,2025-07-01T10:33:07.282970Z,2025-07-01,es,send-and-receive-email,thunderbird;send-and-receive-email;,jordimontanyes,resolver error al enviar un mail,https://support.mozilla.org/questions/1520130,,,,,,,,,,1,true,109.19,False,
1520133,2025-07-01T10:54:55.386200Z,2025-07-01,fi,installation-and-updates,thunderbird;installation-and-updates;,user2025a,thunderbird 140.0esr not load,https://support.mozilla.org/questions/1520133,,,,,,,,,,0,false,,False,
1520137,2025-07-01T11:22:09.350365Z,2025-07-01,nl,email-and-messaging,thunderbird;email-and-messaging;,veltmanmarco,Reply op inkomende mail werkt niet,https://support.mozilla.org/questions/1520137,,,,,,m:gmail,,,,1,true,0.78,False,
1520143,2025-07-01T12:08:32.449444Z,2025-07-01,it,email-and-messaging,thunderbird;email-and-messaging;,micarena1606,filelink,https://support.mozilla.org/questions/1520143,,,,,,,,,,1,true,2.08,False,
1520145,2025-07-01T12:12:13.825058Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,taelkristofer,automated response setup,https://support.mozilla.org/questions/1520145,,,,,,,,,,1,true,1.94,False,
1520153,2025-07-01T13:13:52.086572Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,mozilla336,Thunderbird 128.11.1esr will not get emails from centurylink,https://support.mozilla.org/questions/1520153,,,,,,,isp:centurylink,proto:pop,,2,true,4.35,False,
1520155,2025-07-01T13:27:12.509423Z,2025-07-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,guavaman,Deleted emails not saved in Trash,https://support.mozilla.org/questions/1520155,,,,,,,,,,7,true,12.7,True,Toad-Hall
1520157,2025-07-01T13:34:54.357332Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,skypilot65,How to Properly Link Apple Calendars to Thunderbird,https://support.mozilla.org/questions/1520157,,,,,,m:gmail,,proto:caldav,,1,true,3.93,False,
1520158,2025-07-01T13:38:16.990473Z,2025-07-01,en-US,settings,thunderbird;settings;,MandyWh,Can't configure New Release 139_0_2 with Classic View from Release 128.11,https://support.mozilla.org/questions/1520158,,,,,,m:gmail,,,,1,false,,False,
1520167,2025-07-01T14:06:55.976545Z,2025-07-01,en-US,tags,thunderbird;tags;,adkbrandt,Tag List missing,https://support.mozilla.org/questions/1520167,os:macos,,,,,,,,,10,true,3.36,False,
1520170,2025-07-01T14:30:44.146962Z,2025-07-01,en-US,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,obiggert,HAVE TO PUT IN MY SECURITY CODE EACH TIME I GET MY MAIL,https://support.mozilla.org/questions/1520170,,,,,,,,,,0,false,,False,
1520172,2025-07-01T14:37:37.112283Z,2025-07-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,Brucecranford,Deleting e-mails from inbox fails because of corrupted message,https://support.mozilla.org/questions/1520172,os:windows,,,,,,,,,1,false,,False,
1520175,2025-07-01T14:48:25.427431Z,2025-07-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,hherzog1,install comcast emails on thunderbird,https://support.mozilla.org/questions/1520175,,,,,,,isp:comcast,,,1,true,3.79,False,
