id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1502956,2025-04-01T00:10:38.218340Z,2025-04-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,manager11,Thunderbird Unread Junk problem,https://support.mozilla.org/questions/1502956,,,,,,,proto:imap,,0,false,,False,
1502961,2025-04-01T01:15:56.638125Z,2025-04-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,equinoxe1,Thunderbird e-mail on IPhone,https://support.mozilla.org/questions/1502961,,,,,,,,,1,true,0.41,False,
1502964,2025-04-01T01:25:49.333776Z,2025-04-01,nl,import-and-export-email,thunderbird;import-and-export-email;,dewot.gx,extern email account naar Thunderbird verplaatsen,https://support.mozilla.org/questions/1502964,,,,,,,,,1,true,4.94,False,
1502967,2025-04-01T01:54:51.183668Z,2025-04-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,allen51,a unique matching from address was not found,https://support.mozilla.org/questions/1502967,,,,,,,,,0,false,,False,
1502981,2025-04-01T04:10:15.866937Z,2025-04-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,badim,sorting email in box,https://support.mozilla.org/questions/1502981,,,,,,,,,1,true,11.16,False,
1502982,2025-04-01T04:16:30.106714Z,2025-04-01,en-US,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,twf6714,Thunderbird seems to be failing to release/relinguish previously used disk for 5-6 outlook addresses via pop,https://support.mozilla.org/questions/1502982,,,,,m:microsoftemail,,proto:pop,,16,true,25.66,False,
1502986,2025-04-01T04:48:38.044584Z,2025-04-01,en-US,install,thunderbird;install;,q8yfmy99gq,Setting up Thunderbird,https://support.mozilla.org/questions/1502986,,,,,m:gmail;m:microsoftemail,,,,0,false,,False,
1502991,2025-04-01T05:31:02.567666Z,2025-04-01,en-US,events,thunderbird;events;,iampvm04,Calendar Access,https://support.mozilla.org/questions/1502991,,,,,,,,,1,true,12.79,False,
1502994,2025-04-01T05:53:41.572273Z,2025-04-01,en-US,extensions,thunderbird;extensions;,tartakbor,Problem z pocztą thunderbird,https://support.mozilla.org/questions/1502994,,,,,,,,,0,false,,False,
1503013,2025-04-01T08:01:25.617278Z,2025-04-01,en-US,customization,thunderbird;customization;,Poppa_Mintin,Incoming mail,https://support.mozilla.org/questions/1503013,,,,,,,,,8,true,4.21,True,Poppa_Mintin
1503016,2025-04-01T08:11:36.426014Z,2025-04-01,en-US,connectivity,thunderbird;connectivity;,sayurveers,Internet access,https://support.mozilla.org/questions/1503016,,,,,,,,,0,false,,False,
1503019,2025-04-01T08:32:19.816010Z,2025-04-01,cs,customization,thunderbird;customization;,johny66,Přednastavení typů sloupců při vytvoření nové složky,https://support.mozilla.org/questions/1503019,,,,,,,,,4,true,3.65,False,
1503024,2025-04-01T09:22:45.529186Z,2025-04-01,cs,email-and-messaging,thunderbird;email-and-messaging;,alkas,Text rozepsané zprávy uložené do složky Koncepty zmizel,https://support.mozilla.org/questions/1503024,os:windows,,,,,,,,3,true,2.88,False,
1503030,2025-04-01T09:59:06.402779Z,2025-04-01,en-US,security,thunderbird;security;,wainwrit,Thunderbird TB 128.8.1esr (64-bit) on ubuntu 24.04 will not save email to network (NAS) drive.,https://support.mozilla.org/questions/1503030,os:linux,,,,,,,,0,false,,False,
1503031,2025-04-01T09:59:06.698006Z,2025-04-01,en-US,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,klausdieter.andress,Passwörter ausdrucken,https://support.mozilla.org/questions/1503031,,,,,,,,,1,true,4.93,False,
1503039,2025-04-01T10:25:05.446414Z,2025-04-01,en-US,update,thunderbird;update;,not.6770,Updating from T Bird 91.13.1  32 Bit to 102 or 103,https://support.mozilla.org/questions/1503039,os:windows,,,,,,proto:pop,,5,true,1.77,False,
1503043,2025-04-01T10:45:46.326639Z,2025-04-01,en-US,account-management,thunderbird;account-management;,stewartbill1966,Setting Up Mail Account On Thunderbird.,https://support.mozilla.org/questions/1503043,,,,,,,,,0,false,,False,
1503051,2025-04-01T11:55:43.534110Z,2025-04-01,en-US,customization,thunderbird;customization;,hornetster,Size of various windows in Thunderbird,https://support.mozilla.org/questions/1503051,,,,,,,,,0,false,,False,
1503054,2025-04-01T12:17:41.430924Z,2025-04-01,en-US,events,thunderbird;events;,W.Gerber,"Canceling a calendar import from ics file ""Modification_failed""",https://support.mozilla.org/questions/1503054,,,,,,,,,0,false,,False,
1503059,2025-04-01T12:28:18.174296Z,2025-04-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,lloydhousley,All drafts messages saving to All Mail,https://support.mozilla.org/questions/1503059,,,,,,,,,1,true,2.27,False,
1503067,2025-04-01T13:05:48.269013Z,2025-04-01,it,profiles,thunderbird;needsinfo;profiles;,libero6767,Ho cancellato profilo,https://support.mozilla.org/questions/1503067,,,,,,,,,1,true,1.81,False,
1503070,2025-04-01T13:24:54.853216Z,2025-04-01,en-US,connectivity,thunderbird;connectivity;,tgwWhale,thunderbird stopped working 3/31/2025,https://support.mozilla.org/questions/1503070,,,,,m:yahooemail,,,,0,false,,False,
1503074,2025-04-01T13:41:35.101479Z,2025-04-01,en-US,customization,thunderbird;customization;,Brada,Can I move all my sub-folders to come under local folders,https://support.mozilla.org/questions/1503074,os:windows,,,,,,,,0,false,,False,
1503077,2025-04-01T14:14:47.642044Z,2025-04-01,en-US,customization,thunderbird;customization;,yurchand1,Thunderbird scrollbar width,https://support.mozilla.org/questions/1503077,,,,,,,,,5,true,3.94,True,sfhowes
1503078,2025-04-01T14:25:18.882224Z,2025-04-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,cgille,Failure to send,https://support.mozilla.org/questions/1503078,,,,,,,,,3,true,0.35,False,
1503083,2025-04-01T14:56:59.637101Z,2025-04-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,lovemusiclearning,Junk email folder not emptying,https://support.mozilla.org/questions/1503083,os:macos,,,,m:microsoftemail,,,,0,false,,False,
1503086,2025-04-01T15:03:55.680070Z,2025-04-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,hpnpilot,Cannot send or receive any emails,https://support.mozilla.org/questions/1503086,,,,,m:gmail,isp:verizon,,av:malwarebytes,5,true,0.83,False,
1503087,2025-04-01T15:05:07.276909Z,2025-04-01,en-US,customization,thunderbird;customization;,redozred5657,single space text,https://support.mozilla.org/questions/1503087,,,,,,,,,3,true,0.34,False,
