id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1443732,2024-04-01T04:37:06.506531Z,2024-04-01,en-US,settings,customize;,dascalargo,MacOS Printer Workflow Send to Thnderbird,https://support.mozilla.org/questions/1443732,os:macos,,,,,,,,,0,false,,False,
1443736,2024-04-01T08:10:21.478511Z,2024-04-01,en-US,other,other;,mdm54,strange  email,https://support.mozilla.org/questions/1443736,,,,,,,isp:comcast,,,4,true,0.13,False,
1443737,2024-04-01T08:17:23.507654Z,2024-04-01,en-US,installation-and-updates,download-and-install_1;,vp-rdp,Importing thunderbird emails,https://support.mozilla.org/questions/1443737,,,,,,,,,,2,true,3.46,False,
1443739,2024-04-01T08:40:54.181231Z,2024-04-01,en-US,settings,customize;,kofalvi,gmail label,https://support.mozilla.org/questions/1443739,,,,,,m:gmail,,,,1,true,31.54,False,
1443741,2024-04-01T09:22:52.024228Z,2024-04-01,en-US,troubleshooting,fix-problems;,T3rm1,Global search not working for a specific email,https://support.mozilla.org/questions/1443741,,,,,,,,,,2,true,7.62,False,
1443742,2024-04-01T09:46:38.304115Z,2024-04-01,en-US,other,other;,ylva4,incoming mail,https://support.mozilla.org/questions/1443742,,,,,,,,,,0,false,,False,
1443743,2024-04-01T09:51:58.490649Z,2024-04-01,en-US,settings,customize;,Tombarkas,"TB set to start up on win 11 startup, but gets switched off",https://support.mozilla.org/questions/1443743,os:windows,,,,,,,,,0,false,,False,
1443744,2024-04-01T10:09:48.275842Z,2024-04-01,en-US,privacy-and-security,privacy-and-security_1;,flowersebf,lack of logon password for charter.net,https://support.mozilla.org/questions/1443744,,,,,,,isp:spectrum,,,6,true,1.57,True,flowersebf
1443750,2024-04-01T12:49:58.364632Z,2024-04-01,en-US,calendar,calendar;,josuer.bague,Email Invites from EEST are 1 hour off,https://support.mozilla.org/questions/1443750,,,,,,,,,,0,false,,False,
1443755,2024-04-01T13:14:15.655490Z,2024-04-01,es,settings,customize;,ajanimate1,Ordenar Correo,https://support.mozilla.org/questions/1443755,,,,,,,,,,1,true,4.6,False,
1443763,2024-04-01T14:26:02.553227Z,2024-04-01,it,troubleshooting,fix-problems;,davdo84,Cartelle unificate e filtri messaggi non funziona,https://support.mozilla.org/questions/1443763,,,,,,m:gmail,,,,5,true,1.94,False,
1443766,2024-04-01T14:59:34.176990Z,2024-04-01,en-US,other,other;,yooper2,Highlighted message in list become unhighlighted when I click in message box.,https://support.mozilla.org/questions/1443766,,,,,,,,,,0,false,,False,
1443769,2024-04-01T15:11:05.852948Z,2024-04-01,en-US,other,other;,Harvard,Trouble sending Email (on iMac) with a changed/different identity.,https://support.mozilla.org/questions/1443769,,,,,,,,,,0,false,,False,
1443772,2024-04-01T15:29:19.652842Z,2024-04-01,en-US,settings,customize;,joan.kemp1,"""insert  hyperlink"" has suddenly disappeared from the Thunderbird 'write' menu - help please!",https://support.mozilla.org/questions/1443772,,,,,,,,,,1,false,,False,
1443774,2024-04-01T15:50:48.145439Z,2024-04-01,en-US,troubleshooting,fix-problems;,riteshm321,login to server smtp.office365.com with username failed when using mail merge in the latest thunderbird version,https://support.mozilla.org/questions/1443774,,,,,,m:microsoftemail,,proto:smtp,,0,false,,False,
1443776,2024-04-01T16:10:58.766436Z,2024-04-01,en-US,privacy-and-security,privacy-and-security_1;needsinfo;,jeraldasmith,Can't send from Comcast,https://support.mozilla.org/questions/1443776,,,,,,,isp:comcast,proto:imap;proto:smtp;proto:pop,,12,true,0.58,False,
1443783,2024-04-01T16:57:58.224729Z,2024-04-01,en-US,other,other;,attride,Thunderbird Version 115.9.0: Message Headers,https://support.mozilla.org/questions/1443783,os:macos,,macos:monterey;macos:big_sur,,,,,proto:pop,,0,false,,False,
1443788,2024-04-01T18:44:48.569140Z,2024-04-01,en-US,other,other;,mthope1,email requires my passwood each time,https://support.mozilla.org/questions/1443788,,,,,,,,,,1,true,1.5,False,
1443790,2024-04-01T18:50:12.400415Z,2024-04-01,en-US,troubleshooting,fix-problems;,justin.spitzer,"Thunderbird will not open LinkedIn.com links, all others open fine.",https://support.mozilla.org/questions/1443790,,,,,,,,,,0,false,,False,
1443794,2024-04-01T19:21:59.468878Z,2024-04-01,en-US,other,other;,sherri9,Thunderbird Beta Updates,https://support.mozilla.org/questions/1443794,,,,,,,,,,5,true,16.13,True,davidsk
1443795,2024-04-01T19:23:42.349355Z,2024-04-01,en-US,other,other;,anderslgus,E-mail,https://support.mozilla.org/questions/1443795,,,,,,m:gmail,,,,0,false,,False,
1443798,2024-04-01T20:06:48.881146Z,2024-04-01,en-US,troubleshooting,fix-problems;,wjflier,Wil they ever fix the filter page problem,https://support.mozilla.org/questions/1443798,,,,,,,,,,0,false,,False,
1443809,2024-04-01T22:47:41.842595Z,2024-04-01,en-US,other,other;,loomac,Signing up with Thunderbird to get my emails. I might already be signed up. Don't know,https://support.mozilla.org/questions/1443809,,,,,,m:telus,isp:telus,,,2,true,114.3,False,
1443812,2024-04-02T01:16:12.006463Z,2024-04-02,en-US,installation-and-updates,download-and-install_1;,cfnord,POP to IMAP saving old messages,https://support.mozilla.org/questions/1443812,,,,,,,,proto:imap;proto:pop,,3,true,10.12,False,
1443814,2024-04-02T01:59:21.954053Z,2024-04-02,en-US,troubleshooting,fix-problems;,jhuber1965,Thunderbird 115.9.0-1 Snap will not open hyperlinks in messages,https://support.mozilla.org/questions/1443814,os:linux,,,,,,,,,0,false,,False,
1443816,2024-04-02T03:35:42.304172Z,2024-04-02,en-US,other,other;,kathymiked,Donation,https://support.mozilla.org/questions/1443816,,,,,,,,,,1,true,1.09,False,
1443819,2024-04-02T06:09:04.245197Z,2024-04-02,es,other,other;,carlosruizprieto,Color texto en mensajes,https://support.mozilla.org/questions/1443819,os:windows,,,,,,,,,5,true,19.47,False,
1443820,2024-04-02T06:17:42.202617Z,2024-04-02,en-US,other,other;,steve611,Thunderbird no longer loading messages prefixed as ***SPAM***,https://support.mozilla.org/questions/1443820,os:linux,,,,,,,,,4,true,123.95,False,
1443822,2024-04-02T07:19:33.915843Z,2024-04-02,es,other,other;,daniel.garcia,Emails sent by moodle or webmails are not shown in sent folder,https://support.mozilla.org/questions/1443822,,,,,,m:gmail,,,,1,true,111.89,False,
1443823,2024-04-02T07:28:02.240342Z,2024-04-02,it,other,other;,tuxberg77,Thunderbird / gmail only few messages showing,https://support.mozilla.org/questions/1443823,,,,,,m:gmail,,,,1,true,2.17,False,
1443825,2024-04-02T07:39:55.080783Z,2024-04-02,en-US,installation-and-updates,download-and-install_1;,tkocan,Cannot login to outlook account (empty oauth window),https://support.mozilla.org/questions/1443825,,,,,,m:microsoftemail,,proto:oauth,,1,true,105.38,False,
1443826,2024-04-02T08:28:31.388172Z,2024-04-02,en-US,other,other;,oiltrustservice,I can't log in,https://support.mozilla.org/questions/1443826,,,,,,m:gmail,,,,1,true,104.53,False,
1443828,2024-04-02T08:43:30.758356Z,2024-04-02,en-US,other,other;,srihari.mohan,Need your support to login my account,https://support.mozilla.org/questions/1443828,,,,,,,,,,1,true,104.27,False,
1443830,2024-04-02T09:13:15.916767Z,2024-04-02,en-US,settings,customize;,MysteryMan,Help with TBSync,https://support.mozilla.org/questions/1443830,os:windows,,,,,,,,,1,false,,False,
1443831,2024-04-02T10:21:02.474025Z,2024-04-02,en-US,other,other;,henrywillis,Thunderbird email- not loading inbox emails? cant fetch from IUD?,https://support.mozilla.org/questions/1443831,,,,,,,,,,1,true,29.57,False,
1443832,2024-04-02T11:02:25.052043Z,2024-04-02,en-US,settings,customize;,racarrera,Why is it so hard to find a contact book deduper??,https://support.mozilla.org/questions/1443832,,,,,,,,,,3,true,0.29,False,
1443834,2024-04-02T11:11:10.048324Z,2024-04-02,es,other,other;,rosi6,Borrado de mensajes,https://support.mozilla.org/questions/1443834,,,,,,,,,,1,true,14.46,False,
1443837,2024-04-02T11:42:01.386258Z,2024-04-02,es,other,other;,toriasas1,Error envío email de cuentas HOTMAIL,https://support.mozilla.org/questions/1443837,,,,,,m:microsoftemail,,proto:smtp,,1,true,13.24,False,
1443842,2024-04-02T12:29:46.717159Z,2024-04-02,pt-BR,settings,customize;,talisjonatas,Lista de Mensagem com 3 linhas,https://support.mozilla.org/questions/1443842,,,,,,,,,,0,false,,False,
1443845,2024-04-02T12:54:23.606757Z,2024-04-02,en-US,troubleshooting,fix-problems;,atgf0127,Thunderbird Contacts Import,https://support.mozilla.org/questions/1443845,,,,,,,,,,1,true,122.11,False,
1443847,2024-04-02T13:31:56.931373Z,2024-04-02,sl,settings,customize;,bralcom,VPN omrežje,https://support.mozilla.org/questions/1443847,,,,,,m:gmail,,,,0,false,,False,
1443850,2024-04-02T14:14:51.064580Z,2024-04-02,en-US,troubleshooting,fix-problems;needsinfo;,leestauber,sending e mail,https://support.mozilla.org/questions/1443850,,,,,,,,proto:smtp,,1,true,17.24,False,
1443851,2024-04-02T14:33:17.594164Z,2024-04-02,cs,settings,customize;,simek2288,Neustálé zadávání hesla Hotmail.com,https://support.mozilla.org/questions/1443851,,,,,,m:microsoftemail,,,,1,true,19.25,True,Ansamb
1443854,2024-04-02T14:58:22.148458Z,2024-04-02,en-US,other,other;,JustMe3,Compacting folders on 102.11.0 (64 bit),https://support.mozilla.org/questions/1443854,,,,,,,,,,1,true,62.17,False,
1443855,2024-04-02T14:58:34.047378Z,2024-04-02,en-US,settings,customize;,Tombarkas,Autostart Thunderbird with Windows,https://support.mozilla.org/questions/1443855,,,,,,,,,,2,true,25.1,False,
1443856,2024-04-02T15:11:08.331669Z,2024-04-02,en-US,calendar,calendar;,guillermo.padilla.m,iCloud Calendar,https://support.mozilla.org/questions/1443856,,,,,,,,,,0,false,,False,
1443858,2024-04-02T15:23:19.222252Z,2024-04-02,es,other,other;,aprendiendo,¿Dónde se aceptan los Terminos y condiciones?,https://support.mozilla.org/questions/1443858,,,,,,,,,,1,true,9.49,False,
1443859,2024-04-02T15:33:41.418576Z,2024-04-02,en-US,other,other;,pte971,Password,https://support.mozilla.org/questions/1443859,,,,,,m:yahooemail,,,,1,true,2.11,False,
1443860,2024-04-02T15:37:34.918761Z,2024-04-02,it,troubleshooting,fix-problems;,Juna55,"Ripristino messaggi in ""Tutti i messaggi""",https://support.mozilla.org/questions/1443860,os:macos,,macos:sonoma,,,,,proto:imap,,4,true,5.11,False,
1443866,2024-04-02T17:01:43.550313Z,2024-04-02,en-US,troubleshooting,fix-problems;,mcisar,"Thunderbird ""reset"" itself and now email folders missing.",https://support.mozilla.org/questions/1443866,,,,,,,,proto:imap;proto:pop,,3,true,0.66,False,
1443868,2024-04-02T17:38:16.738660Z,2024-04-02,en-US,settings,customize;,hosteena,"When thunderbird is launched, it is automatically deleting messages from junk and inbox folders.",https://support.mozilla.org/questions/1443868,,,,,,,,,,1,true,13.79,False,
1443872,2024-04-02T19:29:21.893845Z,2024-04-02,es,other,other;,decastro1,Cómo eliminar una cuenta de correo de las 4 que tengo definidas en Thunderbird,https://support.mozilla.org/questions/1443872,,,,,,m:microsoftemail,,,,3,true,5.28,False,
1443879,2024-04-02T21:13:40.105874Z,2024-04-02,en-US,privacy-and-security,privacy-and-security_1;,p2p01,login issues,https://support.mozilla.org/questions/1443879,,,,,,,,,,1,true,10.1,False,
1443880,2024-04-02T21:38:57.424158Z,2024-04-02,en-US,other,other;,rofu84,Synchronize thunderbird on two different computers,https://support.mozilla.org/questions/1443880,os:linux,,,,,,,,,1,true,16.16,False,
1443883,2024-04-02T22:04:11.871018Z,2024-04-02,en-US,privacy-and-security,privacy-and-security_1;,lgoldman,Lost HTML and remote images on incoming emails,https://support.mozilla.org/questions/1443883,,,,,,,,,,1,false,,True,lgoldman
1443885,2024-04-02T22:56:19.364259Z,2024-04-02,en-US,installation-and-updates,download-and-install_1;,ArtP2,"I get a ""note"" saying Thunderbird is not connected, may be a network problem. I am not computer savy, I don't know what ",https://support.mozilla.org/questions/1443885,,,,,,,,,,0,false,,False,
1443887,2024-04-03T00:12:23.857031Z,2024-04-03,en-US,settings,customize;,murdock312,can i set mails to specific folders?,https://support.mozilla.org/questions/1443887,,,,,,,,,,2,true,7.07,False,
1443888,2024-04-03T00:16:18.175472Z,2024-04-03,en-US,other,other;,herbsalign,mozilla not connecting to quick books for batch email. single emails work s fine.,https://support.mozilla.org/questions/1443888,,,,,,,,,,0,false,,False,
