id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1514833,2025-06-01T00:06:54.965914Z,2025-06-01,en-US,accessibility,thunderbird;accessibility;,dlandiss1,"Freezes while composing message Thunderbird 138/139, Windows 11, in safe mode and troubleshoot mode SOLVED by setting ac",https://support.mozilla.org/questions/1514833,os:windows,,,,,,,,29,true,12.83,True,Toad-Hall
1514853,2025-06-01T04:22:54.699992Z,2025-06-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,PS56k,how to re-order message filter entries - up/down -,https://support.mozilla.org/questions/1514853,,,,,,,,,1,true,0.25,False,
1514867,2025-06-01T07:04:50.327495Z,2025-06-01,en-US,reset-passwords,thunderbird;reset-passwords;,e.noske,Passwort vergessen,https://support.mozilla.org/questions/1514867,,,,,,,,,3,true,4.97,False,
1514880,2025-06-01T09:44:44.547900Z,2025-06-01,en-US,update,thunderbird;update;,pwheatley27,New version 139.0 of Thunderbird (ESR128toRelease136),https://support.mozilla.org/questions/1514880,,,,,,,,,9,true,2.29,False,
1514881,2025-06-01T09:49:24.224724Z,2025-06-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,kerstinf,Problems with sending emails,https://support.mozilla.org/questions/1514881,os:windows,,,,,,,,1,true,2.9,False,
1514894,2025-06-01T12:33:46.354669Z,2025-06-01,en-US,send-and-receive-email,thunderbird;needsinfo;send-and-receive-email;,stephenh1612,Yahoo Mail issues,https://support.mozilla.org/questions/1514894,,,,,,m:yahooemail,,,2,true,28.92,False,
1514896,2025-06-01T12:40:26.851497Z,2025-06-01,en-US,passwords-and-sign-in,thunderbird;passwords-and-sign-in;,vk4cmr,Thunderbird has lost my email login credentials,https://support.mozilla.org/questions/1514896,,,,,,m:gmail,,,1,true,1.43,False,
1514912,2025-06-01T15:14:33.547753Z,2025-06-01,en-US,search,thunderbird;search;,hexworx,More advanced search for old emails,https://support.mozilla.org/questions/1514912,,,,,,,,,6,true,1.33,True,sfhowes
1514915,2025-06-01T15:38:07.325789Z,2025-06-01,en-US,customization,thunderbird;customization;,DFrancis,Restore inbox format (ESR128toRelease136),https://support.mozilla.org/questions/1514915,,,,,,,,,1,true,4.17,False,
1514921,2025-06-01T15:56:54.871639Z,2025-06-01,en-US,connectivity,thunderbird;connectivity;,rtrice,can't receive emails,https://support.mozilla.org/questions/1514921,,,,,,,,,2,true,47.77,False,
1514925,2025-06-01T16:13:12.510632Z,2025-06-01,pt-BR,send-and-receive-email,thunderbird;send-and-receive-email;,frpedace,Synchronization problem,https://support.mozilla.org/questions/1514925,,,,,,,,,0,false,,False,
1514926,2025-06-01T16:14:01.840426Z,2025-06-01,en-US,customization,thunderbird;customization;,jeffreygerlinger,POPup email address windows,https://support.mozilla.org/questions/1514926,,,,,,,,,0,false,,False,
1514940,2025-06-01T17:51:36.909172Z,2025-06-01,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,bcoolin,recieving mail,https://support.mozilla.org/questions/1514940,,,,,,,,,1,true,1.38,False,
1514945,2025-06-01T18:56:19.588867Z,2025-06-01,en-US,undefined,thunderbird;contacts;undefined;,2peterr,Thank you,https://support.mozilla.org/questions/1514945,,,,,,,,,1,true,0.68,False,
1514948,2025-06-01T19:40:27.570700Z,2025-06-01,en-US,languages,thunderbird;languages;,LarsErikOsterud,Missing translation in the norwegian translation - Who to ask?,https://support.mozilla.org/questions/1514948,,,,,,,,,1,true,0.23,False,
1514954,2025-06-01T20:18:20.840125Z,2025-06-01,en-US,customization,thunderbird;needsinfo;customization;,pier3,accounts,https://support.mozilla.org/questions/1514954,os:windows,,,,,,,,3,true,2.78,False,
1514958,2025-06-01T20:52:19.462886Z,2025-06-01,it,send-and-receive-email,thunderbird;needsinfo;send-and-receive-email;,pfgardengarden,Accesso all’account “pfgarden@pec.it” non riuscito Accesso al server imap.pec.it con nome utente pfgarden@pec.it non riu,https://support.mozilla.org/questions/1514958,,,,,,,proto:imap,,1,true,9.26,False,
1514960,2025-06-01T20:56:45.057083Z,2025-06-01,en-US,email-and-messaging,thunderbird;email-and-messaging;,bill_lamb,Email Subfolders,https://support.mozilla.org/questions/1514960,,,,,,,,,2,true,1.69,True,mozilla98
1514962,2025-06-01T21:05:08.966612Z,2025-06-01,en-US,install,thunderbird;install;,joaquin.oakland,Find Thunderbird version from Profile data,https://support.mozilla.org/questions/1514962,os:macos,,,,,,,,8,true,0.7,False,
1514968,2025-06-01T21:54:24.406998Z,2025-06-01,en-US,customization,thunderbird;customization;,CharlieP,Signature Block,https://support.mozilla.org/questions/1514968,,,,,,,,,5,true,2.46,True,CharlieP
1514976,2025-06-01T23:02:04.748799Z,2025-06-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;,CWTL,"Thunderbird ""junk"" mail",https://support.mozilla.org/questions/1514976,,,,,,,,,2,true,1.31,False,
1514984,2025-06-01T23:53:40.628199Z,2025-06-01,en-US,events,thunderbird;events;,clevekurtz,Reminder popup window for my scheduled stopped popping up,https://support.mozilla.org/questions/1514984,,,,,,,,,0,false,,False,
1514988,2025-06-02T00:36:53.593645Z,2025-06-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,cg.risd5,Not able to send emails from one of two AOL accounts,https://support.mozilla.org/questions/1514988,,,,,,m:yahooemail,proto:smtp,,4,true,0.76,False,
1514990,2025-06-02T00:40:51.305500Z,2025-06-02,en-US,import-and-export-email,thunderbird;import-and-export-email;,uncommon7441,Importing email from MBOX Zip file,https://support.mozilla.org/questions/1514990,,,,,,,,,12,true,11.0,False,
1515011,2025-06-02T04:08:16.193353Z,2025-06-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,swherman,Email,https://support.mozilla.org/questions/1515011,,,,,,m:spectrum,,,4,true,12.6,False,
1515015,2025-06-02T06:20:09.890660Z,2025-06-02,en-US,send-and-receive-email,thunderbird;send-and-receive-email;,naoto.yumegaya,メールアドレス変更をしたら、新しいアドレスでメールが入らなくなりました。,https://support.mozilla.org/questions/1515015,,,,,,m:microsoftemail,,,1,true,4.45,False,
1515016,2025-06-02T06:32:11.162873Z,2025-06-02,en-US,customization,thunderbird;customization;,jike2845,Readinf and writing email,https://support.mozilla.org/questions/1515016,,,,,,,,,0,false,,False,
1515025,2025-06-02T07:59:42.085901Z,2025-06-02,en-US,import-and-export-email,thunderbird;import-and-export-email;,cct667,Backing up e-mails from profile without the settings,https://support.mozilla.org/questions/1515025,,,,,,,proto:pop,,0,false,,False,
1515028,2025-06-02T08:11:03.881831Z,2025-06-02,nl,send-and-receive-email,thunderbird;junk-mail-and-spam;send-and-receive-email;,loekprins,server blokkade,https://support.mozilla.org/questions/1515028,,,,,,,,,7,true,0.4,False,
1515032,2025-06-02T08:52:05.685275Z,2025-06-02,nl,encryption,thunderbird;android;encryption;firefox-1390;,loekprins,server blokkade thunderbird,https://support.mozilla.org/questions/1515032,os:android,Android,,,,,,,0,false,,False,
1515040,2025-06-02T09:28:06.260920Z,2025-06-02,en-US,customization,thunderbird;customization;,Cbhihe,Recover Thunderbird 138.0 classic compact view in TB 139.0,https://support.mozilla.org/questions/1515040,,,,,,,,,2,true,1.34,True,wsmwk
