id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1446246,2024-05-01T00:19:47.584428Z,2024-05-01,en-US,other,other;,mdm54,asked but not answered yello bar at bottom of drafts,https://support.mozilla.org/questions/1446246,,,,,,,,,2,true,134.17,False,
1446247,2024-05-01T00:33:39.885907Z,2024-05-01,en-US,privacy-and-security,privacy-and-security_1;,Iliopier,"Deleted Thunderbird and reinstalled. ""Use Primary Password"" is clicked so I can't reset primary password. (win10)",https://support.mozilla.org/questions/1446247,os:windows,,,,,,,,14,true,37.62,False,
1446250,2024-05-01T00:51:55.578889Z,2024-05-01,en-US,email-and-messaging,desktop;other;windows-10;firefox-1250;firefox-12503;,mdm54,thumder bird mail  drafts folder,https://support.mozilla.org/questions/1446250,os:windows,Windows 10,,,,,,,28,true,19.25,True,davidsk
1446253,2024-05-01T02:39:12.959839Z,2024-05-01,en-US,settings,customize;,franco.compass,Folder structure in Thunderbird,https://support.mozilla.org/questions/1446253,,,,,,,,,0,false,,False,
1446257,2024-05-01T04:23:57.189276Z,2024-05-01,en-US,installation-and-updates,download-and-install_1;,ceeveekay,"Cox / yahoo - User Name keeps changing. The fix I read does not work for me in 2024. Please, please help.",https://support.mozilla.org/questions/1446257,,,,,m:yahooemail,isp:cox,proto:smtp;proto:oauth,,23,true,7.56,False,
1446260,2024-05-01T06:24:39.001260Z,2024-05-01,en-US,troubleshooting,fix-problems;,badgooner,"ERROR: Unable to log in at server. Probably wrong configuration, username or password",https://support.mozilla.org/questions/1446260,,,,,m:gmail,,,,1,true,5.45,False,
1446264,2024-05-01T09:44:12.049299Z,2024-05-01,en-US,other,other;,peter.bate.aust,Check new message for deleted account,https://support.mozilla.org/questions/1446264,,,,,,,,,1,true,2.08,False,
1446265,2024-05-01T09:52:06.503944Z,2024-05-01,en-US,other,other;,ken180,Sending email,https://support.mozilla.org/questions/1446265,os:windows,,,,,,,,5,true,23.54,False,
1446271,2024-05-01T11:38:43.079378Z,2024-05-01,en-US,other,other;,geoffstanway43,Thunderbird E mail authentication when sending emails,https://support.mozilla.org/questions/1446271,,,,,,,,,1,true,0.16,False,
1446272,2024-05-01T11:39:00.566588Z,2024-05-01,en-US,calendar,calendar;,firefox2089,Event synced from Google Calendar has wrong time.,https://support.mozilla.org/questions/1446272,,,,,m:microsoftemail,,,,0,false,,False,
1446273,2024-05-01T11:56:22.693838Z,2024-05-01,en-US,email-and-messaging,desktop;other;windows-10;firefox-1250;firefox-12503;,AuroraMagic,Sorry but even getting to find HOW to Submit to get help is awful. Desperate for help with Thunderbird lost all my email,https://support.mozilla.org/questions/1446273,os:windows,Windows 10,,,,,,,2,true,110.34,False,
1446284,2024-05-01T14:04:25.102698Z,2024-05-01,it,settings,customize;,fioriefoto42,Oggi ho effettuato una donazione di 20 euro con carta di credito ma non sono sicuro che la transazione sia riuscita.,https://support.mozilla.org/questions/1446284,,,,,,,,,1,true,0.38,False,
1446288,2024-05-01T14:31:50.016204Z,2024-05-01,en-US,other,other;,rehawkpe,View/Folders menu will not allow any selection but Recent,https://support.mozilla.org/questions/1446288,,,,,,,proto:imap;proto:pop,,1,true,106.56,False,
1446289,2024-05-01T14:46:36.556777Z,2024-05-01,en-US,troubleshooting,fix-problems;,notthere56,need to send out emergency email to many addresses,https://support.mozilla.org/questions/1446289,,,,,,isp:spectrum,,,1,true,5.11,False,
1446291,2024-05-01T15:09:30.757021Z,2024-05-01,en-US,other,other;,outhouseengineering,Thunderbird E-Mail Address,https://support.mozilla.org/questions/1446291,,,,,m:microsoftemail,,proto:imap,,0,false,,False,
