id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1584949,2026-06-01T06:09:53.052988Z,2026-06-01,en-US,crashing-and-slow-performance,beta;thunderbird;windows-11;crashing-and-slow-performance;thunderbird-1520;,amalkr,the mail is not coming and thunderbird is very slow,https://support.mozilla.org/questions/1584949,os:windows,Windows 11,,152.0beta,152,,,,1,true,13.21,False,
1584953,2026-06-01T06:34:19.554161Z,2026-06-01,en-US,email-and-messaging,thunderbird;email-and-messaging;thunderbird-91131;thunderbird-9113;,cjsiddah,Is there any way to retrieve double deleted emails?,https://support.mozilla.org/questions/1584953,os:macos,Mac OS x 10_14_6,macos:mojave,91.13.1,,,,,1,true,6.71,False,
1584958,2026-06-01T08:16:54.200700Z,2026-06-01,en-US,connectivity,linux;thunderbird;connectivity;thunderbird-1490;thunderbird-14901;,tomzhixingw,Cannot connect to Exchange (microsoft) account.,https://support.mozilla.org/questions/1584958,os:linux,Linux,,149.0.1,149,m:microsoftemail,,,0,false,,False,
1584960,2026-06-01T08:55:38.877112Z,2026-06-01,en-US,account-management,thunderbird;windows-11;account-management;thunderbird-1510;thunderbird-15101;,judypudy,finding the Menu,https://support.mozilla.org/questions/1584960,os:windows,Windows 11,,151.0.1R,151,,proto:imap,,1,true,1.67,False,
1584963,2026-06-01T09:14:34.542626Z,2026-06-01,en-US,import-and-export-email,linux;thunderbird;import-and-export-email;thunderbird-140110;thunderbird-14011;,roundbot,Recover Lost Emails,https://support.mozilla.org/questions/1584963,os:linux,Linux,,140.11.0esr (64-bi,140,,proto:imap,,1,true,1.56,False,
1584965,2026-06-01T09:37:08.214756Z,2026-06-01,en-US,customization,linux;thunderbird;customization;thunderbird-140110;thunderbird-14011;,krakadzeyau,Ctrl-Q vs. R,https://support.mozilla.org/questions/1584965,os:linux,Linux,,140.11.0esr,140,m:microsoftemail,,,2,true,1.47,False,
1584976,2026-06-01T10:56:55.167239Z,2026-06-01,en-US,performance-and-connectivity,thunderbird;windows-10;performance-and-connectivity;,pscolnik,"Not responding, connectivity issues, slow deleting",https://support.mozilla.org/questions/1584976,os:windows,Windows 10,,,,,,,5,true,0.23,False,
1584982,2026-06-01T11:52:34.377325Z,2026-06-01,pt-BR,send-and-receive-email,thunderbird;send-and-receive-email;windows-1011;thunderbird-14011;thunderbird-140111;,licitacao4,Estou recebendo mensagens de não entrega,https://support.mozilla.org/questions/1584982,os:windows,Windows 10/11,,140.11.1esr (64 bi,140,,,,0,false,,False,
1585002,2026-06-01T14:07:28.449389Z,2026-06-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;thunderbird-1510;thunderbird-15101;,info14089,Bei der Neueinrichtung auf einem neuen Rechner fehlt mir der Ordner für gesendete Mails.,https://support.mozilla.org/questions/1585002,os:windows,Windows 10,,151.0.1,151,,,,1,true,2.04,True,davidsk
1585011,2026-06-01T14:54:19.949383Z,2026-06-01,en-US,email-and-messaging,thunderbird;windows-11;email-and-messaging;,chashusker,Where are all of my e-mails???,https://support.mozilla.org/questions/1585011,os:windows,Windows 11,,e-mails,,,,,1,true,6.43,False,
