id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1579394,2026-05-01T01:09:03.655614Z,2026-05-01,en-US,email-and-messaging,thunderbird;windows-10;email-and-messaging;thunderbird-1500;,n4aof,"Thunderbird has suddenly gone insane -- ""From"" information wrong in the header pane",https://support.mozilla.org/questions/1579394,os:windows,Windows 10,,150.0,150,,,,3,true,141.77,True,rednoise
1579404,2026-05-01T03:14:40.850906Z,2026-05-01,en-US,customization,thunderbird;customization;windows-11;,jlchampion,After last update email does not open as html,https://support.mozilla.org/questions/1579404,os:windows,Windows 11,,I think it is the,,,,,0,false,,False,
1579412,2026-05-01T05:25:59.902565Z,2026-05-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;thunderbird-14010;thunderbird-140101;,almudena2,Thunderbird not receiving new emails,https://support.mozilla.org/questions/1579412,os:windows,Windows 10,,140.10.1esr,140,,,,0,false,,False,
1579419,2026-05-01T06:56:37.322556Z,2026-05-01,en-US,calendar,thunderbird;calendar;windows-11;thunderbird-1500;thunderbird-15001;,KJS-LES,Is it possible to have the calendar run as a separate app?,https://support.mozilla.org/questions/1579419,os:windows,Windows 11,,150.0.1,150,,,,0,false,,False,
1579422,2026-05-01T07:21:57.271179Z,2026-05-01,tr,customization,thunderbird;customization;windows-11;thunderbird-1500;thunderbird-15001;,harun482,SÜTUN UZUNLUKLARI,https://support.mozilla.org/questions/1579422,os:windows,Windows 11,,150.0.1,150,,,,0,false,,False,
1579425,2026-05-01T07:37:58.820932Z,2026-05-01,en-US,customization,linux;thunderbird;customization;thunderbird-140100;thunderbird-14010;,pcooper2,cant  resize T'bird window,https://support.mozilla.org/questions/1579425,os:linux,Linux,,140.10.0esr,140,,,,1,false,,False,
1579438,2026-05-01T09:40:14.871089Z,2026-05-01,en-US,email-and-messaging,thunderbird;windows-11;email-and-messaging;thunderbird-140100;thunderbird-14010;,peter298,New email account set up fails,https://support.mozilla.org/questions/1579438,os:windows,Windows 11,,140.10.0esr,140,,,,0,false,,False,
1579442,2026-05-01T09:54:00.165652Z,2026-05-01,en-US,send-and-receive-email,linux;thunderbird;send-and-receive-email;thunderbird-1490;thunderbird-14901;,gwahl2,several IMAP accounts,https://support.mozilla.org/questions/1579442,os:linux,Linux,,149.0.1esr,149,,proto:imap,,0,false,,False,
1579444,2026-05-01T09:57:52.454304Z,2026-05-01,en-US,send-and-receive-email,windows-7;thunderbird;send-and-receive-email;thunderbird-115180;thunderbird-11518;,ericathroll,authentication failure while connecting to server imap.gmail.com,https://support.mozilla.org/questions/1579444,os:windows,Windows 7,,115.18.0 64-bit,115,m:gmail,proto:imap,,0,false,,False,
1579447,2026-05-01T10:43:09.117273Z,2026-05-01,en-US,junk-mail-and-spam,thunderbird;junk-mail-and-spam;windows-1011;firefox-140100;firefox-14010_1;,ivorellis,How can I stop a certain sender's email going to Junk?,https://support.mozilla.org/questions/1579447,os:windows,Windows 10/11,,,,,,,1,true,0.74,False,
