id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,tb_version,tb_version_major,mail_provider,isp,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1568383,2026-03-01T00:02:19.515430Z,2026-03-01,en-US,email-and-messaging,thunderbird;windows-10;email-and-messaging;,g7805267,Emails not deleting and keep coming back with message to check that there's sufficient space for emails. they're not bei,https://support.mozilla.org/questions/1568383,os:windows,Windows 10,,,,,,,0,false,,False,
1568385,2026-03-01T00:13:23.303772Z,2026-03-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;,g7805267,Not downloading BTmail emails [Emails not deleting and keep coming back with message to check that there's sufficient sp,https://support.mozilla.org/questions/1568385,os:windows,Windows 10,,,,,,,2,true,8.22,False,
1568390,2026-03-01T01:02:15.980620Z,2026-03-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;,tbirdUser_t3,can't send mail on  new personal Outlook.com account,https://support.mozilla.org/questions/1568390,os:windows,Windows 10,140.8.0esr,140,m:microsoftemail,,proto:smtp;proto:pop;proto:oauth,,10,true,7.39,False,
1568400,2026-03-01T02:13:04.415972Z,2026-03-01,en-US,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,DougP1,Emails on some accounts are coming through twice.,https://support.mozilla.org/questions/1568400,os:windows,Windows 11,,,,,,,4,true,10.92,False,
1568404,2026-03-01T02:52:19.643906Z,2026-03-01,en-US,send-and-receive-email,thunderbird;windows-11;send-and-receive-email;,csteel51,How to set Thunderbird to auto forward incoming mail to new address,https://support.mozilla.org/questions/1568404,os:windows,Windows 11,,,m:gmail,,,,3,true,5.48,False,
1568408,2026-03-01T03:47:51.760151Z,2026-03-01,en-US,install,windows-7;thunderbird;install;,timan,Thunderbird SuperNova on 32 bit Win 7 machine,https://support.mozilla.org/questions/1568408,os:windows,Windows 7,115.18.0 SuperNova,115,,,,,3,true,0.92,True,timan
1568427,2026-03-01T07:46:10.068421Z,2026-03-01,it,crashing-and-slow-performance,thunderbird;needsinfo;windows-11;crashing-and-slow-performance;,dvdblu97,Da quando ho installato Windows 11 la pagina della mail di  thunderbird si carica in circa 1 minuto o anche di più. Poi ,https://support.mozilla.org/questions/1568427,os:windows,Windows 11,,,,,,,1,true,31.49,False,
1568430,2026-03-01T08:25:01.481685Z,2026-03-01,it,email-and-messaging,thunderbird;needsinfo;windows-10;email-and-messaging;,renata.galea,inserimento mail,https://support.mozilla.org/questions/1568430,os:windows,Windows 10,,,,,,,1,true,0.75,False,
1568434,2026-03-01T08:51:04.513329Z,2026-03-01,en-US,passwords-and-sign-in,thunderbird;windows-11;passwords-and-sign-in;,winthrop.yu+Moz,OAUTH to Yahoo fails after TB v148 upgrade,https://support.mozilla.org/questions/1568434,os:windows,Windows 11,148,148,m:gmail;m:microsoftemail;m:yahooemail,,proto:pop;proto:oauth,,5,true,3.9,True,wsmwk
1568435,2026-03-01T09:09:49.690633Z,2026-03-01,nl,calendar,thunderbird;calendar;windows-11;,papa1458,agenda in thunderbird will not refresh,https://support.mozilla.org/questions/1568435,os:windows,Windows 11,148,148,,,,,4,true,2.76,True,Mad_Maks
1568455,2026-03-01T12:36:15.141378Z,2026-03-01,en-US,customization,thunderbird;windows-10;customization;,davidrmilnes,Thunderbird v14.0.2 (64bit) Unified Inbox not displaying,https://support.mozilla.org/questions/1568455,os:windows,Windows 10,147.0.2 and 148.0,147,,,,,3,true,0.1,True,Mapenzi
1568458,2026-03-01T13:05:10.130766Z,2026-03-01,it,crashing-and-slow-performance,thunderbird;windows-11;crashing-and-slow-performance;,giorgioroncolini,Thunderbird (ver. 148) è diventato lentissimo a caricare i calendari di google,https://support.mozilla.org/questions/1568458,os:windows,Windows 11,148,148,,,,,4,true,26.16,False,
1568462,2026-03-01T13:53:55.138552Z,2026-03-01,nl,import-and-export-email,thunderbird;import-and-export-email;windows-1011;,anniekroon664,wachtwoord werkt niet,https://support.mozilla.org/questions/1568462,os:windows,Windows 10/11,,,,,,,1,true,1.44,False,
