id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,feature,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1596244,2026-08-02T15:40:36.457677Z,2026-08-02,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,thyndx,After installing Thunderbird for android it only show the outbox for all my accounts. How can I see the inbox ??Thank yo,https://support.mozilla.org/questions/1596244,os:android,Android 16,,21.0,,,,,,1,true,4.45,True,platform34
1596249,2026-08-02T16:26:46.082641Z,2026-08-02,en-US,junk-mail-and-spam,thunderbird-android;junk-mail-and-spam;,eoy1984,Cant Empty Trash,https://support.mozilla.org/questions/1596249,os:other,17,,21.0,,,,,,1,true,1.73,True,platform34
1596299,2026-08-02T21:45:10.271085Z,2026-08-02,en-US,contacts,thunderbird-android;contacts;,colinmarsden49,"How to copy, print or export an email address list",https://support.mozilla.org/questions/1596299,,,,140.13.1,140,,feat:printing;feat:import_export,,,4,true,14.41,False,
1596424,2026-08-03T14:20:12.104975Z,2026-08-03,en-US,customization,customization;thunderbird-android;,sirsalzig,Unable to specify multiple outgoing SMTP servers?,https://support.mozilla.org/questions/1596424,os:android,"Android 16, One UI 8.5",,21.0,,,,proto:smtp,,1,true,2.8,False,
1596538,2026-08-04T05:03:34.832569Z,2026-08-04,en-US,connectivity,thunderbird-android;connectivity;,robweir,I have a PIXEL 9 and am trying to use Thunderbird For Android and failing to get it working.,https://support.mozilla.org/questions/1596538,os:android,Android 17,,21.0,,m:gmail;m:telus,,,,1,true,7.58,False,
1596622,2026-08-04T16:26:28.153949Z,2026-08-04,en-US,app-crash,android;thunderbird-android;app-crash;,ahtlez,Debbuger question,https://support.mozilla.org/questions/1596622,os:android,Android,,,,,,proto:imap;proto:pop,,1,true,2.11,False,
1596786,2026-08-05T15:21:40.702846Z,2026-08-05,en-US,app-crash,android;thunderbird-android;app-crash;,0835567590,Email downloads but cannot be opened,https://support.mozilla.org/questions/1596786,os:android,Android,,21.1,,,,,,1,true,2.67,False,
1596787,2026-08-05T15:21:42.855826Z,2026-08-05,en-US,app-crash,android;thunderbird-android;app-crash;,0835567590,Email downloads but cannot be opened,https://support.mozilla.org/questions/1596787,os:android,Android,,21.1,,,,,,1,true,2.66,False,
1596815,2026-08-05T18:14:52.060025Z,2026-08-05,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,jelly1kjk,"Submitted request for help reinstalling my e mail accounts, but left no way to contact me use [redacted] @gmail.com or c",https://support.mozilla.org/questions/1596815,os:android,Android,,?,,m:gmail,,,,0,false,,False,
1597150,2026-08-07T14:39:51.088155Z,2026-08-07,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,stefan-mozilla-324365,Archive options compared to desktop,https://support.mozilla.org/questions/1597150,os:android,Android,,21.0,,,,,,2,true,7.47,True,platform34
1597285,2026-08-08T12:01:06.657603Z,2026-08-08,en-US,encryption,android;thunderbird-android;encryption;,g8mxofj74,"TB PC-valid, private gpg key.asc, fails decrypting ONLY on TB mobile yet healthy on OpenKeyChain",https://support.mozilla.org/questions/1597285,os:android,Android,,21.1,,,feat:encryption,,,0,false,,False,
1597314,2026-08-08T16:17:01.102861Z,2026-08-08,en-US,undefined,windows-11;thunderbird-android;undefined;,Eugene1613,how to donate with debit card?,https://support.mozilla.org/questions/1597314,os:windows,windows 11,,lattest,,,,,,1,true,1.73,False,
1597331,2026-08-08T18:23:35.484957Z,2026-08-08,en-US,accessibility,accessibility;windows-11;thunderbird-android;,valjohnpics,Possible settings fault,https://support.mozilla.org/questions/1597331,os:windows,Windows 11,,21.1,,m:btinternet,,,,2,true,6.71,False,
1597334,2026-08-08T18:35:21.115419Z,2026-08-08,en-US,customization,android;customization;thunderbird-android;,jfarmer83,adding Thunderbird to mailto links,https://support.mozilla.org/questions/1597334,os:android,Android,,21.1,,,,,,1,true,9.66,False,
1597446,2026-08-09T13:53:54.432713Z,2026-08-09,en-US,customization,android;customization;thunderbird-android;,thomas.finstad.larsen,is there a way to make the unified inbox android widget also sort unread mail at the top?,https://support.mozilla.org/questions/1597446,os:android,Android,,21.1,,,,,,1,true,19.49,False,
1597470,2026-08-09T17:44:57.317301Z,2026-08-09,en-US,send-and-receive-email,android;needsinfo;thunderbird-android;send-and-receive-email;,mq9,CC field on Android limited to 1 recipient?,https://support.mozilla.org/questions/1597470,os:android,Android,,21.1,,,,,,9,true,14.16,True,mq9
1597532,2026-08-10T04:49:30.865295Z,2026-08-10,en-US,contacts,android;thunderbird-android;contacts;thunderbird-170;,storm19812018,"How do you save a regular email sender in Thundermail, I've looked everywhere!",https://support.mozilla.org/questions/1597532,os:android,Android,,17.0,,m:thundermail,,,,5,true,3.68,False,
1597727,2026-08-11T11:09:01.717929Z,2026-08-11,en-US,save-passwords,android;thunderbird-android;save-passwords;,greg254,Password for email accounts in Thunderbird for Android are frequently reverting back to old passwords and preventing mai,https://support.mozilla.org/questions/1597727,os:android,Android,,Version 18.0,,,,,,1,true,10.06,False,
1597804,2026-08-11T21:14:48.134213Z,2026-08-11,en-US,junk-mail-and-spam,android;thunderbird-android;junk-mail-and-spam;,ahtlez,Forum Post: Spam,https://support.mozilla.org/questions/1597804,os:android,Android,,21,,m:yahooemail,feat:junk,,,1,true,0.47,False,
1598131,2026-08-13T15:14:16.321226Z,2026-08-13,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,jcfeuvrier,JE NE PEUX PLUS LIRE MES MAILS AVEC THUNDERBIRD? Quand je veux voir Thunderbird comme avant c'est AOL qui me demande de ,https://support.mozilla.org/questions/1598131,,,,?,,m:yahooemail,,,,1,true,2.93,False,
1598251,2026-08-14T10:01:15.813079Z,2026-08-14,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,archie.mccann,Mark as unread button doesn't work.,https://support.mozilla.org/questions/1598251,os:android,Android,,22.0,,,,,,1,false,,False,
1598255,2026-08-14T10:21:55.033936Z,2026-08-14,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;firefox-1530;,KarlEkberg,Can not move message from trash,https://support.mozilla.org/questions/1598255,os:android,Android,,,,,,,,6,true,9.2,False,
1598503,2026-08-16T00:40:30.987693Z,2026-08-16,en-US,save-passwords,android;thunderbird-android;save-passwords;,verdi060152,"after import, how to enter passwords",https://support.mozilla.org/questions/1598503,os:android,Android,,21.1,,,feat:import_export,,,6,true,0.09,True,verdi060152
1598831,2026-08-18T05:38:09.750467Z,2026-08-18,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,dianelaptop,Thunderbird not working,https://support.mozilla.org/questions/1598831,os:android,Android,,21.1,,,,,,1,true,29.41,False,
1599008,2026-08-18T23:55:12.305966Z,2026-08-18,en-US,contacts,thunderbird-android;contacts;,bobalston,No longer see list of possible email addresses when I start typing a name in TO field when using Thunderbird on my  kind,https://support.mozilla.org/questions/1599008,os:other,Kindle fire hd is 8.3.3.8,,21.1,,,,,,3,true,11.0,False,
1599009,2026-08-18T23:55:34.419762Z,2026-08-18,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;firefox-1530;,dan576170,no email access on Android phone,https://support.mozilla.org/questions/1599009,os:android,Android,,,,m:yahooemail,,,,1,true,10.86,False,
1599297,2026-08-20T14:52:22.514261Z,2026-08-20,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,AEdw,Your app is nothing but troble on android 13 Samsung A13.simg,https://support.mozilla.org/questions/1599297,os:android,Android,,,,,,,,1,true,5.94,False,
1599469,2026-08-21T14:09:43.102275Z,2026-08-21,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,louis.de.montsegur,Некорректное отображение числа сообщений в аккаунте Yahoo,https://support.mozilla.org/questions/1599469,os:android,Android 8,,22.0,,m:yahooemail,,,,0,false,,False,
1599880,2026-08-23T21:10:15.521580Z,2026-08-23,en-US,encryption,thunderbird-android;encryption;,moz56,Support for s/mime certificates and encryption,https://support.mozilla.org/questions/1599880,,,,22.0,,,feat:encryption,,,1,true,7.14,False,
1600044,2026-08-24T17:10:51.880579Z,2026-08-24,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,jeffculligan,Messages stuck in outbox,https://support.mozilla.org/questions/1600044,os:android,android,,22.0,,,,,,3,true,12.82,False,
1600110,2026-08-24T23:26:07.318644Z,2026-08-24,en-US,junk-mail-and-spam,android;thunderbird-android;junk-mail-and-spam;,lboydkeezz,Thunderbird android app not filtering spam,https://support.mozilla.org/questions/1600110,os:android,Android,,22.0,,,feat:filters;feat:junk,,,1,true,5.86,False,
1600129,2026-08-25T02:32:52.163399Z,2026-08-25,en-US,encryption,android;thunderbird-android;encryption;,mcnightpatrick,"OpenKeychain s no longer actively developed, replacement?",https://support.mozilla.org/questions/1600129,os:android,Android,,22.0,,,,,,2,true,2.99,False,
1600166,2026-08-25T07:28:13.885885Z,2026-08-25,en-US,customization,android;customization;thunderbird-android;,stefan217,Siganturproblem bei thunderbird android,https://support.mozilla.org/questions/1600166,os:android,Android,,,,,,,,1,true,2.11,False,
1600191,2026-08-25T10:42:40.625675Z,2026-08-25,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,Dv.Dwight2,Isolated messages?,https://support.mozilla.org/questions/1600191,os:android,Android,,22.0,,,,,,1,true,2.12,False,
1600332,2026-08-26T00:21:23.254399Z,2026-08-26,en-US,passwords-and-sign-in,passwords-and-sign-in;thunderbird-android;,recinosx89,iCloud authentication issues on mobile,https://support.mozilla.org/questions/1600332,os:android,Android 16,,22.0,,m:icloud,,,,6,true,1.41,False,
1600665,2026-08-27T17:53:44.936683Z,2026-08-27,en-US,attachments,android;thunderbird-android;attachments;,david973,Forwarding emails with attachments fails with an unclear error,https://support.mozilla.org/questions/1600665,os:android,Android,,22.0,,,feat:attachments,,,3,true,24.21,False,
1600808,2026-08-28T13:30:37.258076Z,2026-08-28,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,ellie5,No new mail is waiting but a notification is showing,https://support.mozilla.org/questions/1600808,os:android,Android,,22,,,feat:notifications,,,1,true,4.38,True,platform34
1601095,2026-08-30T05:59:09.268777Z,2026-08-30,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,y.hamane,携帯でメールアカウントを二つにすると片方が送信トレイしか表示されない,https://support.mozilla.org/questions/1601095,,,,22.0,,,,,,2,true,4.79,True,platform34
1601249,2026-08-31T04:25:54.315625Z,2026-08-31,en-US,passwords-and-sign-in,android;passwords-and-sign-in;thunderbird-android;thunderbird-90;,ksalzberg,Can't get into my main email account,https://support.mozilla.org/questions/1601249,os:android,Android,,9.0,,,,,,3,true,6.91,False,
