period,dim,value,count,baseline_median,magnitude,kind,answered_pct,unanswered,median_first_answer_h,question_ids,example_urls,example_titles
2025-08-11,av,av:bitdefender,11,0.0,new,new/dormant,100,0,0.6,1528472 1528498 1528506 1528543 1528577 1528582 1528583 1528597 1528599 1528606 1528624,https://support.mozilla.org/questions/1528472 https://support.mozilla.org/questions/1528498 https://support.mozilla.org/questions/1528506 https://support.mozilla.org/questions/1528543 https://support.mozilla.org/questions/1528577 https://support.mozilla.org/questions/1528582 https://support.mozilla.org/questions/1528583 https://support.mozilla.org/questions/1528597 https://support.mozilla.org/questions/1528599 https://support.mozilla.org/questions/1528606 https://support.mozilla.org/questions/1528624,Messagerie illisible (bitdefender) | Recent emails are coming in unformatted and missing subject  | Recent emails are coming in unformatted and missing subject  | Corrupted btinternet emails (bitdefender) | Strange code dominating incoming emails (bitdefender)
2025-07-18,protocol,proto:imap,8,2.0,4.0,above-baseline,75,2,0.8,1523661 1523675 1523676 1523710 1523711 1523722 1523729 1523733,https://support.mozilla.org/questions/1523661 https://support.mozilla.org/questions/1523675 https://support.mozilla.org/questions/1523676 https://support.mozilla.org/questions/1523710 https://support.mozilla.org/questions/1523711 https://support.mozilla.org/questions/1523722 https://support.mozilla.org/questions/1523729 https://support.mozilla.org/questions/1523733,problema apertura e scarico allegati pdf con versione 140.0. | Viewing local folders flyer disabling email account | Viewing local folders after disabling email account | authentication failure wjile connecting to serverimap.gmail | authentication failure while connecting to server imap.gmail
2025-07-10,os,os:windows,9,3.0,3.0,above-baseline,78,2,1.1,1521974 1521981 1522013 1522071 1522096 1522120 1522124 1522128 1522140,https://support.mozilla.org/questions/1521974 https://support.mozilla.org/questions/1521981 https://support.mozilla.org/questions/1522013 https://support.mozilla.org/questions/1522071 https://support.mozilla.org/questions/1522096 https://support.mozilla.org/questions/1522120 https://support.mozilla.org/questions/1522124 https://support.mozilla.org/questions/1522128 https://support.mozilla.org/questions/1522140,incoming emails | Trying to export my address book(s) from my old windows 10 c | Not working button New Message after automatic update ver 14 | Thunderbird cannot use another IMAP archive folder | New issue - extra spaces inserted when deleting characters u
2025-03-26,mail_provider,m:gmail,10,3.0,3.33,above-baseline,90,1,3.5,1501749 1501754 1501764 1501789 1501790 1501798 1501802 1501832 1501859 1501877,https://support.mozilla.org/questions/1501749 https://support.mozilla.org/questions/1501754 https://support.mozilla.org/questions/1501764 https://support.mozilla.org/questions/1501789 https://support.mozilla.org/questions/1501790 https://support.mozilla.org/questions/1501798 https://support.mozilla.org/questions/1501802 https://support.mozilla.org/questions/1501832 https://support.mozilla.org/questions/1501859 https://support.mozilla.org/questions/1501877,Will not accept my Gmail address | I use thunderbird for my Gmail. I have a large number of sub | Set up gmail on thunderbird | Transferring email to another account | Problema di autenticazione su gmail
2025-03-20,os,os:windows,9,3.0,3.0,above-baseline,67,3,7.6,1500475 1500554 1500571 1500580 1500597 1500650 1500655 1500668 1500701,https://support.mozilla.org/questions/1500475 https://support.mozilla.org/questions/1500554 https://support.mozilla.org/questions/1500571 https://support.mozilla.org/questions/1500580 https://support.mozilla.org/questions/1500597 https://support.mozilla.org/questions/1500650 https://support.mozilla.org/questions/1500655 https://support.mozilla.org/questions/1500668 https://support.mozilla.org/questions/1500701,Upgrading from Win10 to Win11 | Thunderbird (local) calendar notifications for events are pa | Zagon Thunderbirda | Unable to enter tasks after autoupdate to 128.8.1esr (64-bit | Windows 7 115.18.0 Anyone else got CTRL+SHIFT+F to work?
2025-01-16,os,os:windows,13,4.0,3.25,above-baseline,85,2,4.0,1486306 1486358 1486365 1486368 1486390 1486394 1486475 1486479 1486488 1486495 1486504 1486524 1486542,https://support.mozilla.org/questions/1486306 https://support.mozilla.org/questions/1486358 https://support.mozilla.org/questions/1486365 https://support.mozilla.org/questions/1486368 https://support.mozilla.org/questions/1486390 https://support.mozilla.org/questions/1486394 https://support.mozilla.org/questions/1486475 https://support.mozilla.org/questions/1486479 https://support.mozilla.org/questions/1486488 https://support.mozilla.org/questions/1486495 https://support.mozilla.org/questions/1486504 https://support.mozilla.org/questions/1486524 https://support.mozilla.org/questions/1486542,Sending .mp4 files with email message | Inoltro messaggio da casella PEC non compaiono corpo e alleg | Přeposílání příloh. | I'm running windows 10. The version of Thunderbird I have is | thunderbird crashing
2024-11-25,protocol,proto:pop,9,2.0,4.5,above-baseline,33,6,1.3,1475784 1475792 1475800 1475837 1475852 1475867 1475884 1475899 1475902,https://support.mozilla.org/questions/1475784 https://support.mozilla.org/questions/1475792 https://support.mozilla.org/questions/1475800 https://support.mozilla.org/questions/1475837 https://support.mozilla.org/questions/1475852 https://support.mozilla.org/questions/1475867 https://support.mozilla.org/questions/1475884 https://support.mozilla.org/questions/1475899 https://support.mozilla.org/questions/1475902,Unable to write the email to the mailbox. Make sure the file | Thunderbird POP3 - Leave messages on server for xxx days fea | Thunderbird deleting inbox messages from server with IMAP se | Thunderbird 128.4.3esr (64-bit) won't connect with yahoo mai | Email folder size on TB shows 3.8GB. On HDD location it is 1
2024-10-01,mail_provider,m:microsoftemail,16,5.0,3.2,above-baseline,88,2,1.5,1466477 1466509 1466540 1466550 1466552 1466561 1466570 1466573 1466578 1466587 1466600 1466607 1466616 1466619 1466644 1466658,https://support.mozilla.org/questions/1466477 https://support.mozilla.org/questions/1466509 https://support.mozilla.org/questions/1466540 https://support.mozilla.org/questions/1466550 https://support.mozilla.org/questions/1466552 https://support.mozilla.org/questions/1466561 https://support.mozilla.org/questions/1466570 https://support.mozilla.org/questions/1466573 https://support.mozilla.org/questions/1466578 https://support.mozilla.org/questions/1466587 https://support.mozilla.org/questions/1466600 https://support.mozilla.org/questions/1466607 https://support.mozilla.org/questions/1466616 https://support.mozilla.org/questions/1466619 https://support.mozilla.org/questions/1466644 https://support.mozilla.org/questions/1466658,Suddenly can't send/recieve email messages | cant get emails on hotmail | Thunderbird stopped working - logging in issues | INVIO BLOCCATO EMAIL CON HOTMAIL/OUTLOOK | Importing from Outlook vs importing from a .pst file
2024-09-26,protocol,proto:smtp,11,2.0,5.5,above-baseline,100,0,0.9,1465609 1465623 1465628 1465652 1465681 1465692 1465693 1465695 1465725 1465739 1465743,https://support.mozilla.org/questions/1465609 https://support.mozilla.org/questions/1465623 https://support.mozilla.org/questions/1465628 https://support.mozilla.org/questions/1465652 https://support.mozilla.org/questions/1465681 https://support.mozilla.org/questions/1465692 https://support.mozilla.org/questions/1465693 https://support.mozilla.org/questions/1465695 https://support.mozilla.org/questions/1465725 https://support.mozilla.org/questions/1465739 https://support.mozilla.org/questions/1465743,SMTP AUTENTICAZIONE MODERNA NON PRESENTE | Funzionamento di Thunderbird con hotmail.it | SMTP/Sending Emails just stopped working | smtp.office365.com with OAuth2 does not work | OAuth2
2024-09-26,mail_provider,m:microsoftemail,17,4.0,4.25,above-baseline,94,1,0.8,1465575 1465600 1465601 1465609 1465623 1465628 1465636 1465652 1465674 1465685 1465689 1465695 1465729 1465730 1465739 1465743 1465749,https://support.mozilla.org/questions/1465575 https://support.mozilla.org/questions/1465600 https://support.mozilla.org/questions/1465601 https://support.mozilla.org/questions/1465609 https://support.mozilla.org/questions/1465623 https://support.mozilla.org/questions/1465628 https://support.mozilla.org/questions/1465636 https://support.mozilla.org/questions/1465652 https://support.mozilla.org/questions/1465674 https://support.mozilla.org/questions/1465685 https://support.mozilla.org/questions/1465689 https://support.mozilla.org/questions/1465695 https://support.mozilla.org/questions/1465729 https://support.mozilla.org/questions/1465730 https://support.mozilla.org/questions/1465739 https://support.mozilla.org/questions/1465743 https://support.mozilla.org/questions/1465749,"ver 128 won't load because my laptop isn't compatable, Can I | Thunderbird, outlook and win7 ? | Accesso al server imap-mail.outlook.com con nome utente ____ | SMTP AUTENTICAZIONE MODERNA NON PRESENTE | Funzionamento di Thunderbird con hotmail.it"
2024-09-19,mail_provider,m:microsoftemail,13,4.0,3.25,above-baseline,92,1,7.2,1464352 1464371 1464397 1464408 1464416 1464419 1464420 1464425 1464427 1464443 1464474 1464490 1464558,https://support.mozilla.org/questions/1464352 https://support.mozilla.org/questions/1464371 https://support.mozilla.org/questions/1464397 https://support.mozilla.org/questions/1464408 https://support.mozilla.org/questions/1464416 https://support.mozilla.org/questions/1464419 https://support.mozilla.org/questions/1464420 https://support.mozilla.org/questions/1464425 https://support.mozilla.org/questions/1464427 https://support.mozilla.org/questions/1464443 https://support.mozilla.org/questions/1464474 https://support.mozilla.org/questions/1464490 https://support.mozilla.org/questions/1464558,"Updated to Nebula and now my Gmail account doesn't work | missing address books | Thunderbird 128.2.2 OAuth2 | Thunderbird 128 ""nebula"" | unable to send emails with 128.2.2 esr"
2024-09-12,protocol,proto:oauth,10,1.0,10.0,above-baseline,100,0,4.0,1463252 1463258 1463275 1463277 1463297 1463312 1463328 1463370 1463398 1463404,https://support.mozilla.org/questions/1463252 https://support.mozilla.org/questions/1463258 https://support.mozilla.org/questions/1463275 https://support.mozilla.org/questions/1463277 https://support.mozilla.org/questions/1463297 https://support.mozilla.org/questions/1463312 https://support.mozilla.org/questions/1463328 https://support.mozilla.org/questions/1463370 https://support.mozilla.org/questions/1463398 https://support.mozilla.org/questions/1463404,question about Microsoft New Modern Authentication | SMPT SERVER SETTINGS | Outlook.com changes to OAUTH2 | cannot receive e-mail from office365 server | Google Account Remove
2024-09-12,mail_provider,m:microsoftemail,15,4.0,3.75,above-baseline,93,1,1.7,1463244 1463257 1463268 1463275 1463277 1463288 1463291 1463293 1463295 1463314 1463319 1463336 1463370 1463396 1463404,https://support.mozilla.org/questions/1463244 https://support.mozilla.org/questions/1463257 https://support.mozilla.org/questions/1463268 https://support.mozilla.org/questions/1463275 https://support.mozilla.org/questions/1463277 https://support.mozilla.org/questions/1463288 https://support.mozilla.org/questions/1463291 https://support.mozilla.org/questions/1463293 https://support.mozilla.org/questions/1463295 https://support.mozilla.org/questions/1463314 https://support.mozilla.org/questions/1463319 https://support.mozilla.org/questions/1463336 https://support.mozilla.org/questions/1463370 https://support.mozilla.org/questions/1463396 https://support.mozilla.org/questions/1463404,I’m having trouble getting my emails to open in a third-part | Change Folder Hierarchy in Local Folders after MailStore exp | problemas para sincronizar con correou outlook | Outlook.com changes to OAUTH2 | cannot receive e-mail from office365 server
2024-08-12,protocol,proto:imap,9,3.0,3.0,above-baseline,67,3,10.2,1457773 1457788 1457813 1457828 1457851 1457881 1457882 1457883 1457902,https://support.mozilla.org/questions/1457773 https://support.mozilla.org/questions/1457788 https://support.mozilla.org/questions/1457813 https://support.mozilla.org/questions/1457828 https://support.mozilla.org/questions/1457851 https://support.mozilla.org/questions/1457881 https://support.mozilla.org/questions/1457882 https://support.mozilla.org/questions/1457883 https://support.mozilla.org/questions/1457902,"Cannot unsubscribe specific folder | Corpo del testo delle mail | IMAP vs POP | signing in/onto both mozilla and Google appears degraded, un | Pastas unificadas não trazem todas as caixas de entrada como"
2024-08-09,protocol,proto:imap,11,3.0,3.67,above-baseline,73,3,8.3,1457213 1457241 1457255 1457279 1457286 1457290 1457296 1457309 1457338 1457340 1457400,https://support.mozilla.org/questions/1457213 https://support.mozilla.org/questions/1457241 https://support.mozilla.org/questions/1457255 https://support.mozilla.org/questions/1457279 https://support.mozilla.org/questions/1457286 https://support.mozilla.org/questions/1457290 https://support.mozilla.org/questions/1457296 https://support.mozilla.org/questions/1457309 https://support.mozilla.org/questions/1457338 https://support.mozilla.org/questions/1457340 https://support.mozilla.org/questions/1457400,"Need to import mail from Outlook 2007 located on anothe comp | OAuth2 authentication problems | OAuth2 authentication problems | changed server, IMAP is not showing the old folders and emai | Compact not working on local folders (Thunderbird 128.1.0esr"
2024-08-09,mail_provider,m:gmail,14,4.0,3.5,above-baseline,71,4,2.9,1457213 1457233 1457241 1457255 1457273 1457280 1457290 1457296 1457309 1457316 1457325 1457332 1457340 1457400,https://support.mozilla.org/questions/1457213 https://support.mozilla.org/questions/1457233 https://support.mozilla.org/questions/1457241 https://support.mozilla.org/questions/1457255 https://support.mozilla.org/questions/1457273 https://support.mozilla.org/questions/1457280 https://support.mozilla.org/questions/1457290 https://support.mozilla.org/questions/1457296 https://support.mozilla.org/questions/1457309 https://support.mozilla.org/questions/1457316 https://support.mozilla.org/questions/1457325 https://support.mozilla.org/questions/1457332 https://support.mozilla.org/questions/1457340 https://support.mozilla.org/questions/1457400,Need to import mail from Outlook 2007 located on anothe comp | Login ID / Email address on Outlook.com conflict | OAuth2 authentication problems | OAuth2 authentication problems | Gmail Contacts in Address Book
2024-07-22,protocol,proto:imap,8,2.5,3.2,above-baseline,62,3,1.2,1453896 1453912 1453933 1453951 1453975 1453989 1454002 1454055,https://support.mozilla.org/questions/1453896 https://support.mozilla.org/questions/1453912 https://support.mozilla.org/questions/1453933 https://support.mozilla.org/questions/1453951 https://support.mozilla.org/questions/1453975 https://support.mozilla.org/questions/1453989 https://support.mozilla.org/questions/1454002 https://support.mozilla.org/questions/1454055,"Server full, not using IMAP, POP3 multiples computers, how t | Add Microsoft Accounts to TB with OAuth2 as POP3 accounts | Unified Inbox, IMAP and Local Folders | la cartella non può essere compattata a causa di un’altra op | etykiety"
2024-07-11,mail_provider,m:microsoftemail,11,3.0,3.67,above-baseline,91,1,4.8,1452143 1452204 1452205 1452236 1452244 1452245 1452250 1452252 1452263 1452287 1452299,https://support.mozilla.org/questions/1452143 https://support.mozilla.org/questions/1452204 https://support.mozilla.org/questions/1452205 https://support.mozilla.org/questions/1452236 https://support.mozilla.org/questions/1452244 https://support.mozilla.org/questions/1452245 https://support.mozilla.org/questions/1452250 https://support.mozilla.org/questions/1452252 https://support.mozilla.org/questions/1452263 https://support.mozilla.org/questions/1452287 https://support.mozilla.org/questions/1452299,My Bigpond emails in outlook 2007 emails wont populate into  | Data errata dei messaggi ricevuti | Sto avendo ripetuti avvisi e problemi sull'accesso agli acco | Importing to Thunderbird | on 115.12.2 I am unable to send/receive email with OAuth2 se
2024-07-03,mail_provider,m:microsoftemail,9,3.0,3.0,above-baseline,100,0,12.6,1451375 1451397 1451410 1451414 1451424 1451435 1451438 1451453 1451454,https://support.mozilla.org/questions/1451375 https://support.mozilla.org/questions/1451397 https://support.mozilla.org/questions/1451410 https://support.mozilla.org/questions/1451414 https://support.mozilla.org/questions/1451424 https://support.mozilla.org/questions/1451435 https://support.mozilla.org/questions/1451438 https://support.mozilla.org/questions/1451453 https://support.mozilla.org/questions/1451454,IMAP issues - cannot see my folders! | OAuth2 - Passwords not reliably saved. | OAuth2 correctly configured (MS advice) but not working | I can't set up Thunderbird to cope with 'modern authenticati | Need to migrate folders and files from Outlook 2007 Thunderb
2024-06-17,mail_provider,m:yahooemail,9,1.0,9.0,above-baseline,67,3,76.9,1450065 1450077 1450110 1450112 1450122 1450147 1450154 1450157 1450160,https://support.mozilla.org/questions/1450065 https://support.mozilla.org/questions/1450077 https://support.mozilla.org/questions/1450110 https://support.mozilla.org/questions/1450112 https://support.mozilla.org/questions/1450122 https://support.mozilla.org/questions/1450147 https://support.mozilla.org/questions/1450154 https://support.mozilla.org/questions/1450157 https://support.mozilla.org/questions/1450160,Can't send  Yahoo Mail | email | inbound failure | Thunderbird stopped sending and receiving email suddenly. | att.net email stopped working yesterday around 4:30 PM EDT
2024-04-17,os,os:windows,9,3.0,3.0,above-baseline,89,1,12.8,1445033 1445039 1445042 1445069 1445072 1445080 1445109 1445110 1445125,https://support.mozilla.org/questions/1445033 https://support.mozilla.org/questions/1445039 https://support.mozilla.org/questions/1445042 https://support.mozilla.org/questions/1445069 https://support.mozilla.org/questions/1445072 https://support.mozilla.org/questions/1445080 https://support.mozilla.org/questions/1445109 https://support.mozilla.org/questions/1445110 https://support.mozilla.org/questions/1445125,Resetting Thunderbird after Cox.net e-mail has transitioned  | Intermittent failure to send emails on Thunderbird | Problems moving Thunderbird to new computer | Thunderbird always becomes unresponsive within seconds of op | Thunderbird Attachments
2024-04-11,protocol,proto:imap,9,3.0,3.0,above-baseline,78,2,9.3,1444545 1444581 1444586 1444605 1444614 1444615 1444634 1444637 1444643,https://support.mozilla.org/questions/1444545 https://support.mozilla.org/questions/1444581 https://support.mozilla.org/questions/1444586 https://support.mozilla.org/questions/1444605 https://support.mozilla.org/questions/1444614 https://support.mozilla.org/questions/1444615 https://support.mozilla.org/questions/1444634 https://support.mozilla.org/questions/1444637 https://support.mozilla.org/questions/1444643,Can't access my shaw mail account in thunderbird. Get imap s | Posta Inviata non sincronizzata | K9 email | How to automatically delete messages from IMAP server? | Thunderbird says authentication failure while connecting to 
2024-01-30,mail_provider,m:microsoftemail,8,2.0,4.0,above-baseline,88,1,7.7,1438200 1438213 1438249 1438252 1438267 1438284 1438313 1438317,https://support.mozilla.org/questions/1438200 https://support.mozilla.org/questions/1438213 https://support.mozilla.org/questions/1438249 https://support.mozilla.org/questions/1438252 https://support.mozilla.org/questions/1438267 https://support.mozilla.org/questions/1438284 https://support.mozilla.org/questions/1438313 https://support.mozilla.org/questions/1438317,'login to server imap-mail outlook.com with username XXX@liv | problemi thunderbird vs Hotmail.com | CONTINUA RICHIESTA DI INSERIMENTO PASSWORD | Thunderbird keeps asking for my passwords (mac) | OAUTH2 on thunderbird mac for several PC's
2024-01-28,mail_provider,m:microsoftemail,9,2.0,4.5,above-baseline,56,4,7.7,1438006 1438007 1438017 1438038 1438039 1438041 1438048 1438059 1438068,https://support.mozilla.org/questions/1438006 https://support.mozilla.org/questions/1438007 https://support.mozilla.org/questions/1438017 https://support.mozilla.org/questions/1438038 https://support.mozilla.org/questions/1438039 https://support.mozilla.org/questions/1438041 https://support.mozilla.org/questions/1438048 https://support.mozilla.org/questions/1438059 https://support.mozilla.org/questions/1438068,"Login to server outlook.office365.com with username jfreilic | Password required now for outlook.com email account. | Calendar for Thunderbird v115.6 | Copy email from Office365 to Gmail make timeout | issue when using Calendar (network, ics) - memory usage rais"
2024-01-18,os,os:windows,10,3.0,3.33,above-baseline,80,2,2.1,1437058 1437095 1437106 1437117 1437120 1437124 1437126 1437127 1437131 1437143,https://support.mozilla.org/questions/1437058 https://support.mozilla.org/questions/1437095 https://support.mozilla.org/questions/1437106 https://support.mozilla.org/questions/1437117 https://support.mozilla.org/questions/1437120 https://support.mozilla.org/questions/1437124 https://support.mozilla.org/questions/1437126 https://support.mozilla.org/questions/1437127 https://support.mozilla.org/questions/1437131 https://support.mozilla.org/questions/1437143,"Thunderbird asks about synching a calendar entry, but no suc | Cannot download emails getting error message ""Unable to writ | transfer thunderbird 115.6.1 from win 7 to win 10 | A profile starts minimized and cannot be expanded in Windows | Since Thunderbird 115.6.1 was installed files disappear when"
2024-01-15,mail_provider,m:gmail,9,3.0,3.0,above-baseline,89,1,2.9,1436724 1436731 1436743 1436746 1436752 1436758 1436769 1436811 1436843,https://support.mozilla.org/questions/1436724 https://support.mozilla.org/questions/1436731 https://support.mozilla.org/questions/1436743 https://support.mozilla.org/questions/1436746 https://support.mozilla.org/questions/1436752 https://support.mozilla.org/questions/1436758 https://support.mozilla.org/questions/1436769 https://support.mozilla.org/questions/1436811 https://support.mozilla.org/questions/1436843,Error 500 while authenticating Gmail with OAuth2 | Re-establishing Email Accounts | Unable to setup Gmail account in Thunderbird 115.6.0 | current command did not succeed mail server responded unknow | Thunderbird blocks EMail send
2024-01-04,protocol,proto:pop,8,2.0,4.0,above-baseline,88,1,4.7,1435677 1435698 1435744 1435750 1435755 1435758 1435771 1435777,https://support.mozilla.org/questions/1435677 https://support.mozilla.org/questions/1435698 https://support.mozilla.org/questions/1435744 https://support.mozilla.org/questions/1435750 https://support.mozilla.org/questions/1435755 https://support.mozilla.org/questions/1435758 https://support.mozilla.org/questions/1435771 https://support.mozilla.org/questions/1435777,"Thunderbird on Linux not recieving new emails but can send o | Can't Send emails in Thunderbird | Nastavení Thunderbird pro 2 zařízení | emails not downloaded for 1/1, 1/2 and 1/3 but continued som | Can't create password for incoming POP email"
2023-12-15,os,os:windows,8,2.0,4.0,above-baseline,75,2,4.0,1433984 1433993 1434003 1434021 1434034 1434051 1434054 1434073,https://support.mozilla.org/questions/1433984 https://support.mozilla.org/questions/1433993 https://support.mozilla.org/questions/1434003 https://support.mozilla.org/questions/1434021 https://support.mozilla.org/questions/1434034 https://support.mozilla.org/questions/1434051 https://support.mozilla.org/questions/1434054 https://support.mozilla.org/questions/1434073,importing aol folders to thunderbird | Deleted Messages showing up as read (old was Bug 1856993) | Trash folder | icloud connection when Apple ID is not an icloud.com email a | Reset Password
2023-12-12,os,os:windows,9,2.0,4.5,above-baseline,89,1,9.9,1433669 1433678 1433725 1433726 1433728 1433733 1433736 1433744 1433749,https://support.mozilla.org/questions/1433669 https://support.mozilla.org/questions/1433678 https://support.mozilla.org/questions/1433725 https://support.mozilla.org/questions/1433726 https://support.mozilla.org/questions/1433728 https://support.mozilla.org/questions/1433733 https://support.mozilla.org/questions/1433736 https://support.mozilla.org/questions/1433744 https://support.mozilla.org/questions/1433749,"""Account being processed... Please wait...""  NOTHING ever 'h | Thunderbird email keeps resetting to 'New Install' (win10) | Thunderbird upgrade to 115.5.2 caused my calendar events to  | Can't open attachments on old emails | You,ve lost my email programme...does deploy mean you can ge"
2023-12-04,os,os:windows,10,3.0,3.33,above-baseline,70,3,1.7,1432854 1432862 1432888 1432897 1432920 1432923 1432940 1432944 1432950 1432956,https://support.mozilla.org/questions/1432854 https://support.mozilla.org/questions/1432862 https://support.mozilla.org/questions/1432888 https://support.mozilla.org/questions/1432897 https://support.mozilla.org/questions/1432920 https://support.mozilla.org/questions/1432923 https://support.mozilla.org/questions/1432940 https://support.mozilla.org/questions/1432944 https://support.mozilla.org/questions/1432950 https://support.mozilla.org/questions/1432956,"Error - Thunderbird app will not open. ""Thunderbird is alrea | 複数選択できない | Címkék | Tbird in Win11- Setting up Provider Mail address | How to turn of message threading permanently?"
2023-12-01,mail_provider,m:gmail,9,0.5,18.0,above-baseline,100,0,1.9,1432587 1432610 1432611 1432612 1432615 1432628 1432642 1432667 1432673,https://support.mozilla.org/questions/1432587 https://support.mozilla.org/questions/1432610 https://support.mozilla.org/questions/1432611 https://support.mozilla.org/questions/1432612 https://support.mozilla.org/questions/1432615 https://support.mozilla.org/questions/1432628 https://support.mozilla.org/questions/1432642 https://support.mozilla.org/questions/1432667 https://support.mozilla.org/questions/1432673,no incoming messages | email receive & send problems on multiple accounts after aut | Is it possible to use a shared Gmail inbox with Thunderbird? | Thunderbird 115.5.1 and Gmail 2023 | Delete are filtering to local Folder
2023-10-11,protocol,proto:imap,11,3.0,3.67,above-baseline,36,7,3.7,1427077 1427101 1427104 1427127 1427138 1427163 1427164 1427171 1427187 1427191 1427206,https://support.mozilla.org/questions/1427077 https://support.mozilla.org/questions/1427101 https://support.mozilla.org/questions/1427104 https://support.mozilla.org/questions/1427127 https://support.mozilla.org/questions/1427138 https://support.mozilla.org/questions/1427163 https://support.mozilla.org/questions/1427164 https://support.mozilla.org/questions/1427171 https://support.mozilla.org/questions/1427187 https://support.mozilla.org/questions/1427191 https://support.mozilla.org/questions/1427206,Selecting multiple IMAP folders on Supernova running on MacO | Thunderbird 155.3.2 past update storage grow too much | Update 15.3.2 (64-bit) broke Thunderbird | How to restore tags from a profile backup? | Thunderbird update automatically merged two accounts???
2023-10-04,os,os:linux,8,1.5,5.33,above-baseline,62,3,5.0,1426156 1426159 1426191 1426207 1426220 1426230 1426263 1426282,https://support.mozilla.org/questions/1426156 https://support.mozilla.org/questions/1426159 https://support.mozilla.org/questions/1426191 https://support.mozilla.org/questions/1426207 https://support.mozilla.org/questions/1426220 https://support.mozilla.org/questions/1426230 https://support.mozilla.org/questions/1426263 https://support.mozilla.org/questions/1426282,Unable to copy HTML-formatted table from Firefox on Linux | Thunderbird 115 has no junk removal tool | Thunderbird (102 & 115) for Windows downloads same mail agai | Unable to find several functions after moving up to 115.3.1 | Thunderbird (102 & 115) for Windows downloads same mail agai
2023-09-19,protocol,proto:imap,8,2.0,4.0,above-baseline,50,4,20.0,1424498 1424508 1424509 1424512 1424530 1424547 1424558 1424565,https://support.mozilla.org/questions/1424498 https://support.mozilla.org/questions/1424508 https://support.mozilla.org/questions/1424509 https://support.mozilla.org/questions/1424512 https://support.mozilla.org/questions/1424530 https://support.mozilla.org/questions/1424547 https://support.mozilla.org/questions/1424558 https://support.mozilla.org/questions/1424565,Thunderbird 115.2.2 Supernova - Send Message Error | Reply to all sometimes confuses email adresses | E-mail notification alert not appearing | Cox IMAP thur TB is not deleting emails as I delete them sin | Thunderbird 102.15.1. I created by mistake two inbox folder.
2023-08-31,mail_provider,m:gmail,8,2.5,3.2,above-baseline,88,1,7.5,1422647 1422655 1422660 1422674 1422682 1422694 1422702 1422705,https://support.mozilla.org/questions/1422647 https://support.mozilla.org/questions/1422655 https://support.mozilla.org/questions/1422660 https://support.mozilla.org/questions/1422674 https://support.mozilla.org/questions/1422682 https://support.mozilla.org/questions/1422694 https://support.mozilla.org/questions/1422702 https://support.mozilla.org/questions/1422705,timeout after END-OF-MESSAGE after upgrade to supernova | Email küldés gmail fiók felé nem működik | Which email providers are compatible with Thunderbird? | Updated Thunderbird will not send or receive emails. | thunderbird e gmail - impossibile autenticarsi sul server
2023-06-19,mail_provider,m:libero,9,0.0,new,new/dormant,100,0,0.2,1416249 1416250 1416254 1416255 1416272 1416279 1416280 1416287 1416299,https://support.mozilla.org/questions/1416249 https://support.mozilla.org/questions/1416250 https://support.mozilla.org/questions/1416254 https://support.mozilla.org/questions/1416255 https://support.mozilla.org/questions/1416272 https://support.mozilla.org/questions/1416279 https://support.mozilla.org/questions/1416280 https://support.mozilla.org/questions/1416287 https://support.mozilla.org/questions/1416299,scaricamento posta da Libero | connessione al server imapmail fuori tempo massimo | Impossibile autenticarsi - Account Libero | libero non funziona sul pc | le mail di Libero non vengono registrate in Thunderbird
2023-06-05,os,os:windows,9,3.0,3.0,above-baseline,78,2,12.5,1415073 1415096 1415098 1415106 1415112 1415123 1415125 1415139 1415144,https://support.mozilla.org/questions/1415073 https://support.mozilla.org/questions/1415096 https://support.mozilla.org/questions/1415098 https://support.mozilla.org/questions/1415106 https://support.mozilla.org/questions/1415112 https://support.mozilla.org/questions/1415123 https://support.mozilla.org/questions/1415125 https://support.mozilla.org/questions/1415139 https://support.mozilla.org/questions/1415144,Problemi Thunderbird 102.11.2 con account gmail | Replacing my Retiring Account with Gmail | Impossibile fare update di Thunderbird 102.11.1 (64bit) | Filtry zpráv po bnovení IMAP profilu nefungují automaticky | Message filters do not run automatically
2023-06-01,mail_provider,m:microsoftemail,8,2.0,4.0,above-baseline,62,3,3.5,1414787 1414795 1414796 1414798 1414828 1414833 1414851 1414857,https://support.mozilla.org/questions/1414787 https://support.mozilla.org/questions/1414795 https://support.mozilla.org/questions/1414796 https://support.mozilla.org/questions/1414798 https://support.mozilla.org/questions/1414828 https://support.mozilla.org/questions/1414833 https://support.mozilla.org/questions/1414851 https://support.mozilla.org/questions/1414857,TB does not sync ALL iCloud contacts | Difficulty installing Owl for Exchange addon on Thunderbird  | When will TB have a migration software to EXCHANGE PROTOCOL  | Fetching mail issuess Outlook365 | Update your settings to keep your email app access working.
2023-02-01,mail_provider,m:microsoftemail,9,3.0,3.0,above-baseline,89,1,7.9,1403957 1403958 1403980 1404003 1404006 1404037 1404049 1404057 1404059,https://support.mozilla.org/questions/1403957 https://support.mozilla.org/questions/1403958 https://support.mozilla.org/questions/1403980 https://support.mozilla.org/questions/1404003 https://support.mozilla.org/questions/1404006 https://support.mozilla.org/questions/1404037 https://support.mozilla.org/questions/1404049 https://support.mozilla.org/questions/1404057 https://support.mozilla.org/questions/1404059,"Just upgraded from 60.x.x. to 102.7.1 (because 60.x.x. is bu | Change Thunderbird default OAUTH browser to chrome or ms edg | version 102.7.1 Still get ""login office365.com failed"" | e-mails from arcor.de | Setting up Office365 email"
