id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,feature,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1568394,2026-03-01T01:43:09.614354Z,2026-03-01,en-US,account-management,macos;thunderbird-android;account-management;,dabonz1965,Yahoo Account in Thunberbird,https://support.mozilla.org/questions/1568394,os:macos,macOS,,148.0,148,m:yahooemail;m:rogers,,,,1,false,,True,dabonz1965
1568431,2026-03-01T08:34:57.881461Z,2026-03-01,en-US,customization,android;customization;thunderbird-android;,sualk3,Individual Ring Tone for android thunderbird,https://support.mozilla.org/questions/1568431,os:android,Android,,,,,,,,1,true,12.33,False,
1568460,2026-03-01T13:41:45.070740Z,2026-03-01,en-US,crashing-and-slow-performance,thunderbird-android;crashing-and-slow-performance;,rthr.crtr,Tbird for android - slow/sluggish and fails,https://support.mozilla.org/questions/1568460,os:android,Android 16,,16.1,,m:gmail,,,,1,true,9.46,False,
1568570,2026-03-02T04:22:42.095317Z,2026-03-02,en-US,accessibility,accessibility;windows-11;thunderbird-android;,salindley0,"Thunderbird for Android: When sending a message, the copy moved to the Sent folder is not marked as ""read"" after moving",https://support.mozilla.org/questions/1568570,os:windows,Windows 11,,16.1,,,,,,1,true,0.85,False,
1568631,2026-03-02T11:39:52.835339Z,2026-03-02,en-US,send-and-receive-email,needsinfo;thunderbird-android;send-and-receive-email;,pitoutgecko,If I try to write an new email the blue button in the left corner does not respond,https://support.mozilla.org/questions/1568631,os:windows,Windows 11 64 bit,,,,,,,,1,true,44.21,False,
1568648,2026-03-02T14:25:17.899893Z,2026-03-02,en-US,customization,needsinfo;customization;thunderbird-android;,mail536,I have a ribbon of e- mails at the top or screen How do I get rid of these,https://support.mozilla.org/questions/1568648,,,,,,,,,,1,true,8.94,False,
1568760,2026-03-02T23:22:13.969584Z,2026-03-02,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,Luddite,"Thunderbird Android , 0Auth2 and POP3",https://support.mozilla.org/questions/1568760,,,,,,m:gmail,,proto:imap;proto:pop,,6,true,3.54,True,Luddite
1568847,2026-03-03T10:31:35.889181Z,2026-03-03,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,louise,Getting alias email from mailbox.org to work in Thunderbird,https://support.mozilla.org/questions/1568847,,,,,,,,,,1,true,20.88,False,
1569178,2026-03-05T01:26:59.058479Z,2026-03-05,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,bida2005,Custom message filter,https://support.mozilla.org/questions/1569178,,,,,,,feat:filters,,,1,true,3.47,False,
1569269,2026-03-05T15:54:34.316874Z,2026-03-05,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,clark.jake.a,Filter and move to a folder,https://support.mozilla.org/questions/1569269,os:android,Android,,Android,,,feat:filters,,,1,true,6.44,False,
