id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1538814,2025-09-30 23:31:45 -0700,2025-09-30 23:31:45 -0700,en-US,thunderbird-android,How to easily get notifications for all folders?,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,bear,"<p>Hello, </p><p>I want to get notifications of new mails for ALL folders of my 2 mail accounts without having to set the notification setting in every folder. Is this possible? I don't need push notifications for all folders, just notifications, even if they are only checked every 15m. For folders where I need push notifications, I have set it up separately. </p><p>Thank you very much in advance. </p>",bear;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:143.0) Gecko/20100101 Firefox/143.0;os:android 15,0,0,0,,,
1538972,2025-10-01 13:42:22 -0700,2025-10-02 00:25:19 -0700,en-US,thunderbird-android,I tried exporting from the desktop with a scan QR but all I see is an empty outbox folder,False,,,False,1769057.0,1769057;,email-and-messaging,android;thunderbird-android;email-and-messaging;needsinfo;,metroart1,<p><strong>bold text</strong> </p>,metroart1;shopov.bogomil;,False,False,False,;useragent:Mozilla/5.0 (Android 15; Mobile; rv:143.0) Gecko/143.0 Firefox/143.0;os:Android,1,0,1,,,
1539156,2025-10-02 12:51:55 -0700,2025-10-03 16:23:59 -0700,en-US,thunderbird-android,Threaded view doesn't work as expected,False,,,False,1769514.0,1769514;,customization,android;thunderbird-android;customization;,mwlica,"<p>The ""Threaded view"" option doesn't work, or at least not in the way I expect it to. </p><p>I've attached two screenshots of the same conversation, once of thunderbird and once of proton mail. Proton does chain the email thread properly, but in thunderbird it's completely detached. </p><p>Email conversations get really painful without proper email chaning/threading, especially if a replyee's client doesn't attach a quote (""&gt; ..."") at the end. </p>",mwlica;cristina.moreno.ruiz;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36;os:Android",1,0,1,,,
1539171,2025-10-02 15:38:40 -0700,2025-10-02 15:38:40 -0700,en-US,thunderbird-android,Email conversation view,False,,,False,,,customization,android;thunderbird-android;customization;,katrina56,<p>I would like to be able to turn off conversation view so that I can see each email separately. </p>,katrina56;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36;os:Android",0,0,0,,,
1539300,2025-10-03 08:55:13 -0700,2025-10-03 08:55:13 -0700,en-US,thunderbird-android,email address from contacts,False,,,False,,,accessibility,thunderbird-android;accessibility;,gconway,"<p>In my contacts I have a contact with 2 email addresses in it. In Thinderbird android mobile, when I search for the contact name the 2 email addresses show in the To:  form but if I delete either one from the address form the other deletes as well. In another email program I can choose which one I want. I tried just sending to both and it doesn't look like ir went, it didn't show up in my sent folder or outbox. </p><p>Is there a way to do this or is it an error in the program? </p>",gconway;,False,False,False,;useragent:Mozilla/5.0 (Android 10; Mobile; rv:143.0) Gecko/143.0 Firefox/143.0,0,0,0,,,
1539433,2025-10-04 04:10:44 -0700,2025-10-04 04:10:44 -0700,nl,thunderbird-android,Volledige lijst tonen Thunderbird Android,False,,,False,,,customization,thunderbird-android;customization;,m.vdkroef,"<p>Na installatie van Thunderbird op een Android toestel krijg ik 25 items te zien en moet ik voor de volgende 25 op een knop drukken. Hierdoor is het onmogelijk te zoeken in emails die (nog) niet in de lijst staan. Is er een mogelijkheid om alle emails te tonen in de lijst? </p><p>Groet, Martin </p>",m.vdkroef;,False,False,False,;useragent:Mozilla/5.0 (X11; Linux x86_64; rv:143.0) Gecko/20100101 Firefox/143.0,0,0,0,,,
1539447,2025-10-04 05:38:01 -0700,2025-10-04 05:38:01 -0700,it,thunderbird-android,consumo batteria thunderbird android,False,,,False,,,customization,thunderbird-android;customization;,m.brollo,"<p>Buongiorno, ho installato sul mio telefono android thunderbird come sostitutivo dell'app google. Il sistema operativo rileva che la app è sempre attiva. Di conseguenza consuma più batteria. è possibile farla lavorare solo in background? ho attivato le notifiche push. come si può configurarla per ridurre il consumo di batteria ma tenendo attive le notifiche push? </p>",m.brollo;,False,False,False,";useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:143.0) Gecko/20100101 Firefox/143.0;kb_visits_prior:[""/it/kb/modalita-risoluzione-problemi-thunderbird"", ""/it/kb/thunderbird-connessioni-non-richieste""]",0,0,0,,,
1539560,2025-10-04 17:02:55 -0700,2025-10-11 19:07:15 -0700,en-US,thunderbird-android,Cannot insert inline images in (newest Android) version,False,,,False,1771451.0,1771451;,email-and-messaging,thunderbird-android;email-and-messaging;,ssum,"<p>I recently downloaded my favourite email client, Thunderbird, from Play Store into my Moto G Plus phone and am using an IMAP connection to my server.  I found that I cannot insert an inline image, e.g. a graphic signature,  in this app. I tried many indirect ways to do it but no luck. </p><p>I think this should be a basic feature. </p><p>Thanks, Steve </p>",ssum;wsmwk;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",1,0,2,,,
1539689,2025-10-05 14:33:07 -0700,2025-10-07 07:23:40 -0700,en-US,thunderbird-android,Android Galaxy 22Ultra. How to delete multi emails,False,,,False,1770297.0,1770297;,email-and-messaging,thunderbird-android;email-and-messaging;,194049,"<p>I have over 1000 emails. how can I delete them but only up to the last say 30 days so I still have them. Or select certain batches of emails to delete, not 1 by 1 as it is now? Thanks </p>",194049;meskobalazs;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",1,0,0,,,
1539713,2025-10-05 18:10:20 -0700,2025-10-23 14:27:25 -0700,en-US,thunderbird-android,Thunderbird for Android no longer shows messages in IMAP folders,False,,,False,1774321.0,1773449;1774321;,connectivity,thunderbird-android;connectivity;,firefox1215,"<p>I currently have version 12.1 of the Thunderbird Android app. A few weeks ago, the app stopped showing messages in IMAP subfolders. All messages that were there disappeared from view. The messages can still be viewed in the Thunderbird Windows desktop program and in the K-9 11.1 app. </p>",firefox1215;wsmwk;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:143.0) Gecko/20100101 Firefox/143.0;os:Android 15,2,0,1,,,
