id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1509178,2025-05-01 04:41:07 -0700,2025-05-01 04:41:07 -0700,en-US,thunderbird-android,löschen von Ordnern im E-Mail-Programm am tablet oder Handy,False,,,False,,,email-and-messaging,android;thunderbird-android;email-and-messaging;,brigittezeuner,<p>Wie kann ich am Tablet/Handy Ordner aus dem E-Mail-Programm löschen? </p>,brigittezeuner;,True,False,False,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:137.0) Gecko/137.0 Firefox/137.0;os:Android,0,0,0,,,
1509186,2025-05-01 05:16:36 -0700,2025-05-01 05:16:36 -0700,en-US,thunderbird-android,"Thunderbird mobile app on Android: ""Authentication failed"" error",False,,,False,,,settings,thunderbird-android;settings;,sjreiling,"<p>I just installed the Thunderbird mobile app on my Google PIxel 6a, and I get the following error when I try to access both Gmail and Yahoo Mail: ""Authentication failed. Update your server settings."" </p><p>I imported my server settings from my desktop version of Thunderbird during the standard setup of the mobile app.  </p><p>Is there a solution to this problem? </p>",sjreiling;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0,0,0,0,,,
1509357,2025-05-01 22:02:36 -0700,2025-05-01 23:41:53 -0700,en-US,thunderbird-android,Background colour of selected email in email list,False,,,False,1729572.0,1729570;1729572;,customization,thunderbird-android;customization;,ian11,<p>I would like to use Thunderbird instead of Gmail however I am finding the dark blue background colour used to show a selected email in the email list is really bad especially with the email subject and first 2 lines being black. Is the any way to change the colour? Thanks </p>,ian11;Yu5tiqX9og;,True,False,False,";os:Samsung Tab S10 Android;useragent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36;kb_visits_prior:[""/en-US/kb/getting-started-thunderbird-android"", ""/en-US/kb/gmail-thunderbird-android""]",2,0,0,,,
1509471,2025-05-02 08:57:14 -0700,2025-05-02 12:01:58 -0700,en-US,thunderbird-android,Thunderbird android sync 10 minutes,False,,,False,1729721.0,1729721;,send-and-receive-email,thunderbird-android;send-and-receive-email;,harriskepix,"<p>Hi team </p><p>Firstly, congratulations on the Thunderbird android app. Very good, easy to install and to sync with my account. The only issue, and please take a look about that, the minimum sync for the emails are 10 minutes (see attached photo) which is too high when you are expecting a new email. Please reduce the time into 1 minute and to have a notification for income email.  Kind regards Charalampos Karampasis </p>",harriskepix;Yu5tiqX9og;,True,False,False,";useragent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36;os:to whom it may concern",1,0,1,,,
1509630,2025-05-03 03:31:00 -0700,2025-05-03 03:31:00 -0700,en-US,thunderbird-android,Smtp doesnt work on any settings,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,roger3,<p>I have been a user of K9 for years but recently it stopped sending messages and gave smtp errors it downloads messages pop with no issues. I then tried android thunderbird but with same result no success despite settings exactly same as I use on desktop thunderbird.I have tried other android email clients with no problems. Recently changed email provider but have exactly same situation with their email servers. Now also have new phone but the problem still persists with thunderbird.this time i use qr code to setup which meant I could st least get into thunderbird 'previously the rejected smtp setting meant I was locked out of proceeding into thunderbird. I have tried various different smtp settings but none work. Currently getting notifications of smtpresponseparserexception unexpected end of string... </p>,roger3;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36;os:Android 14",0,0,0,,,
1509720,2025-05-03 12:52:36 -0700,2025-05-07 08:06:16 -0700,en-US,thunderbird-android,What are the requirements to run the current version?,False,,,True,1730685.0,1730685;,installation-and-updates,thunderbird-android;installation-and-updates;,palatino,<p><strong>bold text</strong> </p>,palatino;Yu5tiqX9og;,True,False,False,;useragent:Mozilla/5.0 (Android 12; Mobile; rv:138.0) Gecko/138.0 Firefox/138.0;os:Android 12,1,0,0,,,
1509913,2025-05-04 13:51:59 -0700,2025-05-04 13:51:59 -0700,en-US,thunderbird-android,Mail checking times on Thunderbord Mobile (Android),False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,LarsErikOsterud,<p>I miss one thing from the regular Android mail app. The possibilty to set a time periode for mail checking. Like check each hour from 09:00 to 23:00. (to make it NOT check for mail at night) </p>,LarsErikOsterud;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:139.0) Gecko/20100101 Firefox/139.0,0,0,0,,,
1510249,2025-05-06 06:03:18 -0700,2025-05-07 06:01:15 -0700,en-US,thunderbird-android,"Thunderbird mobile, add-ons like Merge mail",False,,,False,1730683.0,1730683;,customization,thunderbird-android;customization;,slometa,"<p>Hi, I've just installed thunderbird on my Android. I thought I could install add-ons like on desk version 😇.  Are they available or I just can't find it? I'm looking particularly for Mail merge. Thank you for your answer and all what you do... Meta </p>",slometa;Yu5tiqX9og;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36",1,0,0,,,
1510263,2025-05-06 06:54:12 -0700,2025-05-06 06:54:12 -0700,en-US,thunderbird-android,Broken images in email,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,cornettej,"<p>I get a daily email from. USPS thar images of mail arriving that day, but Tbird  android the images are broken. Doesn't happen in other clients. Any suggestions? </p>",cornettej;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36",0,0,0,,,
1510274,2025-05-06 07:52:56 -0700,2025-05-07 05:52:02 -0700,en-US,thunderbird-android,Where are my contacts?,False,,,False,1730680.0,1730680;,contacts,thunderbird-android;contacts;,KuriousG,<p>I recently upgraded to a Pixel 9a from a Pixel 8a. If I want to forward or create a new email message I cannot type a name in  the To: area my contact list doesn't exist or display any of my contacts. What do I need to do to get access to my contacts? </p>,KuriousG;Yu5tiqX9og;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36 EdgA/136.0.0.0;os:Android 16 beta",1,0,4,,,
