id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1490289,2025-02-02 01:07:13 -0800,2025-02-02 01:07:13 -0800,en-US,thunderbird-android,showing folder hierarchy / subfolders?,False,,,False,,,customization,thunderbird-android;customization;,andreas110,"<p>I have many levels of subfolders, e.g. main-folder ""one"" and ""two"". Below these main-folders I have subfolders ""A"" and ""B"" one -A -B two -A -B In Thunderbird Desktop, these can be collapsed and expanded </p><p>However in Thunderbird Android these are shown as one one-A one-B two two-A two-B in an flat structure, e.g. cannot be collapsed / expanded.  </p><p>What do I wrong? BR Andreas </p>",andreas110;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0;os:Android 14,0,0,0,,,
1490356,2025-02-02 08:35:21 -0800,2025-02-02 18:11:56 -0800,en-US,thunderbird-android,Message preview,False,,,False,1709056.0,1709056;,customization,android;thunderbird-android;customization;,roguebc1,"<p>On the android I installed Thunderbird. when I go into the inbox, 1/3 screen shows email list.. 2/3 shows a message preview. I want to remove that preview. I only want to see my emails. I will click on an email if I want to read dit... IT would be fine if I could adjust the preview size but its set at 2/3 to 3/4 of my screen. leaving a tiny column for the emails. </p><p>Either adjust preview size, or remove it totally? </p><p>Please advise </p>",roguebc1;Yu5tiqX9og;,True,False,False,";useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0;os:android",1,0,0,,,
1490633,2025-02-03 13:54:48 -0800,2025-02-26 12:35:00 -0800,en-US,thunderbird-android,"qr code from desktop won't scan on Thunderbird for Android SOLVED Use zoom out, ctrl+minus to make the QR code smaller.",True,1709404.0,wsmwk,False,1709404.0,1709404;,account-management,windows-10;thunderbird-android;account-management;,gloriaharvey1,<p>cannot scan complete qr code only half showing on desktop screen </p>,gloriaharvey1;wsmwk;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0;os:Windows 10,1,0,1,,,wsmwk
1490808,2025-02-04 09:27:22 -0800,2025-07-08 06:18:26 -0700,en-US,thunderbird-android,unified email box versus i divided email views,False,,,False,1747381.0,1710326;1714412;1723264;1747263;1747381;,customization,firefox-1340;android;thunderbird-android;customization;,bpeil49,"<p>I would like to be able to view ""only on"" email inbox at a time (not the unified) inbox. </p><p>This is in my Thunderbird email. </p><p>Desktop works this way and is great. </p>",bpeil49;Yu5tiqX9og;wsmwk;ptrdahl11;,True,False,False,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:134.0) Gecko/134.0 Firefox/134.0;ff_version:134.0;os:Android,5,0,5,,,
1490849,2025-02-04 12:51:04 -0800,2025-02-04 12:51:04 -0800,en-US,thunderbird-android,Mobile Thunderbird outgoing mail,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,jsveitch,"<p>On the new Mobile Version, outgoing mail fails. I get no notification that delivery failed. </p><p>Why? </p>",jsveitch;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",0,0,0,,,
1490850,2025-02-04 12:52:39 -0800,2025-02-04 12:52:39 -0800,en-US,thunderbird-android,Outgoing mail,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,jsveitch,<p>New Mobile Thunderbird  </p><p>Outgoing mail fails </p>,jsveitch;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",0,0,0,,,
1490972,2025-02-05 01:36:15 -0800,2025-02-05 01:36:15 -0800,en-US,thunderbird-android,"Thunderbird, exportieren auf Smartphone",False,,,False,,,reset-passwords,android;thunderbird-android;reset-passwords;,lutzfrommann,"<p>Hallo,ich habe mein Thunderbird -Passwort vergessen/verlegt und möchte gern die Thunderbird -App auf mein neues Smartphone installieren/exportieren. Was kann ich tun?  Freundliche Grüße  Lutz Frommann </p>",lutzfrommann;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36;os:Android",0,0,0,,,
1490973,2025-02-05 01:42:58 -0800,2025-02-25 06:14:25 -0800,en-US,thunderbird-android,change password for smtp,False,,,False,1714418.0,1713985;1714418;,account-management,thunderbird-android;account-management;,korb.andre,<p>how to change password for smtp </p>,korb.andre;Yu5tiqX9og;wsmwk;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0 OpenWave/94.4.4373.38;os:android 14,2,0,1,,,
1491186,2025-02-05 15:30:23 -0800,2025-02-05 15:30:23 -0800,en-US,thunderbird-android,Sending email from abroad,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,gb1201,"<p>Hello, my emails had been working fine it seems,  but now that I've gone abroad, I've found that I can no longer send emails. I can still receive them though. I've attached a screenshot of the error message that came up when I checked the settings. Can anybody explain this and help me to rectify the problem? </p>",gb1201;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36;os:Android 14 (I think - the current one anyway!)",0,0,0,,,
1491257,2025-02-06 01:06:54 -0800,2025-02-06 01:06:54 -0800,en-US,thunderbird-android,E-mails are no longer received,False,,,False,,,send-and-receive-email,thunderbird-android;send-and-receive-email;,m.kriesten,"<p>Hello, </p><p>I have not been receiving e-mails with Thunderbird beta for 2 days. I have not made any changes, memories have been deleted. </p><p>What else can I check? </p><p>Greetings Martin </p>",m.kriesten;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,0,0,0,,,
