id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1568322,2026-02-28 18:11:59 -0800,2026-02-28 19:33:57 -0800,en-US,thunderbird-android,"Recipient field not displayed for ""undisclosed-recipients:""",False,,,False,1802992.0,1802992;,send-and-receive-email,thunderbird-android;send-and-receive-email;,darkhijacker,"<p>Hello, </p><p>Emails with a ""To: undisclosed-recipients:;"" header show no recipient information in the app, just as if there was no ""To"" header. Wouldn’t it be useful to display something to distinguish the two use-casesA? </p>",darkhijacker;platform34;,False,False,False,;useragent:Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0;tb_version:16.1,1,0,0,,,
1568394,2026-03-01 01:43:09 -0800,2026-03-01 02:13:24 -0800,en-US,thunderbird-android,Yahoo Account in Thunberbird,True,1803059.0,dabonz1965,False,1803059.0,1803059;,account-management,macos;thunderbird-android;account-management;,dabonz1965,"<p>Greetings, </p><p>For some reason, my TB client has a conflict with my ISP provider with TB and my personal Yahoo account. When I try to authenticate my personal Yahoo account, the authentication box pops up in TB, but it points to my ISP Yahoo account with the login instead of my private Yahoo account login. I have deleted my ISP Yahoo account. Everything was fine last year; now, today, I can't authenticate my private Yahoo account in the Authentication box (screenshot below). It's not giving my personal Yahoo account security. It's giving my ISP provider login, it's Rogers. </p><p>Any clues as to why? </p><p>Regards, Marko </p>",dabonz1965;,False,False,False,";solver_id:1062091;useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36;tb_version:148.0;os:macOS",1,0,0,,,
1568431,2026-03-01 08:34:57 -0800,2026-03-01 20:54:50 -0800,en-US,thunderbird-android,Individual Ring Tone for android thunderbird,False,,,False,1803210.0,1803210;,customization,android;thunderbird-android;customization;,sualk3,<p>Hpw Can I install my personal ringing tone for Thunderbird E-Mail </p>,sualk3;platform34;,False,False,False,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:148.0) Gecko/148.0 Firefox/148.0;os:Android,1,0,0,,,
1568460,2026-03-01 13:41:45 -0800,2026-03-01 23:38:25 -0800,en-US,thunderbird-android,Tbird for android - slow/sluggish and fails,False,,,False,1803233.0,1803233;,crashing-and-slow-performance,thunderbird-android;crashing-and-slow-performance;,rthr.crtr,<p>Tbird (v16. 1) for android installed on my Pixel 9a connected to my gmail account. Gmail client runs perfectly connected to same account while Tbird starts with a blank screen i.e no messages. App appears to be frozen but later displays messages. General operation seems sluggish - enough to turn me back to the Gmail client (which I don't like) but at least I can navigate my email without waiting. Any suggestions please? </p>,rthr.crtr;platform34;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36;tb_version:16.1;os:Android 16",1,0,0,,,
1568570,2026-03-02 04:22:42 -0800,2026-03-02 05:13:44 -0800,en-US,thunderbird-android,"Thunderbird for Android: When sending a message, the copy moved to the Sent folder is not marked as ""read"" after moving",False,,,False,1803269.0,1803269;,accessibility,windows-11;thunderbird-android;accessibility;,salindley0,"<p>Thunderbird for Android: When sending a message, the copy moved to the Sent folder is not marked as ""read"" after moving. Messages sent from the Android client and subsequently auto-filed into ""Sent"" or ""Sent Mail"" are still marked as ""unread"" after the move. They should be marked as ""read"" as part of the move, just like with the Windows client. I've searched the various Settings and I can't find any related setting. </p><p>Thank you for your attention to this matter, </p><pre>   Scott Lindley </pre>",salindley0;wsmwk;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 OPR/127.0.0.0;tb_version:16.1;os:Windows 11",1,0,0,,,
1568631,2026-03-02 11:39:52 -0800,2026-03-04 07:52:45 -0800,en-US,thunderbird-android,If I try to write an new email the blue button in the left corner does not respond,False,,,False,1803733.0,1803733;,send-and-receive-email,thunderbird-android;send-and-receive-email;needsinfo;,pitoutgecko,<p>Hi there. I can't write an new email. The blue button in the upper left corner is unresponsive. Please help </p>,pitoutgecko;platform34;,False,False,False,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:148.0) Gecko/148.0 Firefox/148.0;os:Windows 11 64 bit,1,0,0,,,
1568648,2026-03-02 14:25:17 -0800,2026-03-02 23:21:56 -0800,en-US,thunderbird-android,I have a ribbon of e- mails at the top or screen How do I get rid of these,False,,,False,1803459.0,1803459;,customization,thunderbird-android;customization;needsinfo;,mail536,<p>There is a list of e-mails at the top of my screen I do not want these as they delay me addressing  my inbox and sent messages </p>,mail536;platform34;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,1,0,0,,,
1568760,2026-03-02 23:22:13 -0800,2026-03-04 12:38:41 -0800,en-US,thunderbird-android,"Thunderbird Android , 0Auth2 and POP3",False,,,False,1803771.0,1803475;1803500;1803592;1803720;1803768;1803771;,email-and-messaging,thunderbird-android;email-and-messaging;,Luddite,"<p>Hi, </p><p>I'm looking to make Gmail my principal email account, instead of using my ISP account. Gmail requires 0Auth2 authentication, as many will know. </p><p>I'm a Luddite and prefer to use POP3, for a number of reasons. Thunderbird works fine (with POP3 Gmail), on my computer. Unfortunately, 0Auth2 doesn't appear as an authentication option, for POP3, in Tbird for Android. So the TB android app forces IMAP on my tablet and phone. </p><p>Is there any way around this? Are there any plans to incorporate 0Auth2 authentication for POP3 within Tbird for Android?  </p><p>Thanks </p>",Luddite;rednoise;platform34;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",6,0,0,,,
1568847,2026-03-03 10:31:35 -0800,2026-03-04 07:24:23 -0800,en-US,thunderbird-android,Getting alias email from mailbox.org to work in Thunderbird,False,,,False,1803725.0,1803725;,send-and-receive-email,thunderbird-android;send-and-receive-email;,louise,"<p>Hello I used to have an alias email from <a href=""http://mailbox.org"" rel=""nofollow"">mailbox.org</a> set up in Thunderbird and it operated just like a normal email however this seems to not be working now and I'm wondering if anybody knows how to maket this happen it was so useful. </p><p>Sorry I don't know how to find out which Thunderbird version I am using  </p><p>This issue is both for desktop and Android. </p>",louise;platform34;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",1,0,0,,,
1569178,2026-03-05 01:26:59 -0800,2026-03-05 04:54:54 -0800,en-US,thunderbird-android,Custom message filter,False,,,False,1803888.0,1803888;,send-and-receive-email,thunderbird-android;send-and-receive-email;,bida2005,"<p>How to add custom filters in Thunderbird for Android. In the desktop version, I can add custom filters for each account. This is not possible in the Android version. How can I solve this problem? </p>",bida2005;platform34;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:148.0) Gecko/20100101 Firefox/148.0,1,0,0,,,
