id,is_trusted_contributor,creator
1551692,true,wsmwk
1551715,true,davidsk
1551717,true,davidsk
1551750,true,Mozilla-assistent
1551751,true,@next
1551755,true,davidsk
1551763,true,wsmwk
1551766,true,davidsk
1551795,true,davidsk
1551799,true,davidsk
1551806,true,davidsk
1551815,true,davidsk
1551819,true,mozilla98
1551835,true,christ1
1551836,true,christ1
1551840,true,@next
1551843,true,wsmwk
1551851,true,davidsk
1551854,true,siffemoz
1551873,true,davidsk
1551878,true,mozilla98
1551882,true,davidsk
1551889,true,davidsk
1551904,true,MattAuSupport
1551905,true,christ1
1551950,true,davidsk
1551961,true,pcp04
1551968,true,christ1
1551983,true,christ1
1551998,true,@next
1552017,true,@next
1552020,true,Mapenzi
1552021,true,MattAuSupport
1552033,true,@next
1552037,true,Mapenzi
1552038,true,davidsk
1552039,false,dillenger
1552068,true,sfhowes
1552070,true,davidsk
1552071,true,davidsk
1552081,false,owl2
1552089,true,Mapenzi
1552095,true,MattAuSupport
1552109,true,mozilla98
1552110,true,Toad-Hall
1552130,true,wsmwk
1552150,true,sfhowes
1552154,true,davidsk
1552166,true,davidsk
1552167,true,Agentvirtuel
1552172,true,@next
1552178,true,Mapenzi
1552201,true,davidsk
1552205,true,wsmwk
1552211,true,wsmwk
1552224,true,wsmwk
1552229,true,davidsk
1552233,true,siffemoz
1552243,true,sfhowes
1552255,true,sfhowes
1552262,true,Mozilla-assistent
1552265,true,davidsk
1552277,true,mozilla98
1552304,true,davidsk
1552313,true,wsmwk
1552315,true,siffemoz
1552318,true,sfhowes
1552320,true,sfhowes
1552322,true,siffemoz
1552349,true,mozilla98
1552408,true,mozilla98
1552411,true,davidsk
1552422,true,davidsk
1552432,true,@next
1552436,true,@next
1552450,true,davidsk
1552457,true,@next
1552467,true,davidsk
1552472,true,davidsk
1552476,true,Mapenzi
1552478,true,davidsk
1552486,true,davidsk
1552496,true,mozilla98
1552501,true,@next
1552523,true,sfhowes
1552530,false,x0digi
1552559,true,davidsk
1552577,true,sfhowes
1552601,true,James
1552637,true,christ1
1552643,true,MattAuSupport
1552645,true,sfhowes
1552647,true,sfhowes
1552658,true,markh2
1552669,true,markh2
1552685,true,sfhowes
1552689,true,siffemoz
1552700,true,MattAuSupport
1552702,true,Googlethunderbird.
1552708,true,davidsk
1552739,true,MattAuSupport
1552742,true,mozilla98
1552744,true,mozilla98
1552761,true,christ1
1552765,true,pcp04
1552766,true,siffemoz
1552792,true,christ1
1552806,true,christ1
1552825,true,sfhowes
1552837,true,Mapenzi
1552849,true,markh2
1552888,true,mozilla98
1552894,true,sfhowes
1552895,true,MattAuSupport
