id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1829421,1590539,2026-07-01T08:41:54.304537Z,2026-07-01T08:41:54.304549Z,"<p>Voor het beveiligen van e-mailberichten kunt u PGP gebruiken, zoals uitgelegd in: <a href=""https://support.mozilla.org/nl/kb/openpgp-thunderbird-howto-en-faq"" rel=""nofollow"">https://support.mozilla.org/nl/kb/openpgp-thunderbird-howto-en-faq</a>. Meer info over updates staat in: <a href=""https://support.mozilla.org/nl/kb/thunderbird-updates-beheren"" rel=""nofollow"">https://support.mozilla.org/nl/kb/thunderbird-updates-beheren</a>. </p>",Mozilla-assistent,False,0,0
1830026,1590568,2026-07-04T03:24:33.790806Z,2026-07-04T03:24:33.790814Z,"<p>You have an interesting report, because I am not seeing this described in existing bug reports <a href=""https://mzl.la/4aAnIgw"" rel=""nofollow"">https://mzl.la/4aAnIgw</a> </p><p>Does this only happen for the ""body"" choice? </p>",wsmwk,False,0,0
1829614,1590568,2026-07-02T08:24:33.825346Z,2026-07-02T08:24:33.825355Z,"<p>This also happens in version ""152.0.1 (aarch64)"". </p>",vilro03,False,0,0
1829452,1590573,2026-07-01T12:22:00.131172Z,2026-07-01T12:22:00.131184Z,"<p>It will help to know what operating system you use and its version, such as Windows 7, Windows 10, Linux, etc. Also, is there a particular feature that is causing problems? The releases have been very similar since 2022 (version 102), but older versions are available also. Predictably, we would prefer to assist you in the current version, but will focus on whichever is your preference. </p>",davidsk,False,0,0
1829476,1590573,2026-07-01T14:50:21.549289Z,2026-07-01T14:50:21.549294Z,"<p>Hi Gay, </p><p>Many people who believe that the user interface has changed too much discover that they can easily make Thunderbird look the way that it did for them earlier. Sometimes an upgrade changes something that can be changed back. If you tell us what has changed, what you don't like, and what you prefer, we can probably help. </p><p>You may discover how to get Thunderbird to look the way you want by exploring some options under the ""View"" menu: View - Layou and View - Folders. If there is no menu across the top of your screen, press the &lt;alt&gt; key or click on ≡ at top right to show a menu there. </p><p>I wonder if an upgrade might switch between cards view and table view. If that is what is making reading your mail difficult, click on the film roll button at top right and pick the other view. </p><p>It is usually better to use more recent versions of Thunderbird because they are more secure. </p>",mozilla98,False,0,0
1829471,1590586,2026-07-01T14:28:12.063733Z,2026-07-01T14:28:12.063740Z,"<p>Hebt u de juiste serverinstellingen ingesteld in Thunderbird? Zie ook <a href=""https://support.mozilla.org/nl/kb/handmatige-accountconfiguratie"" rel=""nofollow"">https://support.mozilla.org/nl/kb/handmatige-accountconfiguratie</a>. </p>",Mozilla-assistent,False,0,0
1829465,1590593,2026-07-01T14:12:05.239010Z,2026-07-01T14:12:05.239016Z,"<p>It wouldn't be safe to advise without more detail. My suggestion:  </p> <ol><li> click each account's 'server settings' pane and note the folder named in 'Local Folder' link. Those identify the account folders being used  </li><li> Also click 'Local Folders' within Account settings and note its Local Folder name.  </li></ol> <p>That information will show the primary folders in use. Folders that are not within those folders are likely not needed. To get an opinion here, I suggest posting screenshots of the imapmail folders and the mail folders, and identify the results of my above suggested steps. AND, if in doubt, it's always safe to COPY potentially unneeded folders and restart thunderbird to confirm. Do NOT delete or copy while thunderbird is running. </p>",davidsk,False,1,0
1829535,1590593,2026-07-01T19:24:30.947285Z,2026-07-01T19:24:30.947293Z,"<p>Thank you David. I did what you recommended, I just didn't do the screen shots then. They are attached now. My plan was to delete (or move) the following folders/files from ImapMail 1)  <a href=""http://imap.mail.yahoo.com"" rel=""nofollow"">imap.mail.yahoo.com</a> folder 2)  imap.mail.yahoo.com.msf file 3)  <a href=""http://imap.mail.yahoo-1.com"" rel=""nofollow"">imap.mail.yahoo-1.com</a> folder 4)  imap.mail.yahoo-1.com.msf file and from Mail 5) Local Folders folder 6) <a href=""http://mail.optimum.net"" rel=""nofollow"">mail.optimum.net</a> folder 7) <a href=""http://pop.mail.yahoo.com"" rel=""nofollow"">pop.mail.yahoo.com</a> folder I will backup the whole profile before I do this as well. </p>",johnalcide,False,0,0
1829559,1590593,2026-07-01T20:27:14.930349Z,2026-07-01T20:27:14.930360Z,"<p>Yes, I had looked at that but forgot to mention it. Those 5 folders that I will remove account for about 2.4 GB. </p>",johnalcide,False,0,0
1829569,1590593,2026-07-01T21:21:40.042884Z,2026-07-01T21:22:42.460718Z,"<p>Many people both receive and send messages with large attachments, and the attachments will remain in your SENT and other folders. Although it takes some time and effort on your part, if you comb through your email folders you may find that there's no need to keep some attachments any more. Deleting them can significantly reduce the size of your message store. </p><p>If you view your Message List in Table Mode, you can  add a Size column. You can then sort the list by size and easily see which messages are using the most room. See my attached image (I see I need to do some housecleaning myself!) After deleting any unneeded attachments, follow up by Compacting the folders. </p><p>Another thing that takes up a lot of room is the Global Search database (""global-messages-db.sqlite""). It tends to grow quite large but never shrink. For example, mine is currently 615 MB. The file can be deleted (while Thunderbird is closed) and will be regenerated when the program next runs. It can take up to a few hours to create a new database, and it might or might not be much smaller. </p>",rednoise,False,1,0
1829633,1590593,2026-07-02T10:51:16.646028Z,2026-07-02T10:51:16.646035Z,"<p>I am concerned about the folders you plan to delete. Your screenshot indicates four yahoo accounts, yet you posted that you plan to delete those folders. From my first response, did any of those appear in the local folder check? </p>",davidsk,False,0,0
1829574,1590593,2026-07-01T22:19:54.727692Z,2026-07-01T22:19:54.727698Z,"<p>Thanks Lin. I had done the first part of your suggestion but I hadn't seen anything about the Global Search Database file before. I checked and mine is 65 Mb so not too bad. I have isolated most of the space to free up (about 2.4GB) in the folders from old email addresses and local folders, so I will finish up with that. </p>",johnalcide,False,1,0
1829555,1590593,2026-07-01T20:12:50.472367Z,2026-07-01T20:12:50.472373Z,"<p>The msf files will be automatically  recreated. If there is excess storage that can be deleted, it will be inside those folders. You need to post the contents of each account's folder to get more information on space. </p>",davidsk,False,1,0
1829658,1590593,2026-07-02T13:05:52.310986Z,2026-07-02T13:05:52.310991Z,"<p>I am only going to remove the 2 folders from IMAPMAIL that I listed in the text of the message. The 2 that I am not removing show up as the local folders in the settings for my current email addresses. Under the MAIL folder, only one shows up as the local folder in the settings for my current Local Folders. I will remove the other three from MAIL that I listed in the text of the message. Thanks for your help! </p>",johnalcide,False,0,0
1829512,1590617,2026-07-01T17:58:40.419233Z,2026-07-01T17:58:40.419240Z,"<p><a href=""https://support.mozilla.org/kb/cannot-receive-messages"" rel=""nofollow"">https://support.mozilla.org/kb/cannot-receive-messages</a> </p>",christ1,False,0,0
1829557,1590624,2026-07-01T20:14:11.970264Z,2026-07-01T20:14:11.970274Z,"<p>Maybe, if you explain whatever you did, we can offer suggestions. thank you. </p>",davidsk,False,0,0
1830522,1590625,2026-07-06T14:48:50.311986Z,2026-07-06T14:48:50.311997Z,"<em><p>mjt5 <a href=""#answer-1830468"" rel=""nofollow"">said</a></p></em> <blockquote>I've now set up the new email account and can see how everything works. I've elected to display the two sets of folders separately rather than unified (I now have a better understanding of that). </blockquote> <p>Remember that you can open each account in its own window if you prefer to see them at the same time. </p>",mozilla98,False,0,0
1829495,1590625,2026-07-01T16:38:58.739208Z,2026-07-01T16:38:58.739213Z,<p>You do not need multiple profiles for what you plan to do. The two accounts can run in same profile. </p>,davidsk,False,0,0
1830532,1590625,2026-07-06T16:03:35.318051Z,2026-07-06T16:05:27.254535Z,"<p>Sorry - my brain's melting in this heat. Maybe I'm misunderstanding or using the wrong terminology. </p><p>Using my host's control panel, once I'd set up a mailbox I was able to create another email address with the same domain name that delivers it's mail to the same mailbox. This is what I referred to as an alias, because from what I remember this is what they were called in the Plusnet setup instructions. I set the Plusnet mail up around 19 years ago so my memory of that is somewhat hazy. </p><p>So I have a mailbox with address mike@(domain name) and an additional email address mjt@(domain name) that both deliver mail to the mike@(domain name) mailbox. </p><p>Anyway now you've pointed me to the Identities setup I've created one for the second email address and all looks good so many thanks for that. I'd completely forgotten about identities. You'll have to bear with me - my 82-year-old brain isn't as nimble as it once was. </p><p>I still haven't worked out how to open each account in it's own window but I think having the two sets of folders in a single window will probably prove more convenient. </p>",mjt5,False,0,0
1829769,1590625,2026-07-02T21:14:40.323832Z,2026-07-02T21:14:40.323839Z,"<em><p>mjt5 <a href=""#answer-1829765"" rel=""nofollow"">said</a></p></em> <blockquote>Since you say switching between accounts is one mouse click that seems to imply that only one account can be on screen at one time. </blockquote> <p>That is just one way. You can also open multiple windows open and see different accounts at the same time. </p>",mozilla98,False,1,0
1830519,1590625,2026-07-06T14:43:08.962619Z,2026-07-06T14:43:08.962631Z,"<em><p>mjt5 <a href=""#answer-1830468"" rel=""nofollow"">said</a></p></em> <blockquote>In the original account I set up an alias which sends incoming mail to the main (and only) inbox. I've been able to choose to send mail from this alias but I can't see how to do this from the one I've set up in the new account. It doesn't appear in the drop-down list. If you can give me any pointers on how to do this it would be great. </blockquote> <p>Aliases are not needed to send messages to the inbox. How are you using aliases? </p><p>Did you create an identity in Thunderbird in your new account? Account settings &gt; click on account name &gt; manage identities. </p><p>To send mail from an identity, I must have a corresponding alias on the server. I assume that you do also. </p>",mozilla98,False,0,0
1830543,1590625,2026-07-06T17:11:48.339988Z,2026-07-06T17:11:48.339996Z,"<p>You understand aliases correctly and your brain seems very nimble. </p><p>Open an account in its own window by right-clicking on the account name or inbox folder in the folder pane and selecting ""Open in new window"". </p>",mozilla98,False,0,0
1830551,1590625,2026-07-06T18:29:39.078363Z,2026-07-06T18:29:39.078370Z,"<p>Doh!! That's so obvious once you've pointed it out. </p><p>Once again thank you so much for walking me through this. </p><p>Best regards, Mike. </p>",mjt5,False,0,0
