id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1809791,1573881,2026-04-03 07:33:12 -0700,2026-04-03 07:33:12 -0700,"<p>David, bookmark this web page in your browser.  Please do not post a new question - instead post your <strong>reply</strong> here. </p> <em><p>christ1 <a href=""#answer-1809246"" rel=""nofollow"">said</a></p></em> <blockquote><a href=""https://support.mozilla.org/kb/cannot-receive-messages"" rel=""nofollow"">https://support.mozilla.org/kb/cannot-receive-messages</a> </blockquote> <p>After following those instructions, what are your results? </p>",wsmwk,False,0,0
1809246,1573881,2026-03-31 18:03:17 -0700,2026-03-31 18:03:17 -0700,"<p><a href=""https://support.mozilla.org/kb/cannot-receive-messages"" rel=""nofollow"">https://support.mozilla.org/kb/cannot-receive-messages</a> </p>",christ1,False,0,0
1809269,1573894,2026-03-31 20:30:50 -0700,2026-03-31 20:30:50 -0700,<p>I forgot to respond to your issue about the name of the account changing. Please provide more information on that. thank you </p>,davidsk,False,0,0
1809266,1573894,2026-03-31 20:14:57 -0700,2026-03-31 20:14:57 -0700,"<p>I am not German, but I'll attempt to answer some of your questions. </p><p>First, it appears that you have never posted to this forum, so it is unclear with whom you were corresponding.  On German users: there are many. See this page:  <a href=""https://stats.thunderbird.net/#platlang"" rel=""nofollow"">https://stats.thunderbird.net/#platlang</a>   On release channels:: the ESR is more stable, as it is updated with new features annually. The portable version is released only in the monthly version, so that would be 149 On developer toolbox: that is for users. No, Thunderbird employees or support personnel cannot see your mail. Thunderbird is 100% private to the user. On archive versions: I think what you are seeing are examples of setting up annual archives    </p><p>There is a German support forum. I am unsure of the URL, but this may be it: </p><pre>https://www.thunderbird-mail.de/forum/board/36-hilfe-zu-e-mail-und-allgemeines-arbeiten/ </pre> <p>I hope my responses have been useful. </p>",davidsk,False,0,0
1809354,1573894,2026-04-01 07:34:30 -0700,2026-04-01 07:34:30 -0700,"<p>A number was added to my email address after the fact, and by whom? </p><p>I've now changed it myself from my account. </p>",aaaaa,False,0,0
1809954,1573897,2026-04-03 21:39:42 -0700,2026-04-03 21:39:42 -0700,"<p>more or less correct. </p><p>I originally copied the whole $HOME/.thunderbird/ so configuration wasn't necessary </p><p>I then rsync the $HOME/.thunderbird/*.default-release/Mail/"" from computer 1 to computer 2.  </p><p>Previously, computer 2 would scan the mail directories and show new email </p>",rdmyers.42,False,0,0
1809616,1573897,2026-04-02 14:24:47 -0700,2026-04-02 14:24:47 -0700,"<p>It was a thing, since I copy the thunderbird , especially since I copy the .thunderbird/&lt;sccount&gt;/Mail/Local\ Folders/ to other computers. </p><p>thunderbird used to scan local folders so I could see ""new"" mail instead of going downstairs. </p><p>I can see this question will die in forum :-( </p>",rdmyers.42,False,0,0
1809611,1573897,2026-04-02 14:12:15 -0700,2026-04-02 14:12:15 -0700,"<p>I am not understanding your question, since new mail is downloaded to thunderbird from the internet, not from local folders. It is possible to have new mail stored in local folders. Maybe, if you add more information, some suggestions may be offered. thank you </p>",davidsk,False,0,1
1810030,1573897,2026-04-04 10:12:37 -0700,2026-04-04 10:12:37 -0700,"<p>incorrect, I rsync to get the latest downloaded, from computer 1 to computer 2. </p><p>i want thunderbird to re-scan the local mail folders when starting up, for new mail </p>",rdmyers.42,False,0,0
1809960,1573897,2026-04-03 21:56:49 -0700,2026-04-03 21:56:49 -0700,"<p>I understand better. You don't want Thunderbird scanning folders; you want rsync to scan folders and synchronize them. And you don't want just local folders scanned and sync'd; you want all your message folders sync'd, including inboxes. </p><p>If you have IMAP accounts, then it is simpler to have the second computer get mail from the server. Then you would sync only local folders. If your local folders are not huge, you could move them to an IMAP account and sync them through the server too. I believe that you know all this already. Is the second computer not connected to the internet? </p><p>If you have POP accounts, I don't know the best approach. </p><p>I do not know if rsync and Thunderbird work well together. </p><p>In any case, unless I misunderstand, your question seems to be about how to get rsync to do what you want. I am not seeing a problem with Thunderbird that I can help with. </p>",mozilla98,False,0,0
