id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1584958,2026-06-01 08:16:54 +0000,2026-06-01 08:16:54 +0000,en-US,thunderbird,Cannot connect to Exchange (microsoft) account.,False,,,False,,,connectivity,thunderbird-14901;thunderbird-1490;linux;thunderbird;connectivity;,tomzhixingw,"<p>I'm using thunderbird 149.0.1. I'm trying to add a microsoft exchange account (@outlook.com). Using the account hub, after I entered the full name and email address and did the two-factor authorization, I'm stuck on the second screen (see attached). According to the <a href=""/en-US/kb/thunderbird-and-exchange"" rel=""nofollow"">instruction</a> , I should not enter my account password in the first dialog box. However this is not possible since the password field is required. If I enter my account password in the password field, and leave the ""Your login"" part blank (or fill it with my email address), the window would complain ""Exchange auth error"" after I clicked continue. If I put a random string in the ""Your login"" field, clicking continue would lead me to a microsoft signin dialog, and if I sign in with my credential and password, the same ""Exchange auth error"" would still appear after I finished all the steps in the microsoft popup. </p>",tomzhixingw;,False,False,False,";useragent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36;tb_version:149.0.1;os:Linux",0,0,0,,,
1584960,2026-06-01 08:55:38 +0000,2026-06-01 10:35:38 +0000,en-US,thunderbird,finding the Menu,False,,,False,1822532.0,1822532;,account-management,thunderbird-15101;thunderbird-1510;windows-11;thunderbird;account-management;,judypudy,<p>thank you for continuing to assist me. I was able to locate the menu and identify the server as IMAP. Judy </p>,judypudy;Mapenzi;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36;tb_version:151.0.1 (64-bit) R;os:Windows 11",1,0,0,,,
1584963,2026-06-01 09:14:34 +0000,2026-06-01 10:48:11 +0000,en-US,thunderbird,Recover Lost Emails,False,,,False,1822537.0,1822537;,import-and-export-email,thunderbird-140110;thunderbird-14011;linux;thunderbird;import-and-export-email;,roundbot,"<p>Hi, I had/have an IMAP account at my ISP Host, with TB connecting to. </p><p>There has been a number of occasions where I have used the Servers IMAP copy of emails as a back up, and from memory am sure that when connecting a fresh client, all emails/folders etc updated and down loaded from the server &gt; client, in fact nothing got deleted on either side, and both sides synced. </p><p>My host (Fasthosts - I will name and shame) deleted my whole IMAP account by mistake. </p><p>They hastily re-instated just the package but all the emails had been wiped from the server. </p><p>I did though have a full copy of all emails on my TB IMAP client. </p><p>When I reconnected my client to the server after the re-instatement, i expected my clients emails to upload to the server, but instead they 'vanished' - and I have nothing but empty folders. </p><p>Am I able to recover any of these emails from my client, ie are they sitting in a file/folder still ?? </p><p>TB has restarted a number of times since, and I fear the folder may have been compacted, but I cannot be sure. </p><p>Thoughts appreciated. </p>",roundbot;davidsk;,False,False,False,;useragent:Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:140.11.0esr (64-bi;os:Linux,1,0,0,,,
1584965,2026-06-01 09:37:08 +0000,2026-06-01 13:25:56 +0000,en-US,thunderbird,Ctrl-Q vs. R,False,,,False,1822569.0,1822540;1822569;,customization,thunderbird-140110;thunderbird-14011;linux;thunderbird;customization;,krakadzeyau,"<p>Hi! I use Thunderbird at home, but at work I have to use Outlook. This M$ sh... uses Ctrl-Q to mark emails as read. After a long day at work, I go home, sit down at my computer, and automatically keep pressing Ctrl-Q instead of R. I'm sure I'm not alone in having this problem. Could you please allow users to choose which hotkey exits Thunderbird, or at least disable the hotkey? </p>",krakadzeyau;davidsk;Yu5tiqX9og;,False,False,False,";useragent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36;tb_version:140.11.0esr;os:Linux",2,0,0,,,
1584976,2026-06-01 10:56:55 +0000,2026-06-10 12:51:37 +0000,en-US,thunderbird,"Not responding, connectivity issues, slow deleting",False,,,False,1824393.0,1822541;1823030;1823038;1824393;,performance-and-connectivity,windows-10;thunderbird;performance-and-connectivity;,pscolnik,"<p>Running Win10, all the sudden I'm getting Not Responding messages, failures to connect to server, and slow deleting of emails. I tried everything: uninstalling/reinstalling; running on troubleshooting mode; checking compatibility. Nothing works. Any ideas? </p><p>Thank you </p>",pscolnik;davidsk;jl_prioul;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36;os:Windows 10",4,7,9,,,
1584982,2026-06-01 11:52:34 +0000,2026-06-01 11:52:34 +0000,pt-BR,thunderbird,Estou recebendo mensagens de não entrega,False,,,False,,,send-and-receive-email,thunderbird-140111;thunderbird-14011;windows-1011;thunderbird;send-and-receive-email;,licitacao4,"<p>Acredito que meu e-mail esteja sendo alvo de vírus, não sei como desativar esses envios de e-mails. Acho que cliquei em algum e-mail que chegou e acabei dando abertura para que o meu e-mail começasse a enviar esses mesmos e-mails que recebi em determinado momento. </p>",licitacao4;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:140.0) Gecko/20100101 Thunderbird/140.11.1;tb_version:140.11.1esr (64 bi;os:Windows 10/11;kb_visits_prior:[""/pt-BR/kb/spam-e-mensagens-indesejadas-no-thunderbird""]",0,0,0,,,
1585002,2026-06-01 14:07:28 +0000,2026-06-01 16:10:09 +0000,en-US,thunderbird,Bei der Neueinrichtung auf einem neuen Rechner fehlt mir der Ordner für gesendete Mails.,True,1822588.0,davidsk,False,1822588.0,1822588;,send-and-receive-email,thunderbird-15101;thunderbird-1510;windows-10;thunderbird;send-and-receive-email;,info14089,"<p>Hallo Zusammen, </p><p>bei der Neueinrichtung auf einem neuen Rechner fehlt mir der Ordner für gesendete Mails. </p><p>Ich habe die Anwendung auch schon komplett deinstalliert und wieder aufgespielt. Hat sich leider nicht geändert. </p><p>Was kann ich noch machen? </p><p>Beste Grüße </p>",info14089;davidsk;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:151.0.1 (64-Bit);os:Windows 10;solver_id:7646220,1,0,0,,,
1585011,2026-06-01 14:54:19 +0000,2026-06-01 21:21:33 +0000,en-US,thunderbird,Where are all of my e-mails???,False,,,False,1822631.0,1822631;,email-and-messaging,windows-11;thunderbird;email-and-messaging;,chashusker,<p>'<em><strong>bold text'</strong></em> </p>,chashusker;Googlethunderbird.;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:e-mails;os:Windows 11,1,0,1,,,
1585025,2026-06-01 15:57:36 +0000,2026-06-02 11:33:26 +0000,en-US,thunderbird,No Copy In Sent Folder,False,,,False,1822718.0,1822718;,send-and-receive-email,windows-11;thunderbird;send-and-receive-email;,tightpurchaser,"<p>I am working on my Windows 11 where I have TB synced with a Comcast account and a frozen GMAIL due to the need to free up space.  Under GMAIL I had to look up older messages for recipients before sending the message I prepared with the attachment.  I used my Comcast email as the address in the cc: line; but did not realize that I was still in the GMAIL before I hit Send.  Why did it bother to send?  Now that I sent it, I do not have a copy.  A box appeared that said that it would not make a copy.  I understood what the problem was; but it gave me no chance to change the account at the top so that TB could copy it to my Comcast folder.  How can I retrieve this message? </p>",tightpurchaser;Toad-Hall;,False,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0;tb_version:140.11;os:Windows 11",1,0,0,,,
1585036,2026-06-01 16:59:55 +0000,2026-06-01 16:59:55 +0000,en-US,thunderbird,"There are TWO folders ""Spam"" instead of one. I can't eliminate the second one.",False,,,False,,,junk-mail-and-spam,thunderbird-15101;thunderbird-1510;windows-11;thunderbird;junk-mail-and-spam;,peter.b.abegglen,"<p>Folder <strong>one: Spam</strong> ....  this is the new one, automatically installed through a thunderbird program . Mails by filter marked as spam now get sent to THIS Folder.  ____________________________________________________________________________________ Folder <strong>two: Spam</strong> ....  this was up to now the correct existing one. ('Spam gemeldet' means: Spam mails sent to the government anti-spam authority.) So: this folder nr. 2 should be eliminated, as the folder nr. 1 seams to be the normal working one. </p><p>Thank you very much for your help! Peter </p>",peter.b.abegglen;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:151.0.1 (64-Bit);os:Windows 11,0,0,0,,,
