id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1509116,2025-04-30 21:16:21 -0700,2025-04-30 21:16:21 -0700,en-US,thunderbird,comcast.net  and hotmail.com,False,,,False,,,send-and-receive-email,thunderbird;send-and-receive-email;,cwkilby,"<p>I had both <a href=""http://comcast.net"" rel=""nofollow"">comcast.net</a> and <a href=""http://Hotmail.com"" rel=""nofollow"">Hotmail.com</a> email accounts working on thunderbird now i cant get either back i can get both on their respective web mail pages . I've check all setting against the listed settings and it keeps failing&nbsp;???? </p><p>Chuck </p>",cwkilby;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0;kb_visits_prior:[""/en-US/kb/faq-changing-imap-pop"", ""/en-US/kb/thunderbird-import""]",0.0,0.0,0.0,,,
1509118,2025-04-30 21:40:18 -0700,2025-05-01 04:00:41 -0700,en-US,thunderbird,asking me for password. don't have it,False,,,False,1729397.0,1729397;,reset-passwords,thunderbird;reset-passwords;,marcmir2,<p>as above </p>,marcmir2;davidsk;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0",1.0,0.0,0.0,,,
1509145,2025-05-01 01:37:19 -0700,2025-05-01 10:08:17 -0700,it,thunderbird,Email di un singolo account duplicate,False,,,False,1729466.0,1729466;,crashing-and-slow-performance,thunderbird;crashing-and-slow-performance;,andreabarbagallo.ab7,"<p>Ho 6 account nella mia installazione di Thunderbird e capita che le mail di un singolo account vengano mostrate duplicate nella visualizzazione a cartelle unificate. Aprendo la inbox dell'account, tornano singole, tornando alla Inbox unificata, dopo la ""ricerca cartella..."" che spunta in basso, tornano doppioni. Per risolvere mi basta chiudere il programma e riaprirlo (non ridotto a icono, ma totalmente chiuso e riavviato). </p><p>Non riesco a capire perché a volte, all'apertura di thunderbird, le email siano doppione costringendomi a riavviare il programma. In modalità risoluzione problemi questo non spunta, ma immagino sia perché appunto riavviando thunderbird si sistema. </p><p>Controllando le impostazioni account, non c'è niente di diverso rispetto agli altri utenti gmail. </p><p>Elimimando una mail doppiona, sparisce anche l'altra lasciando una mail vuota datata 1970. Cambiando cartella si sistema. </p>",andreabarbagallo.ab7;@next;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0,1.0,0.0,0.0,,,
1509161,2025-05-01 02:57:21 -0700,2025-05-01 03:49:47 -0700,nl,thunderbird,verzenden van email vanuitThunderbird lukt niet,False,,,False,1729393.0,1729393;,send-and-receive-email,thunderbird;send-and-receive-email;,psaltet,"<p>Sinds een paar dagen kan ik geen mail meer verzenden via Thunderbird. Wel via mijn Ipad, maar niet via mijn laptop. Ik  heb geprobeerd dit op te lossen: door windows update, thunderbird opnieuw te installeren met een nieuw wachtwoord, firewall,vpn en virusprogramma uit te zetten, niets helpt. De boodschap die ik krijg is:  ''<em><strong>Verzenden van het bericht is mislukt.</strong> </em> Het bericht kon niet worden verzonden, omdat het verbinden met uitgaande (SMTP-)server <a href=""http://smtp.freedom.nl"" rel=""nofollow"">smtp.freedom.nl</a> is mislukt. Mogelijk is de server niet beschikbaar of weigert SMTP-verbindingen. Controleer of de instellingen van uw uitgaande (SMTP-)server juist zijn en probeer het opnieuw.'<strong> </strong> ik weet niet wat ik nog meer kan proberen, groet, Pauline </p>",psaltet;Mozilla-assistent;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0;kb_visits_prior:[""/nl/kb/kan-geen-berichten-verzenden""]",1.0,0.0,1.0,,,
1509163,2025-05-01 03:03:46 -0700,2025-05-01 03:42:53 -0700,nl,thunderbird,Thunderbird ontvangt geen mail meer,False,,,False,1729391.0,1729391;,send-and-receive-email,thunderbird;send-and-receive-email;,datadijkstra,"<p>Besten, </p><p>Sinds 12 april kan ik geen mail meer ontvangen op ***@hansdijkstra.com.  Ik kan nog wel mail versturen.  Geen idee hoe ik dit moet oplossen.  </p><p>Groet </p><p>Hans Dijkstra </p>",datadijkstra;Mozilla-assistent;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0;kb_visits_prior:[""/nl/kb/handmatige-accountconfiguratie""]",1.0,0.0,0.0,,,Fjoerfoks
1509166,2025-05-01 03:27:48 -0700,2025-05-01 10:04:09 -0700,it,thunderbird,La posta cancellata subito,False,,,False,1729461.0,1729461;,send-and-receive-email,thunderbird;send-and-receive-email;,robyrobis32,"<p>Salve: Ho installato Thunderbrid Versione 128.10.0esr (64 bit) sul mio Pc con Windows 10 64 Bit (aggiornato), da qualche giorno non riesco più a leggere la posta in arrivo perché viene cancellata immediatamente non è presente in nessuna altra cartella Cestino compreso. questa situazione mi crea un danno come posso fare per sistemare le cose e restare con Thunderbird? </p>",robyrobis32;@next;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",1.0,0.0,0.0,,,
1509168,2025-05-01 03:41:48 -0700,2025-05-01 03:58:08 -0700,nl,thunderbird,"ik kan drie email berichten al maanden lang niet verwijderen, wat moet ik doen =",False,,,False,1729392.0,1729392;,send-and-receive-email,thunderbird;send-and-receive-email;,info973,<p>email verwijderen lukt niet  drie berichten krijg ik al maanden niet verwijderd </p>,info973;Mozilla-assistent;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0,1.0,0.0,0.0,,,
1509175,2025-05-01 04:22:09 -0700,2025-05-01 04:43:24 -0700,en-US,thunderbird,comment changer le mot de passe,False,,,True,1729408.0,1729408;,reset-passwords,thunderbird;reset-passwords;,dominiqueperchoc,<p>comment changer le mot  de passe </p>,dominiqueperchoc;Googlethunderbird.;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36;kb_visits_prior:[""/en-US/kb/primary-password-replacing-master-password-thunderbird""]",1.0,0.0,0.0,,,
1509182,2025-05-01 04:59:02 -0700,2025-05-01 10:02:04 -0700,en-US,thunderbird,Version 138.0 blocks sending and receiving email,False,,,False,1729459.0,1729421;1729459;,send-and-receive-email,thunderbird;send-and-receive-email;,katja.thomas,"<p>since installing Version 138.0 this mornuing (by automatad update) thunderbird doesn't send and receive email. All accounts state (in German) ""Nachrichten konnten nicht in die Mailbox-Datei geschrieben werden. Stellen Sie sicher, dass das Dateisystem Ihnen Schreibrechte einräumt und genügend Speicherplatz zur Verfügung steht, um die Mailbox zu kopieren."" </p><p>So Messages cound't be written to the Mailbox-file.  </p><p>I tryed to delete an reinstall thunderbird with no effort. There is enough space on the hdd and all 'rights' are O.K. Other e-Mail-programs such as outlook can receive eMail from this accounts. </p>",katja.thomas;wsmwk;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0;kb_visits_prior:[""/de/kb/thunderbird-version-78-haufig-gestellte-fragen-faq""]",2.0,0.0,0.0,,,
1509190,2025-05-01 05:32:59 -0700,2025-05-01 10:52:38 -0700,en-US,thunderbird,ALL MAIL Folder,False,,,False,1729478.0,1729420;1729478;,email-and-messaging,thunderbird;email-and-messaging;,gaferina,<p>Why does deleted emails will still show in the ALL MAIL folder. I am frustrated about it. What happens if I delete the ALL MAIL folder? </p>,gaferina;Googlethunderbird.;sfhowes;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",2.0,0.0,2.0,,,
