id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1590519,Snap/flatpak channel change notification but no ~/.var/app Thunderbird directory,other,2,"User has the snap package (not flatpak), so the flatpak-specific ~/.var/app path doesn't exist and the channel-migration instructions are ambiguous.","I don't see any entry for Thunderbird in my ""~/.var/app/"" directory",True,2026-07-01,False,,False,False,False,0,0
1590539,How to secure/encrypt email and run updates,encryption-security,1,General how-to request; user unaware of OpenPGP setup and update management.,ik wil graag mijn emails beveiligen,False,2026-07-01,False,,False,True,True,1,0
1590558,Compose editor temp file locking breaks draft save and send when forwarding inline with attachments,attachments,5,Compose code fails to close file streams on nsmail temp files on Windows and caches stale temp paths instead of re-extracting attachments from MIME.,po prvotní manipulaci korektně neuvolňuje souborové zámky v operačním systému Windows,True,2026-07-01,False,,False,False,False,0,0
1590568,Quick Filter returns wrong results in Unified Inbox virtual folder,search-folders,3,"Quick Filter search does not correctly traverse the constituent folders of virtual/unified folders, so matches in underlying physical folders are missed.",Quick Filter does not search the **Unified Inbox (virtual folder)** correctly,True,2026-07-01,False,,False,True,True,3,1
1590573,Wants to downgrade to older Thunderbird due to unfamiliar new UI,ui-ux,2,Cards view / new layout defaults after upgrade confuse the user rather than an actual defect.,I hate the new thunderbird I am 79 years old and can't understand it,False,2026-07-01,False,,False,True,True,2,0
1590586,Account reportedly sending spam / outgoing mail issue in Thunderbird only,spam-filters,4,Likely incorrect SMTP/authentication settings or compromised credentials stored in Thunderbird.,Mijn pc zou spam verstuurd hebben of versturen.,False,2026-07-01,False,,False,True,True,1,0
1590593,Profile folder bloat from orphaned ImapMail/Mail account directories,performance-crash,2,"Removed accounts leave their message stores and global-messages-db behind, so profile size never shrinks.",is it safe to just delete these apparently unused folders?,False,2026-07-01,False,,False,False,True,8,4
1590601,All inbox messages duplicated after startup problem,send-receive,4,Corrupted/rebuilt msf index or re-download of POP/IMAP messages created duplicate copies.,"when it did open, it uploaded all emails in duplicate",False,2026-07-01,False,,False,False,False,0,0
1590611,Message Source and quoted reply text shown in oversized monospace font after 152.0.1,ui-ux,2,"Monospace font/size preference per-language is being applied to message source and quoted HTML text, possibly a regression in 152.","I haven't changed anything, so I suspect it's a bug in new 152.0.1.",True,2026-07-01,False,,False,False,False,0,0
1590617,Cannot connect to mail server,send-receive,4,"Insufficient detail; likely server settings, TLS/port, or network/auth failure.",I cannot connect to server,False,2026-07-01,False,,False,True,True,1,0
