id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1590533,Inbox/IMAP folders not visible in Android app after setup,account-login,3,"OAuth sign-in was never completed so IMAP folder list was never fetched, or user is viewing the Unified Inbox instead of the account.",I don't have an inbox in my my email on my phone.,False,2026-07-01,False,,False,True,True,1,0
1590623,"Android app login prompt offers only 'Later', no sign-in option",sync-oauth,4,Imported accounts require per-account OAuth re-authorization and the sign-in button is not surfaced clearly in the notification/prompt flow.,"I am being prompted for a login but there is no option. My only option is ""later"".",True,2026-07-01,False,,False,True,True,1,0
1590833,Self-addressed email fails to send,send-receive,3,Likely SMTP/provider loopback rejection in a non-Thunderbird client; insufficient information to confirm.,Why when I try sending myself an email does it fail to send,False,2026-07-02,False,,False,True,True,1,0
1590931,Push notifications and folder management only work for first account in multi-account Android setup,send-receive,4,"Folder management UI is bound to the first/selected account and push (IMAP IDLE) is not registered per additional account, plus POP accounts lack push support.","it always lets me manage folders only from the first account, and that's a major problem",True,2026-07-03,False,,False,True,True,1,0
1591072,Only Inbox visible in Android app; other folders hidden by Unified Inbox view,ui-ux,3,"Unified Inbox is shown by default with multiple accounts and hides per-account folder lists, which is not discoverable.","Android app. TB version 20: can only see inbox. How do I find trash, spam, and other folders",False,2026-07-04,True,platform34,True,True,True,3,1
1591167,"Hotmail messages stuck in Outbox, cannot send",send-receive,5,Outgoing SMTP server settings or OAuth token for Outlook/Hotmail SMTP are misconfigured or unauthorized.,"I can receive emailsbut can not send any one. After composing , the emails stuck in the outbox",False,2026-07-04,False,,False,False,False,0,0
1591175,Inbox/IMAP folders not visible in Android app after setup,account-login,3,Account setup did not complete connection/OAuth so folder list never synced; folder may also be toggled hidden.,"can't get it to show the various Folders (Inbox, etc), nor does it upload my Email Addresses",False,2026-07-04,True,platform34,True,False,True,4,2
1591502,Messages appear in Unified Inbox but not in individual account folder,ui-ux,3,Per-account folder display/sync setting (folder hidden or wrong special-folder mapping) for the Comcast IMAP account.,"the ""Comcast"" emails DO NOT SHOW UP IN THE ""COMCAST"" EMAIL FOLDER",False,2026-07-06,False,,False,False,False,1,1
1591958,QR code account import from desktop to Android fails to scan,migration-import,4,Known QR scanning bug (issue 8520) or unsupported desktop account configuration prevents import.,"it's impossible to scan the QR code, it's not scanning",True,2026-07-09,False,,False,True,True,7,5
1591991,Message list shows weekday instead of full date; setting missing in older Android version,ui-ux,2,"Full date/time format option was only added in version 18, so older installs lack the setting.",Thunderbird does not show received email dates only the day,False,2026-07-09,True,platform34,True,False,True,4,2
1592033,Notification sound not played through Android Auto,other,2,"Thunderbird's notification channel/usage attributes are not flagged for Android Auto media/notification playback, so the sound is suppressed while projected.",when I'm connected to Android Auto the notification sound doesn't play through either the phone or the car speakers,True,2026-07-09,False,,False,False,False,0,0
1592034,QR code account import scanning fails on Xiaomi device,migration-import,3,Known camera/QR decoding bug on certain Android devices (tracked in thunderbird-android issue 8520) prevents the scan from registering.,"when I want to scan the QR code generated by Thunderbird on PC, nothing happens",True,2026-07-09,True,platform34,True,False,True,2,1
1592111,No undo for accidental swipe-to-delete on Android,ui-ux,3,"Android app lacks an undo action stack for swipe gestures, so accidental scroll-registered swipes delete mail irreversibly from the user's view.",it registers as a swipe & deletes a message. and then it's really hard to scan the trash to figure out which message it was,True,2026-07-10,True,platform34,True,True,True,1,0
1592241,Emails vanished after accidental archive; no trash folder visible,search-folders,3,"User archived messages into Gmail's All Mail and the folder list/side panel wasn't discoverable, compounded by no .eml export support.",apparently clicked something that made them all disappear... I do not have a trashcan folder,False,2026-07-10,False,,False,True,True,9,4
1592397,QR-imported accounts show only Outbox until OAuth sign-in completed,migration-import,3,Skipping the per-account OAuth sign-in step during QR import leaves the account unauthenticated so folders are never fetched.,"Trying to install other email accounts, I only see the outbox, not any of the message folders.",False,2026-07-11,False,,False,False,True,2,1
1592538,Mailing list/group email only delivered to sender,send-receive,3,Group was created in webmail or desktop; Android app has no group feature and the distribution list expansion failed at the provider.,sent out an email to the members and it arrives only to me,False,2026-07-12,True,platform34,True,True,True,1,0
1592575,Cannot add second identity — Save button greyed out,settings-config,2,"The identity editor requires a valid email address field which is not prefilled unlike desktop, leaving Save disabled without any hint.","it is not allowing a 2nd identity on any of the accounts... The ""Save"" icon is just grayed out.",False,2026-07-12,False,,False,False,True,3,2
1592738,Cannot create IMAP subfolders in Android app,search-folders,2,"Thunderbird for Android does not implement folder creation/rename/delete, requiring webmail plus a folder list refresh.",I want to create sub folders.,False,2026-07-13,False,,False,True,True,2,0
1593021,"""Edit as new mail"" resets sender to default identity",send-receive,3,The edit-as-new draft composer does not read the original message's From header and falls back to the account's default identity.,"every time I do this, the mail's sender identity is reset to the default identity",True,2026-07-15,False,,False,True,True,2,1
1593037,Cannot import local POP3 mail store from desktop to Android,migration-import,2,Android app only supports server-side message download; there is no local mbox/maildir import path for POP3 archives.,How could I store my email folder on my phone and where to put it ?,False,2026-07-15,True,platform34,True,False,True,2,1
1593049,Cannot find setting to disable auto mark-as-read on Android,settings-config,2,The 'Mark as read when opened' toggle is buried under per-account reading mail settings and not surfaced by settings search.,discovered it was automatically marking messages as read,False,2026-07-15,True,platform34,True,True,True,1,0
1593107,Unclear question about which account is configured in mail app,other,1,Vague user request; would need to know what account/device issue they actually face.,Wat is mijn officiële account op dit telefoon?,False,2026-07-15,False,,False,False,False,0,0
1593176,No push notifications for new mail on Android,other,3,Notification settings at app/account/message level or Android OS-level channel permissions are disabled or push sync not enabled.,I want a pop up notification that I don't get on GMAIL,False,2026-07-16,False,,False,True,True,1,0
1593277,QR code account import from desktop no longer recognized after adding new account,migration-import,3,"The newly added desktop account uses a protocol unsupported on Android (e.g. Exchange EWS), causing the QR import payload to be rejected.",erkennt Thunderbird Mobile nun den Code nicht mehr nachdem ich ein neues Konto hinzugefügt habe,True,2026-07-16,False,,False,True,True,1,0
1594030,Microsoft 365 autoconfig sets wrong SMTP host with no outgoing settings screen,account-login,4,Autoconfig supplies smtp-mail.outlook.com for M365 accounts and setup blocks before the outgoing page until an admin grants OAuth IMAP/SMTP permissions in Entra.,The setting should be SMTP.Office365.com but it configures it as SMTP-mail.outlook.com,True,2026-07-21,False,,False,True,True,3,1
1594236,"Address book missing after login change, recovering from profile SQLite file",migration-import,4,Thunderbird is using a new/different profile so abook.sqlite from the old profile is not loaded.,Login change seems to have lost my address book.,False,2026-07-22,False,,False,True,True,1,0
1594427,Send button missing from compose toolbar on Android,ui-ux,4,Known Android toolbar rendering bug (issue 10988) where theme colors make the send icon invisible or absent.,The 'send' section on my email is now missing and I want it back.,True,2026-07-23,False,,False,True,True,2,0
1594717,Empty Trash/Empty Spam does nothing in Android v21,send-receive,3,Regression introduced in Thunderbird for Android 21 broke the empty folder action; fix landed for v23.,I tap on it nothing happens,True,2026-07-24,False,,False,False,True,13,4
1594724,Android app hangs on launch,performance-crash,3,App startup hang possibly from corrupted local database or sync task blocking the UI thread; needs logs/version info.,I click on my thunderbird android app and it just hangs.,False,2026-07-24,False,,False,True,True,1,0
1594796,QR code from desktop not scannable by Android camera during import,migration-import,3,Known desktop QR generation defect (issue 8520) producing codes the app's scanner cannot decode; fixed in desktop 153.,All the requested QRs are generated but when I frame them with the smartphone camera they are not read,True,2026-07-25,False,,False,True,True,1,0
1594968,Server-side IMAP search returns no results on Gmail (Android),search-folders,3,"Android app's remote search likely fails against Gmail's IMAP SEARCH semantics (X-GM-RAW/all-mail label scoping), so only locally synced recent messages match.",Triggering a server side search yields nothing. If I execute the same search on Gmail I get many results.,True,2026-07-26,False,,False,False,False,0,0
1595085,Outgoing emails permanently stuck in Outbox with no failure notification (Android),send-receive,4,"Messages exceeding the SMTP server's advertised max size are marked permanent send failures with no retry and poor user-facing notification, plus a known sync/no-network recovery bug.","the outgoing emails get stuck in the OUTBOX. No amount of clicking on ""Send messages"" works",True,2026-07-27,False,,False,True,True,3,1
1595130,No unread count badge on app launcher icon and no sub-15-minute fetch interval (Android),settings-config,2,"Launcher icon badge counts are unimplemented (only a widget exists) and polling intervals are floored at 15 minutes by design, requiring IMAP IDLE push instead.",die Nachrichten werden nicht im Appsymbol angezeigt obwohl es überall angeschaltet ist,False,2026-07-27,True,platform34,True,True,True,2,0
1595299,Unsolicited vendor outsourcing suggestion for Android app quality,other,1,Not a technical issue; appears to be promotional/spam content disguised as community feedback.,it might be worthwhile to collaborate with experienced mobile app development companies such as AppVerticals,False,2026-07-28,False,,False,False,False,0,0
1595448,Empty Trash/Spam does nothing in Android 21.0,send-receive,3,"Known regression in the folder-purge (empty trash/spam) code path in v21, fixed in the 22.0b2 beta.",said yes to the confirmation and it just sat there. No deletion.,True,2026-07-28,False,,False,True,True,1,0
1595503,Black status bar with invisible icons on light theme when selecting a message,ui-ux,2,"Status bar background inverts to dark on message selection but the system bar icon/text appearance flag is not inverted, only in light theme.","if I select a message, the top of the screen (where we are notifications and battery level) turns into a black bar",True,2026-07-29,True,platform34,True,False,True,3,2
1595539,POP3 messages disappear from Inbox after sync (Android only),send-receive,4,The Android POP3 implementation applies server-deletion syncing/UIDL reconciliation and prunes locally stored messages that other POP clients still display.,"After the next synchronization, some messages disappear from the Inbox. The messages are not deleted from the server",True,2026-07-29,False,,False,True,True,3,1
1595793,"Gmail special folder assignment only offers ""None"" (folder list not populated)",search-folders,3,"IMAP folder list was never successfully downloaded (failed sign-in/sync or POP3 account), so the special-folder pickers have no candidates.",They only option Thunderbird is giving me is none,False,2026-07-30,False,,False,True,True,1,0
1595806,"Outlook.com IMAP setup fails: ""User is authenticated but not connected""",account-login,4,Microsoft-side IMAP access toggle/undocumented policy changes (and SmtpClientAuthentication disabled on new accounts) reject the connection after successful OAuth2.,Authentication error. The server returned the following message: User is authenticated but not connected.,True,2026-07-30,False,,False,True,True,5,2
1595858,Cannot move selected emails to a folder from Unified Inbox on Android,ui-ux,2,"Move action is intentionally hidden in the unified account view (and hidden by default in visible message actions), unlike desktop.",Tapping the three dot menu does not show Move option.,False,2026-07-31,False,,False,True,True,5,2
