id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1596244,Only Outbox visible after account import on Thunderbird for Android,account-login,3,"Accounts imported via QR/file were never signed in via OAuth, so the IMAP folder list was never downloaded.",After installing Thunderbird for android it only shows the outbox for all my accounts.,True,2026-08-02,True,platform34,True,True,True,1,0
1596249,Empty Trash/Spam not working in Android v21,send-receive,3,"Regression bug in Thunderbird for Android v21 breaking the empty trash/spam action, fixed in 22.0b2.","it has stopped emptying the Trash folder by clicking ""Empty""",True,2026-08-02,True,platform34,True,True,True,1,0
1596299,How to export/print address book contact list,other,2,User unaware of address book LDIF/CSV export; also posted in the wrong (Android) forum.,"I need to give or send an ""email name and address list"" to another person.",False,2026-08-02,False,,False,True,True,4,1
1596424,No per-identity multiple SMTP servers in Thunderbird for Android after Export to Mobile,settings-config,3,"Android app derives from K-9 Mail codebase lacking per-identity outgoing server support, and export gives no warning about the dropped setting.",the Thunderbird for Android app does not have this feature. Why?,True,2026-08-03,False,,False,True,True,1,0
1596538,Android app stopped fetching mail for Telus/Google-hosted account,sync-oauth,4,Likely OAuth/authentication failure with the Google-hosted Telus account or Android battery optimization blocking background sync.,Nothing has loaded for a few months.,False,2026-08-04,False,,False,True,True,1,0
1596622,Debug log export crashes/produces no useful output on Android,performance-crash,3,Log export path may exhaust memory or hit a storage/permission fault on low-RAM Android 14 devices.,The application freezes or crashes as soon as I try to export the logs.,True,2026-08-04,False,,False,True,True,1,0
1596786,App crashes when opening a downloaded email on Android,performance-crash,4,Crash in message rendering (possibly large messages/image retrieval) in older app version.,the app closes when attempting to open an email,True,2026-08-05,False,,False,True,True,1,0
1596787,App crashes when opening a downloaded email on Android,performance-crash,4,"Message display crash likely tied to large message/image handling, fixed partly in later releases.",Emails download to inbox in the app but the app closes when attempting to open an email,True,2026-08-05,False,,False,True,True,1,0
1596815,Request for help reinstalling email accounts with no contact details,other,2,Incomplete support post; needs the original account reinstall details to diagnose.,Submitted request for help reinstalling my e mail accounts,False,2026-08-05,False,,False,False,False,0,0
1597150,Archive from notification and date-stamped archive folders on Android,ui-ux,2,Notification archive action is opt-in and hidden in settings; dated archive folders are not yet implemented in the mobile app.,I would like to be able to archive directly from the Android notification. That's currently not an option.,False,2026-08-07,True,platform34,True,False,True,2,1
1597285,OpenPGP decryption fails on Thunderbird for Android with imported ed25519 private key,encryption-security,4,"Thunderbird Android's OpenPGP implementation likely lacks support for certain ECC/ed25519 subkey or key-flag handling present in the desktop RNP/GnuPG stack, so incoming messages encrypted to that subkey fail to decrypt.",my thunderbird PC version decrypts while my Mobile thunderbird show an error in decryption operation,True,2026-08-08,False,,False,False,False,0,0
1597314,How to donate using a debit card,other,1,Not a technical defect; donation payment options are not clearly discoverable on the donation page.,would like to donate to thunderbird but need to use debit card.,False,2026-08-08,False,,False,True,True,1,0
1597331,Thunderbird for Android stopped receiving BT mail after update; no Spam folder shown,send-receive,4,"Likely incoming-server authentication failure or IMAP folder subscription issue after an app update, leaving send working but fetch broken and Spam unsubscribed.",I have not received in Thunderbird any emails from my BT email system since Monday 22 July,True,2026-08-08,False,,False,True,True,2,0
1597334,Thunderbird for Android not offered as mailto: handler from Firefox,settings-config,2,"Android has a previously set default app for mailto intents and Firefox's confirmation prompt bypasses the app chooser, so Thunderbird never appears.",it's not showing up as an option for mailto:: links in Firefox (my default browser),False,2026-08-08,False,,False,True,True,1,0
1597446,Unified inbox home-screen widget cannot sort unread mail first,ui-ux,2,The Android widget uses a fixed date-based sort and does not read the app's message-sort preference.,the home screen widget does not do this,False,2026-08-09,False,,False,True,True,1,0
1597470,Cannot append extra CC recipients on Android because address field has no tappable empty space,ui-ux,3,"Recipient token chips fill the field width at larger system font sizes leaving no tappable area to focus the input, an accessibility/layout defect (workaround: tap the field label).",the issue appears to be UI space available for mobile in that there is no empty touch space after a cc recipient to add more recipients,True,2026-08-09,True,mq9,True,False,True,9,5
1597532,Contact email addresses not suggested in Android compose To field,settings-config,2,"Android contacts permission was not granted, so Thunderbird could not read or autocomplete addresses.","I've just tried again and the to part stays blank, even when clicking it",False,2026-08-10,False,,False,False,True,5,3
1597727,"Android account passwords randomly revert to old values, breaking sync",account-login,4,Likely corruption or failed persistence of the app's credential database so stale stored passwords are reloaded after the in-memory session ends.,I then look at the passwords and they appear to be old passwords that are no longer used nor valid,True,2026-08-11,False,,False,True,True,1,0
1597804,Yahoo Spam folder missing/not syncing in Thunderbird for Android,search-folders,3,The Spam folder is not exposed/subscribed over IMAP by Yahoo or not mapped to Thunderbird's special folders.,The spam folder does not sync with my other folders,False,2026-08-11,False,,False,True,True,1,0
1598131,AOL account repeatedly prompts for login and stops receiving mail,sync-oauth,4,AOL/Yahoo OAuth token expiry or forced re-authentication causing the account to prompt for sign-in and stop fetching mail.,Pourquoi je ne reçois plus d'email sur Thunderbird ? C'est AOL qui me demande de me connecter,True,2026-08-13,False,,False,True,True,1,0
1598251,'Mark as unread' button has no effect after update,ui-ux,2,"Transient UI/state-sync glitch where the unread flag change wasn't committed or the list view wasn't refreshed, since it self-resolved without restart.","the ""Mark as unread"" button at the top does not work",True,2026-08-14,False,,False,False,False,1,1
1598255,Cannot move message out of Trash on POP3 accounts (Android),send-receive,3,"Move operation was never implemented for POP3 accounts in Thunderbird for Android, so the move command is hidden in the message menu.",I can not move an accidentaly deleted message back to the inbox,True,2026-08-14,False,,False,False,True,6,4
1598503,"Imported accounts on Android missing passwords, no sync after import",migration-import,3,"Desktop-to-Android account export omits credentials (or the export security/password step was skipped), and re-entering passwords is buried in the incoming server settings wizard.",Imported accounts to Android 'phone. No passwords so no sync. How to fix?,True,2026-08-16,True,verdi060152,True,False,False,6,3
1598831,"Android app never finishes syncing, no emails downloaded",sync-oauth,5,"Initial IMAP sync stalls or times out on very large mailboxes, leaving the progress spinner indefinitely without downloading messages.",You can see the processing circle working but never completes action,True,2026-08-18,False,,False,True,True,1,0
1599008,Contact address autocomplete stopped working in To field (Kindle Fire),other,2,Fire OS contacts provider differences or permission regression prevent the app from querying Android contacts for autocomplete despite permission being granted.,no longer on my kindle fire hd her 21.1,True,2026-08-18,False,,False,True,True,3,1
1599009,Cannot access Yahoo Mail or add new account on Android,account-login,3,"Likely Yahoo requiring app-password/OAuth for IMAP login, but details are insufficient to determine the failure point.",Can not access Yahoo Mail on Android phone or set up new email for Android phone,False,2026-08-18,False,,False,True,True,1,0
1599297,"Second saved draft overwrites the first, plus disappearing emails on Android",send-receive,4,"Draft save may reuse the same message UID/local record causing overwrite, and message loss suggests local database/sync deletion bugs; reproduction steps needed.",Why if you save 2 drafts does the second save wipe out the first?,True,2026-08-20,False,,False,True,True,1,0
1599469,Message counters missing/capped at 99+ for Yahoo folders after update,ui-ux,2,"Recent Android release changed folder count display logic, truncating totals to 99+ and omitting counts for Trash folders.",в папке Удалённые сообщения исчез счётчик сообщений,True,2026-08-21,False,,False,False,False,0,0
1599880,No S/MIME encryption support in Thunderbird for Android,encryption-security,3,S/MIME certificate handling is not implemented in the mobile codebase and is not on the 2026 roadmap.,S/MIME is not currently supported in Thunderbird Mobile,False,2026-08-23,False,,False,True,True,1,0
1600044,Messages stuck in Outbox with silent permanent send failure,send-receive,4,"Provider rejected relay ('Relay access denied' on unpaid account) and the app marked the message a permanent failure while surfacing only a silent notification, giving no visible error.",when I try to send a message it just stays in my Outbox,True,2026-08-24,False,,False,False,True,3,2
