id,discovered_theme,category,severity,root_cause_hypothesis,supporting_quote,is_new_or_notable,created_date,is_solved,solved_by,has_solution,last_answer_trusted,has_trusted_answer,n_answers,n_creator_answers
1579443,Android push notifications stop working intermittently requiring app restart,sync-oauth,3,"Android battery optimization kills the background push service, stopping the persistent notification and IMAP IDLE connection.",I will get notifications but then I notice it has gone quiet and the little icon has disappeared so I have to close Thunderbird and then restart it,False,2026-05-01,True,platform34,True,True,True,1,0
1579451,Firefox Relay integration request in Thunderbird Android,addons-extensions,1,Feature not implemented; no Relay integration exists in the mobile app.,Is there a way to integrate the Firefox relay into Thunderbird app,False,2026-05-01,True,platform34,True,True,True,1,0
1579466,No address book sync between desktop and Android,sync-oauth,2,Thunderbird for Android lacks any address book or contact-sync mechanism.,How can I synch my address book on my laptop with a Moto G 2025 phone?,False,2026-05-01,False,,False,True,True,1,0
1579506,Unreadable garbled characters in received message on Android,send-receive,3,Character encoding/charset detection failure rendering the message body as unreadable characters.,With Thunderbirb for Android is not possible to read this massage. All other email clients has no problem.,True,2026-05-01,False,,False,False,False,0,0
1579537,Cannot log in to Hotmail/Outlook account,account-login,4,OAuth authentication issue with Microsoft Hotmail accounts on the mobile app.,"Just cant log in ,in any Hotmail account. No clues How to solve that too",True,2026-05-01,False,,False,False,False,0,0
1580069,Notifications not cleared when opening inbox on Android,ui-ux,2,Notification cancellation logic fails to dismiss notifications when the inbox is opened; known cluster of notification bugs.,the notifications are still displayed even after I close out of the app. So I have to always go back and manually swipe away all the notifications.,True,2026-05-05,False,,False,True,True,1,0
1580136,Cannot send email after password reset with Magenta provider,send-receive,4,SMTP outgoing server credentials/settings not updated after provider password change.,kann keine mails verschicken. ich musste am 1.mai bei magenta mein paswort neu eingeben . das funktioniert jetzt aber mails kann ich nicht versenden,False,2026-05-05,False,,False,True,True,1,0
1580163,POP3 account setup fails on Android after copying desktop settings,account-login,3,"POP3 account cannot authenticate, possibly because OAuth is unsupported for POP3 and an app password is required.",Can't get android email to work for pop3 account on Samsung A57 after copying my settings from Thunderbird desktop,False,2026-05-05,False,,False,True,True,1,0
1580286,Multiple selected messages not all deleted,send-receive,3,"Bulk delete operation fails to process all selected messages, likely a batch/sync handling bug.","I select multiple messages to delete, and it doesn't delete all of them. I have to go back and select again",True,2026-05-06,False,,False,True,True,1,0
1580312,Duplicate email accounts after importing from desktop on Android,migration-import,2,Import from desktop created duplicate account entries with no dedup handling.,How do I remove duplicate email accounts that were introduced to my Android device after importing from my Desktop?,False,2026-05-06,False,,False,False,False,1,0
1580468,HTML signature from file not supported in Thunderbird for Android,settings-config,2,TBA lacks the HTML signature feature present on desktop; support is planned but not yet implemented.,How can I add an HTML signature file for an account in Thunderbird for Android by referencing a file on my phone?,True,2026-05-07,True,platform34,True,False,True,2,1
1580513,Generic email account setup how-to guide,account-login,1,Not a problem report; user pasted an A-Z setup guide with no actual issue.,Here is a complete **A–Z guide** for setting up an email account in **Mozilla Thunderbird**,False,2026-05-07,False,,False,False,False,0,0
